key,year,name,time,state,country,district,start_date,end_date,type,week,offseason,video,status,current_match,qual_matches,epa_max,epa_top8,epa_top24,epa_mean,epa_sd,epa_acc,epa_mse,rp_1_acc,rp_1_mse,rp_2_acc,rp_2_mse
2022mxto,2022,Regional Laguna,1648008000,NULL,Mexico,NULL,2022-03-23,2022-03-26,0,4,f,https://www.twitch.tv/firstinspires19,Completed,82,67,46.71,13,5.06,9.08,8.7,0.7073,0.1691,0.9179,0.0539,0.9254,0.0632
2022ncash,2022,FNC District UNC Asheville Event,1647576000,NC,USA,fnc,2022-03-18,2022-03-20,1,3,f,https://www.twitch.tv/firstinspires27,Completed,75,58,25.97,17.79,8.05,13.14,6.37,0.6533,0.21,0.9052,0.0835,0.7155,0.1865
2022nccmp,2022,FIRST North Carolina District State Championship,1649390400,NC,USA,fnc,2022-04-08,2022-04-10,2,6,f,https://www.twitch.tv/firstinspires27,Completed,78,64,42.9,27.82,17.02,21.55,10.26,0.8077,0.1451,0.7812,0.1559,0.7031,0.1991
2022ncdi,2022,Doyenne Inspiration ,1665892800,NC,USA,NULL,2022-10-16,2022-10-16,99,9,t,https://www.twitch.tv/first_north_carolina,Completed,23,23,37.8,21.97,NULL,20.77,13.63,0.6087,0.2835,NULL,NULL,NULL,NULL
2022ncgre,2022,FNC District ECU Event,1646974800,NC,USA,fnc,2022-03-11,2022-03-13,1,2,f,https://www.twitch.tv/firstinspires27,Completed,84,66,24.52,10.96,3.3,6.99,6.13,0.75,0.1781,0.9848,0.0172,0.8788,0.0967
2022ncgui,2022,FNC District Guilford County Event,1648180800,NC,USA,fnc,2022-03-25,2022-03-27,1,4,f,https://www.twitch.tv/firstinspires27,Completed,78,62,36.96,23.9,5.28,14.91,10.22,0.8077,0.1272,0.7984,0.1417,0.6613,0.195
2022ncpem,2022,FNC District UNC Pembroke Event,1648785600,NC,USA,fnc,2022-04-01,2022-04-03,1,5,f,https://www.twitch.tv/firstinspires27,Completed,83,68,32.2,21.15,6.13,12.69,8.51,0.759,0.1485,0.8456,0.1188,0.8015,0.1476
2022ncth3,2022,THOR 3,1665806400,NC,USA,NULL,2022-10-15,2022-10-15,99,9,t,https://www.twitch.tv/first_north_carolina,Completed,35,35,37.8,24.55,4.41,18.3,11.05,0.6286,0.2154,NULL,NULL,NULL,NULL
2022ndgf,2022,Great Northern Regional,1648008000,ND,USA,NULL,2022-03-23,2022-03-26,0,4,f,https://www.twitch.tv/firstinspires11,Completed,99,82,55.04,28.04,17.75,18.5,10.82,0.7879,0.1396,0.811,0.1371,0.622,0.2298
2022ndse,2022,STEM Expo,1660968000,ND,USA,NULL,2022-08-20,2022-08-20,99,9,t,https://www.twitch.tv/stemalliance,Completed,19,19,41.19,18.13,NULL,20.13,9.73,0.7368,0.1918,NULL,NULL,NULL,NULL
2022necmp,2022,New England FIRST District Championship,1650081600,MA,USA,ne,2022-04-16,2022-04-16,2,7,f,https://www.twitch.tv/nefirst_blue,Completed,2,0,58.91,NULL,NULL,38.49,16.44,1,0.0656,NULL,NULL,NULL,NULL
2022necmp1,2022,New England FIRST District Championship - Calcium Division,1649822400,MA,USA,ne,2022-04-13,2022-04-16,2,7,f,https://www.twitch.tv/nefirst_green,Completed,95,78,49.32,32.9,21.53,25.38,9.32,0.7789,0.1448,0.7821,0.1526,0.7821,0.1616
2022necmp2,2022,New England FIRST District Championship - Titanium Division,1649822400,MA,USA,ne,2022-04-13,2022-04-16,2,7,f,https://www.twitch.tv/nefirst_blue,Completed,93,78,57.11,30.9,20.64,24.98,11.17,0.828,0.1156,0.8077,0.1599,0.75,0.1621
2022new,2022,Newton Division,1650427200,TX,USA,NULL,2022-04-20,2022-04-23,3,8,f,https://www.twitch.tv/firstinspires_newton,Completed,142,127,62.09,44.39,36.89,31.93,11.33,0.7465,0.1594,0.8858,0.084,0.8622,0.0993
2022nhbb,2022,Battle of the Bay,1667620800,NH,USA,NULL,2022-11-05,2022-11-05,99,9,t,https://www.twitch.tv/nefirst_red,Completed,40,24,47.76,31.7,2.52,23.83,14.08,0.6,0.2579,NULL,NULL,NULL,NULL
2022nhgc,2022,Governor's Cup,1665806400,NH,USA,NULL,2022-10-15,2022-10-15,99,9,t,https://www.twitch.tv/nefirst_green,Completed,34,20,47.76,25.59,2.52,20.42,12.26,0.9118,0.0907,NULL,NULL,NULL,NULL
2022nhgrs,2022,NE District Granite State Event,1646283600,NH,USA,ne,2022-03-03,2022-03-05,1,1,f,https://www.twitch.tv/nefirst_blue,Completed,92,78,39.91,21.98,8.61,13.97,10.11,0.8261,0.1333,0.7692,0.153,0.7756,0.1602
2022nhmm,2022,Mayhem in Merrimack,1663992000,NH,USA,NULL,2022-09-24,2022-09-24,99,9,t,https://www.twitch.tv/nefirst_green,Completed,40,23,50.24,30.65,NULL,23.15,14.1,0.675,0.1602,NULL,NULL,NULL,NULL
2022nhrr,2022,RiverRage 25,1667016000,NH,USA,NULL,2022-10-29,2022-10-29,99,9,t,https://www.twitch.tv/wpirobotics,Completed,57,24,47.76,30.38,11.02,21.8,11.82,0.7544,0.1763,NULL,NULL,NULL,NULL
2022nhsea,2022,NE District Pease ANG Event,1648699200,NH,USA,ne,2022-03-31,2022-04-02,1,5,f,https://www.twitch.tv/nefirst_orange,Completed,95,80,48.42,28.39,14.37,18.76,11.15,0.8,0.1445,0.6937,0.1859,0.6438,0.2114
2022njbe,2022,Brunswick Eruption,1668229200,NJ,USA,NULL,2022-11-12,2022-11-12,99,9,t,https://www.youtube.com/watch?v=5of1kFAjCFI,Completed,35,37,48.03,29.64,12.26,20.62,12.15,0.6571,0.2469,NULL,NULL,NULL,NULL
2022njbri,2022,FMA District Bridgewater-Raritan Event,1646370000,NJ,USA,fma,2022-03-04,2022-03-06,1,1,f,https://www.youtube.com/watch?v=Pqm8dMpsagk,Completed,87,72,24.56,19.07,7.01,11.19,7.41,0.6092,0.195,0.8958,0.0766,0.8333,0.1328
2022njdd,2022,Duel on the Delaware,1665806400,NJ,USA,NULL,2022-10-15,2022-10-15,99,9,t,https://www.youtube.com/watch?v=qCP4ELsV6As,Completed,17,17,46.23,31.44,NULL,25.73,11.63,0.7059,0.185,NULL,NULL,NULL,NULL
2022njfla,2022,FMA District Mount Olive Event,1646974800,NJ,USA,fma,2022-03-11,2022-03-13,1,2,f,https://www.youtube.com/watch?v=nUmIGIcVLeU,Completed,91,74,31.93,17.94,8.62,12.19,7.6,0.7143,0.1811,0.8514,0.1018,0.8108,0.1375
2022njski,2022,FMA District Montgomery Event,1648785600,NJ,USA,fma,2022-04-01,2022-04-03,1,5,f,https://www.youtube.com/watch?v=oFZxQJHjsNE,Completed,93,78,34.01,25.58,15.29,17.43,7.92,0.8172,0.153,0.6667,0.2102,0.7179,0.1803
2022njtab,2022,FMA District Seneca Event,1648180800,NJ,USA,fma,2022-03-25,2022-03-27,1,4,f,https://www.youtube.com/watch?v=Jwix9-bu8wc,Completed,83,68,45.85,25.57,11.13,18.41,10.28,0.8554,0.0994,0.7059,0.1894,0.6397,0.2191
2022nmrc,2022,NMRC Championship,1666929600,MN,USA,NULL,2022-10-28,2022-10-28,99,9,t,https://www.twitch.tv/firstupdatesnow,Completed,41,30,41.19,20.63,NULL,19.57,8.11,0.7805,0.1546,NULL,NULL,NULL,NULL
2022nmrc2,2022,NMRC Open,1667016000,MN,USA,NULL,2022-10-29,2022-10-29,99,9,t,https://www.twitch.tv/firstupdatesnow,Completed,37,26,41.19,20.63,NULL,20.64,9.87,0.7838,0.1405,NULL,NULL,NULL,NULL
2022nvlv,2022,Las Vegas Regional,1648612800,NV,USA,NULL,2022-03-30,2022-04-02,0,5,f,https://www.twitch.tv/firstinspires15,Completed,91,74,52.24,27.84,15.22,17.86,10.83,0.7912,0.1328,0.7568,0.164,0.6824,0.1992
2022nyli,2022,SBPLI Long Island Regional #1,1647748800,NY,USA,NULL,2022-03-20,2022-03-23,0,3,f,https://www.twitch.tv/firstinspires1,Completed,93,78,45.78,22.77,11.82,15.3,8.95,0.7742,0.137,0.7564,0.1591,0.6987,0.1993
2022nyli2,2022,SBPLI Long Island Regional #2,1648094400,NY,USA,NULL,2022-03-24,2022-03-26,0,4,f,https://www.twitch.tv/firstinspires1,Completed,85,69,54.24,25.35,11.09,16.77,10.88,0.8353,0.1226,0.8188,0.1307,0.6667,0.2136
2022nyny,2022,New York City Regional,1649304000,NY,USA,NULL,2022-04-07,2022-04-10,0,6,f,https://www.twitch.tv/firstinspires1,Completed,96,80,49.52,23.57,9.25,13.08,10.81,0.8646,0.1114,0.9125,0.0581,0.825,0.1187
2022nyro,2022,Finger Lakes Regional,1646802000,NY,USA,NULL,2022-03-09,2022-03-12,0,2,f,https://www.twitch.tv/firstinspires1,Completed,89,74,38.82,22.34,14.71,17.23,7.77,0.6629,0.1977,0.7365,0.1843,0.5811,0.2492
2022nyrr,2022,RahChaCha Ruckus,1666411200,NY,USA,NULL,2022-10-22,2022-10-22,99,9,t,https://www.twitch.tv/1511rollingthunder,Completed,50,36,46.47,27.73,15.92,20.55,11.74,0.62,0.2302,NULL,NULL,NULL,NULL
2022nytr,2022,New York Tech Valley Regional,1647147600,NY,USA,NULL,2022-03-13,2022-03-16,0,2,f,https://www.twitch.tv/firstinspires3,Completed,84,69,37.75,21.75,13.5,15.26,8.46,0.75,0.159,0.7536,0.1624,0.7899,0.1718
2022ohcl,2022,Buckeye Regional,1648008000,OH,USA,NULL,2022-03-23,2022-03-26,0,4,f,https://www.twitch.tv/firstinspires3,Completed,104,89,38.6,25.87,17.36,16.29,8.3,0.7308,0.1713,0.8034,0.1406,0.6798,0.2121
2022okok,2022,Oklahoma Regional,1646802000,OK,USA,NULL,2022-03-09,2022-03-12,0,2,f,https://www.twitch.tv/firstinspires11,Completed,87,72,43.38,23.61,12.23,15.15,9.02,0.8046,0.1552,0.8125,0.1318,0.7014,0.1888
2022oktu,2022,Green Country Regional,1649217600,OK,USA,NULL,2022-04-06,2022-04-09,0,6,f,https://www.twitch.tv/firstinspires13,Completed,87,72,52.52,23.67,13.16,18.05,9.54,0.7586,0.1527,0.7986,0.1518,0.6319,0.2208
2022on034,2022,ONT District North Bay Event Day 2,1648958400,ON,Canada,ont,2022-04-03,2022-04-03,1,5,f,https://www.twitch.tv/firstontario2,Completed,27,21,31.66,11.35,NULL,14.36,7.38,0.8148,0.1386,0.9524,0.0576,0.7143,0.207
2022on204,2022,ONT District Windsor Essex Great Lakes Event Day 2,1648872000,ON,Canada,ont,2022-04-02,2022-04-02,1,5,f,NULL,Completed,30,24,43.15,23.98,NULL,21.2,13.17,0.7333,0.1448,0.7083,0.1957,0.6042,0.2588
2022on263,2022,ONT District York University Event Day 1,1648267200,ON,Canada,ont,2022-03-26,2022-03-26,1,4,f,https://www.twitch.tv/firstontario3,Completed,34,27,33.17,10.22,NULL,11.76,7.71,0.6176,0.1898,0.7963,0.1476,0.9444,0.0647
2022on273,2022,ONT District York University Event Day 2,1648353600,ON,Canada,ont,2022-03-27,2022-03-27,1,4,f,https://www.twitch.tv/firstontario3,Completed,35,29,32.45,11.84,NULL,12.1,8.78,0.6857,0.1522,0.7586,0.1608,0.8621,0.1199
2022on305,2022,ONT District Humber College Event Day 1,1646456400,ON,Canada,ont,2022-03-05,2022-03-05,1,1,f,https://www.twitch.tv/firstontario1,Completed,30,23,38.39,7.63,NULL,10.06,9.1,0.9,0.1079,0.9348,0.0505,0.9565,0.0585
2022on306,2022,ONT District Humber College Event Day 2,1646542800,ON,Canada,ont,2022-03-06,2022-03-06,1,1,f,https://www.twitch.tv/firstontario1,Completed,32,26,40.29,12.29,NULL,12.89,10.11,0.875,0.1006,0.8077,0.1191,0.8846,0.0968
2022on325,2022,ONT District University of Waterloo Event Day 1,1648180800,ON,Canada,ont,2022-03-25,2022-03-25,1,4,f,https://www.twitch.tv/firstontario1,Completed,34,27,38.05,17.36,NULL,15.58,10.7,0.8235,0.1236,0.7222,0.187,0.5185,0.2335
2022on326,2022,ONT District University of Waterloo Event Day 2,1648267200,ON,Canada,ont,2022-03-26,2022-03-26,1,4,f,https://www.twitch.tv/firstontario1,Completed,34,26,52.1,24.32,NULL,25.92,15.54,0.6765,0.1563,0.7885,0.1733,0.5577,0.2018
2022on409,2022,ONT District St. Mary C.S.S. Event Day 1,1649476800,ON,Canada,ont,2022-04-09,2022-04-09,1,6,f,https://www.twitch.tv/firstontario2,Completed,30,24,57.39,16.93,NULL,20.9,15.55,0.9333,0.0653,0.8542,0.1231,0.6458,0.2172
2022on410,2022,ONT District St. Mary C.S.S. Event Day 2,1649563200,ON,Canada,ont,2022-04-10,2022-04-10,1,6,f,https://www.twitch.tv/firstontario2,Completed,33,27,43.32,15.89,NULL,18.41,13.08,0.697,0.122,0.7593,0.1567,0.7407,0.1975
2022oncmp,2022,FIRST Ontario Provincial Championship,1649822400,ON,Canada,ont,2022-04-13,2022-04-16,2,7,f,https://www.twitch.tv/firstcanada,Completed,150,134,62.82,39.5,21.42,20.08,13.12,0.82,0.1336,0.7425,0.1715,0.6791,0.2045
2022oncne,2022,Robots@CNE,1662091200,ON,Canada,NULL,2022-09-02,2022-09-04,99,9,t,https://www.twitch.tv/firstontario1,Completed,64,48,46.47,23.8,3.71,18.4,14.28,0.7812,0.1223,NULL,NULL,NULL,NULL
2022onsc,2022,STEMley Cup 2022,1667016000,ON,Canada,NULL,2022-10-29,2022-10-29,99,9,t,https://www.twitch.tv/firstontario1,Completed,51,36,57.71,38.9,1.07,24.97,16.77,0.8039,0.1664,NULL,NULL,NULL,NULL
2022onsc2,2022,Overtime 2022,1667102400,ON,Canada,NULL,2022-10-30,2022-10-30,99,9,t,https://www.twitch.tv/firstwa_red2,Completed,47,32,44.64,14.98,2.4,14.62,12.78,0.766,0.1467,NULL,NULL,NULL,NULL
2022orbb,2022,BunnyBots,1671253200,OR,USA,NULL,2022-12-17,2022-12-17,99,9,t,https://www.youtube.com/watch?v=gu1z2s3G15A,Completed,31,25,45.7,18.58,4.57,15.47,10.71,0.6452,0.2394,NULL,NULL,NULL,NULL
2022orgg,2022,OR Girls Generation,1665720000,OR,USA,NULL,2022-10-14,2022-10-15,99,9,t,NULL,Completed,33,27,45.7,25.31,NULL,23.76,10.53,0.6667,0.2266,NULL,NULL,NULL,NULL
2022orore,2022,PNW District Clackamas Academy Event,1646283600,OR,USA,pnw,2022-03-03,2022-03-05,1,1,f,https://www.twitch.tv/firstinspires28,Completed,70,54,32.82,17.49,6.04,13.59,8.84,0.7429,0.1677,0.8981,0.0858,0.6852,0.2063
2022orsal,2022,PNW District Oregon State Fairgrounds Event,1648094400,OR,USA,pnw,2022-03-24,2022-03-26,1,4,f,https://www.twitch.tv/firstinspires28,Completed,73,56,39.73,29.68,8.28,20.46,10.95,0.7534,0.1737,0.6875,0.1844,0.6875,0.1899
2022orwil,2022,PNW District Wilsonville Event,1646888400,OR,USA,pnw,2022-03-10,2022-03-12,1,2,f,https://www.twitch.tv/firstinspires28,Completed,72,56,39.78,15.13,4.09,12.9,9.84,0.7222,0.1682,0.9018,0.0763,0.75,0.1823
2022paben,2022,FMA District Bensalem Event,1648785600,PA,USA,fma,2022-04-01,2022-04-03,1,5,f,https://www.youtube.com/watch?v=uMqOBONxf4w,Completed,74,58,32.86,19.48,8.85,16.17,8.47,0.7297,0.1589,0.8103,0.1342,0.5517,0.2475
2022paca,2022,Greater Pittsburgh Regional,1647403200,PA,USA,NULL,2022-03-16,2022-03-19,0,3,f,https://www.twitch.tv/firstinspires1,Completed,102,87,52.14,24.99,15.99,18.79,8.19,0.7941,0.146,0.7069,0.1893,0.6092,0.2446
2022pahat,2022,FMA District Hatboro-Horsham Event,1646370000,PA,USA,fma,2022-03-04,2022-03-06,1,1,f,https://www.youtube.com/watch?v=b552Rwjnqhk,Completed,85,70,40.57,20.37,12.12,15.41,7.74,0.7765,0.153,0.85,0.1044,0.6929,0.2153
2022pahor,2022,HAVOC 2022,1666411200,PA,USA,NULL,2022-10-22,2022-10-22,99,9,t,https://www.youtube.com/watch?v=HifDE3gA-j4,Completed,23,23,43.73,30.18,NULL,24.14,11.23,0.7826,0.1644,NULL,NULL,NULL,NULL
2022paphi,2022,FMA District Springside Chestnut Hill Academy Event,1647576000,PA,USA,fma,2022-03-18,2022-03-20,1,3,f,https://www.youtube.com/watch?v=EexUsa5gsmo,Completed,71,56,31.84,23.49,5.31,15.5,9.12,0.8169,0.1318,0.8214,0.1189,0.5982,0.2206
2022parr,2022,Ramp Riot,1667620800,PA,USA,NULL,2022-11-05,2022-11-05,99,9,t,https://www.youtube.com/watch?v=9UUc5TkiE_U,Completed,26,26,43.04,31.1,9.42,20.52,10.9,0.6154,0.2011,NULL,NULL,NULL,NULL
2022pncmp,2022,Pacific Northwest FIRST District Championship,1649217600,WA,USA,pnw,2022-04-06,2022-04-09,2,6,f,https://www.twitch.tv/firstinspires28,Completed,116,100,65.68,37.94,26.67,27.62,10.94,0.7672,0.1491,0.82,0.1137,0.72,0.1808
2022qcmo1,2022,Festival de Robotique Regional Day 1,1649304000,QC,Canada,NULL,2022-04-07,2022-04-07,0,6,f,https://www.twitch.tv/firstinspires3,Completed,32,25,30.71,10.75,NULL,13.39,7.61,0.8125,0.1401,0.9,0.0887,0.7,0.177
2022qcmo2,2022,Festival de Robotique Regional Day 2,1649390400,QC,Canada,NULL,2022-04-08,2022-04-08,0,6,f,https://www.twitch.tv/firstinspires3,Completed,30,24,31.4,10.98,NULL,12.19,6.92,0.8667,0.1496,0.875,0.0815,0.5833,0.2435
2022qcmo3,2022,Festival de Robotique Regional Day 3,1649476800,QC,Canada,NULL,2022-04-09,2022-04-09,0,6,f,https://www.twitch.tv/firstinspires3,Completed,30,24,36.3,12.8,NULL,13.78,9.17,0.9,0.1078,0.7708,0.1481,0.7292,0.2064
2022roe,2022,Roebling Division,1650427200,TX,USA,NULL,2022-04-20,2022-04-23,3,8,f,https://www.twitch.tv/firstinspires_roebling,Completed,144,127,61.17,47.1,40.4,32.11,13.36,0.7292,0.1654,0.9094,0.0691,0.815,0.1547
2022rsr,2022,The Dow Red Stick Rumble,1661486400,LA,USA,NULL,2022-08-26,2022-08-27,99,9,t,https://www.twitch.tv/firstupdatesnow,Completed,32,32,48.1,19.47,5.82,16.7,12.86,0.8125,0.1381,NULL,NULL,NULL,NULL
2022scan,2022,Electric City Regional,1646802000,SC,USA,NULL,2022-03-09,2022-03-12,0,2,f,https://www.twitch.tv/firstinspires7,Completed,87,70,46.66,23.39,8.12,13.56,10.85,0.8391,0.1173,0.8286,0.1259,0.8,0.138
2022scriw,2022,SCRIW XI,1665806400,SC,USA,NULL,2022-10-15,2022-10-15,99,9,t,NULL,Completed,31,27,59.07,16.95,NULL,18.39,14.75,0.7742,0.1378,NULL,NULL,NULL,NULL
2022tant,2022,New Taipei City x Hon Hai Regional,1646283600,NULL,Chinese Taipei,NULL,2022-03-03,2022-03-06,0,1,f,https://www.twitch.tv/firstinspires31,Completed,76,59,27.47,15.13,9.68,11.4,5.63,0.6316,0.1986,0.9831,0.0184,0.7712,0.1538
2022tnkn,2022,Smoky Mountains Regional,1648612800,TN,USA,NULL,2022-03-30,2022-04-02,0,5,f,https://www.twitch.tv/firstinspires1,Completed,94,79,52.49,34.2,17.01,21.3,12.42,0.6915,0.1627,0.7025,0.1762,0.7342,0.1729
2022tuis,2022,Istanbul Regional,1647230400,NULL,Turkey,NULL,2022-03-14,2022-03-17,0,3,f,https://www.twitch.tv/firstinspires30,Completed,80,64,18.28,10.6,6.79,6.8,4.2,0.725,0.1944,0.9922,0.0111,0.9141,0.079
2022tuis2,2022,Bosphorus Regional,1647576000,NULL,Turkey,NULL,2022-03-18,2022-03-20,0,3,f,https://www.twitch.tv/firstinspires30,Completed,72,60,37.96,16.59,9.28,11.66,8.34,0.8333,0.1319,0.9741,0.0261,0.7414,0.1779
2022tuis3,2022,Izmir Regional,1646283600,NULL,Turkey,NULL,2022-03-03,2022-03-06,0,1,f,https://www.twitch.tv/firstinspires32,Completed,73,57,34.85,13.63,4.27,10.46,8.6,0.7671,0.1494,0.8947,0.0833,0.8333,0.132
2022tur,2022,Turing Division,1650427200,TX,USA,NULL,2022-04-20,2022-04-23,3,8,f,https://www.twitch.tv/firstinspires_turing,Completed,141,125,61.2,46.87,33.43,27.87,13.33,0.8156,0.116,0.824,0.1298,0.752,0.1747
2022txama,2022,FIT District Amarillo Event,1648699200,TX,USA,fit,2022-03-31,2022-04-02,1,5,f,https://www.twitch.tv/firstintexasevents,Completed,70,56,48.19,11.91,4.35,11.76,9.89,0.7714,0.1555,0.9286,0.0748,0.7857,0.1647
2022txaus,2022,FIT District Austin Event,1647489600,TX,USA,fit,2022-03-17,2022-03-19,1,3,f,https://www.twitch.tv/firstintexasevents,Completed,91,72,50.28,20.55,6.68,13.33,10.02,0.7473,0.155,0.8403,0.1139,0.7292,0.1688
2022txcha,2022,FIT District Channelview Event,1646974800,TX,USA,fit,2022-03-11,2022-03-13,1,2,f,https://www.twitch.tv/Firstintexasevents,Completed,78,64,48.09,16.15,5.3,11.29,9.54,0.7564,0.1533,0.8906,0.086,0.8125,0.1373
2022txcmp,2022,FIRST In Texas District Championship,1649476800,TX,USA,fit,2022-04-09,2022-04-09,2,6,f,https://www.twitch.tv/firstintexasevents,Completed,2,0,61.52,NULL,NULL,40.27,20.28,1,0.0283,NULL,NULL,NULL,NULL
2022txcmp1,2022,FIRST In Texas District Championship - Apollo Division,1649217600,TX,USA,fit,2022-04-06,2022-04-09,2,6,f,https://www.twitch.tv/firstintexasevents,Completed,97,80,63.45,30.03,17.38,21.59,14.17,0.8351,0.1329,0.7937,0.1515,0.7375,0.1867
2022txcmp2,2022,FIRST In Texas District Championship - Mercury Division,1649217600,TX,USA,fit,2022-04-06,2022-04-09,2,6,f,https://www.twitch.tv/firstintexasevents,Completed,96,80,54.51,29.8,18.06,22.27,11.47,0.8021,0.1285,0.6625,0.2008,0.75,0.1759
2022txdri,2022,FIT District Dripping Springs Event,1646370000,TX,USA,fit,2022-03-04,2022-03-06,1,1,f,https://www.twitch.tv/firstintexasevents,Completed,74,60,37.89,17.01,5.9,12.54,9.24,0.8243,0.149,0.9083,0.0749,0.6667,0.2227
2022txfor,2022,FIT District Fort Worth Event,1647489600,TX,USA,fit,2022-03-17,2022-03-19,1,3,f,https://www.twitch.tv/firstintexasevents3,Completed,76,62,41.72,19.5,7.08,14.01,9.68,0.8421,0.137,0.8629,0.1036,0.7984,0.1461
2022txhou,2022,Texas Robotics Invitational,1657166400,TX,USA,NULL,2022-07-07,2022-07-09,99,9,t,https://www.twitch.tv/spectrum3847,Completed,72,56,56.61,27.32,6.37,21.79,14.51,0.6528,0.2424,NULL,NULL,NULL,NULL
2022txirv,2022,FIT District Irving Event,1648094400,TX,USA,fit,2022-03-24,2022-03-26,1,4,f,https://www.twitch.tv/firstintexasevents,Completed,99,84,60.59,21.73,10.82,15.39,12.71,0.8081,0.1233,0.881,0.0881,0.6786,0.1966
2022txntx,2022,NTX Tournament of Robots,1665201600,TX,USA,NULL,2022-10-08,2022-10-09,99,9,t,https://www.twitch.tv/spectrum3847,Completed,35,35,53.48,26.03,4.73,20.21,13.55,0.6286,0.2419,NULL,NULL,NULL,NULL
2022txpa2,2022,FIT District Pasadena Event #2,1648699200,TX,USA,fit,2022-03-31,2022-04-02,1,5,f,https://www.twitch.tv/firstintexasevents3,Completed,78,64,32.05,12.43,4.63,9.21,7.37,0.859,0.1409,0.9609,0.0347,0.7656,0.1736
2022txpas,2022,FIT District Pasadena Event #1,1648094400,TX,USA,fit,2022-03-24,2022-03-26,1,4,f,https://www.twitch.tv/firstintexasevents3,Completed,79,64,44.23,15.17,7.81,13.17,9.74,0.8481,0.1369,0.8438,0.1134,0.7266,0.172
2022txrm,2022,The Remix,1663992000,TX,USA,NULL,2022-09-24,2022-09-24,99,9,t,https://www.twitch.tv/spectrum3847,Completed,27,27,56.61,33.2,14.44,23.56,13.87,0.8148,0.1491,NULL,NULL,NULL,NULL
2022txwac,2022,FIT District Waco Event,1646283600,TX,USA,fit,2022-03-03,2022-03-05,1,1,f,https://www.twitch.tv/firstintexasevents3,Completed,94,80,49.5,16.47,7.4,12.15,10.83,0.8511,0.1233,0.8375,0.1043,0.8,0.1482
2022utwv,2022,Utah Regional,1649217600,UT,USA,NULL,2022-04-06,2022-04-09,0,6,f,https://www.twitch.tv/firstinspires15,Completed,90,74,47.87,23.76,13.56,17.94,11.07,0.7889,0.1376,0.7703,0.1439,0.6554,0.2122
2022va305,2022,CHS District Greater Richmond Event #1 Day 1,1646456400,VA,USA,chs,2022-03-05,2022-03-05,1,1,f,https://www.twitch.tv/firstchesapeake,Completed,36,30,41.17,15.23,NULL,15.24,9.41,0.7222,0.1326,0.8167,0.126,0.7667,0.1638
2022va306,2022,CHS District Greater Richmond Event #1 Day 2,1646542800,VA,USA,chs,2022-03-06,2022-03-06,1,1,f,https://www.twitch.tv/firstchesapeake,Completed,34,27,18.05,8.04,NULL,9.14,4.77,0.6176,0.1967,0.9444,0.0528,0.963,0.0483
2022va319,2022,CHS District Greater Richmond Event #2 Day 1,1647662400,VA,USA,chs,2022-03-19,2022-03-19,1,3,f,https://www.twitch.tv/firstchesapeake,Completed,36,34,54.1,15.78,NULL,18.21,11.63,0.8889,0.0952,0.7586,0.1736,0.6552,0.2183
2022va320,2022,CHS District Greater Richmond Event #2 Day 2,1647748800,VA,USA,chs,2022-03-20,2022-03-20,1,3,f,https://www.twitch.tv/firstchesapeake,Completed,38,32,51.86,20.98,NULL,18.39,12.04,0.7632,0.1236,0.8125,0.1425,0.5625,0.2445
2022vabrb,2022,Blue Ridge Brawl,1665201600,VA,USA,NULL,2022-10-08,2022-10-08,99,9,t,https://www.twitch.tv/firstupdatesnow,Completed,32,20,28.94,11.94,NULL,10.62,7.86,0.8438,0.1367,NULL,NULL,NULL,NULL
2022vachs,2022,CHSy Champs,1666411200,VA,USA,NULL,2022-10-22,2022-10-22,99,9,t,https://www.twitch.tv/firstchesapeake,Completed,34,26,29.75,21.56,NULL,17.17,9.91,0.6471,0.2093,NULL,NULL,NULL,NULL
2022varr,2022,Rumble in the Roads,1667620800,VA,USA,NULL,2022-11-05,2022-11-05,99,9,t,https://www.twitch.tv/firstchesapeake,Completed,45,30,46.45,28.94,8.48,20.97,11.43,0.5778,0.2349,NULL,NULL,NULL,NULL
2022waahs,2022,PNW District Auburn Event,1648180800,WA,USA,pnw,2022-03-25,2022-03-27,1,4,f,https://www.twitch.tv/firstinspires29,Completed,75,60,42.88,15.22,6.94,12.77,9.1,0.7067,0.186,0.775,0.152,0.85,0.1187
2022wabon,2022,PNW District Bonney Lake Event,1648785600,WA,USA,pnw,2022-04-01,2022-04-03,1,5,f,https://www.twitch.tv/firstinspires29,Completed,77,62,60.55,22.65,4.98,15.6,14.44,0.8571,0.1148,0.7661,0.1512,0.8387,0.1195
2022wagg,2022,Washington Girls' Generation,1665201600,WA,USA,NULL,2022-10-08,2022-10-09,99,9,t,https://www.twitch.tv/firstwa_red1,Completed,75,60,59.58,31.97,12.87,23.13,12.57,0.68,0.1784,NULL,NULL,NULL,NULL
2022wamc,2022,PNW Block Party,1667016000,WA,USA,NULL,2022-10-29,2022-10-30,99,9,t,https://www.twitch.tv/firstwa_red1,Completed,64,50,59.58,30.49,4.51,24.92,14.75,0.8281,0.1164,NULL,NULL,NULL,NULL
2022wasam,2022,PNW District Sammamish Event,1647576000,WA,USA,pnw,2022-03-18,2022-03-20,1,3,f,https://www.twitch.tv/firstinspires29,Completed,77,62,39.8,21.83,11.02,16.93,8.69,0.7662,0.1553,0.7339,0.1834,0.7419,0.1818
