key,year,name,time,state,country,district,start_date,end_date,type,week,offseason,video,status,current_match,qual_matches,epa_max,epa_top8,epa_top24,epa_mean,epa_sd,epa_acc,epa_mse,rp_1_acc,rp_1_mse,rp_2_acc,rp_2_mse
2014waahs,2014,PNW FIRST Robotics Auburn District Event,1395979200,WA,USA,pnw,2014-03-28,2014-03-29,1,5,f,NULL,Completed,88,72,78.29,42.53,17.88,29.54,19.75,0.7727,0.1703,NULL,NULL,NULL,NULL
2014waamv,2014,PNW FIRST Robotics Auburn Mountainview District Event,1393563600,WA,USA,pnw,2014-02-28,2014-03-01,1,1,f,NULL,Completed,80,64,94.05,30.67,10.67,24.35,21.68,0.7875,0.1579,NULL,NULL,NULL,NULL
2014wache,2014,PNW FIRST Robotics Eastern Washington University District Event,1394769600,WA,USA,pnw,2014-03-14,2014-03-15,1,3,f,NULL,Completed,79,62,48.77,35.87,12.89,23.89,13.27,0.6709,0.2121,NULL,NULL,NULL,NULL
2014waell,2014,PNW FIRST Robotics Central Washington University District Event,1395979200,WA,USA,pnw,2014-03-28,2014-03-29,1,5,f,NULL,Completed,84,70,70.56,40.57,16.69,25.83,16.15,0.7143,0.1867,NULL,NULL,NULL,NULL
2014wagg,2014,Girls' Generation - Washington,1413604800,WA,USA,NULL,2014-10-18,2014-10-18,99,9,t,NULL,Completed,43,36,89.11,48.04,18.82,41.53,18.25,0.6512,0.2108,NULL,NULL,NULL,NULL
2014wamou,2014,PNW FIRST Robotics Mt. Vernon District Event,1394769600,WA,USA,pnw,2014-03-14,2014-03-15,1,3,f,NULL,Completed,71,56,59.33,28.52,12.46,23.68,14.7,0.7042,0.2088,NULL,NULL,NULL,NULL
2014washo,2014,PNW FIRST Robotics Shorewood District Event,1395374400,WA,USA,pnw,2014-03-21,2014-03-22,1,4,f,NULL,Completed,83,66,79.07,50.43,21.44,33.74,19.53,0.6024,0.2359,NULL,NULL,NULL,NULL
2014wasno,2014,PNW FIRST Robotics Glacier Peak District Event,1394168400,WA,USA,pnw,2014-03-07,2014-03-08,1,2,f,NULL,Completed,79,64,63.61,40.28,14.03,27.62,16.04,0.6962,0.2342,NULL,NULL,NULL,NULL
2014wimi,2014,Wisconsin Regional,1395288000,WI,USA,NULL,2014-03-20,2014-03-22,0,4,f,NULL,Completed,118,100,68.18,56.32,39.68,35.32,16.75,0.6102,0.2101,NULL,NULL,NULL,NULL
2014wmri,2014,West Michigan Robotics Invitational,1414209600,MI,USA,NULL,2014-10-25,2014-10-25,99,9,t,NULL,Completed,54,38,85.83,64.94,25.75,47.41,22.79,0.6667,0.2392,NULL,NULL,NULL,NULL
2015abca,2015,Western Canada Regional,1427860800,AB,Canada,NULL,2015-04-01,2015-04-04,0,6,f,NULL,Completed,79,64,56.58,29.36,14.04,22.01,10.94,0.6962,0.1935,NULL,NULL,NULL,NULL
2015arc,2015,Archimedes Division ,1429675200,MO,USA,NULL,2015-04-22,2015-04-25,3,8,f,NULL,Completed,143,127,118.07,64.21,46.82,39.78,19.69,0.6853,0.2147,NULL,NULL,NULL,NULL
2015arfa,2015,Arkansas Rock City Regional,1425445200,AR,USA,NULL,2015-03-04,2015-03-07,0,2,f,NULL,Completed,106,90,73.43,36.09,23.57,22.35,14.98,0.6981,0.1982,NULL,NULL,NULL,NULL
2015ausy,2015,Australia Regional,1426046400,NULL,Australia,NULL,2015-03-11,2015-03-14,0,3,f,https://www.youtube.com/watch?v=cA03LbJfLrE,Completed,83,66,51.06,16.32,6.37,14.01,12.94,0.747,0.1691,NULL,NULL,NULL,NULL
2015azch,2015,Arizona East Regional,1426651200,AZ,USA,NULL,2015-03-18,2015-03-21,0,4,f,NULL,Completed,98,82,63.92,29.02,18.23,20.36,12.36,0.6327,0.2129,NULL,NULL,NULL,NULL
2015azpx,2015,Arizona West Regional,1427860800,AZ,USA,NULL,2015-04-01,2015-04-04,0,6,f,NULL,Completed,90,74,91.88,24.73,10.26,21.21,20.06,0.7889,0.1187,NULL,NULL,NULL,NULL
2015bc,2015,BattleCry 16,1432353600,MA,USA,NULL,2015-05-23,2015-05-24,99,9,t,https://www.twitch.tv/nefirst_red,Completed,109,74,87.79,61.85,38.79,36.33,19.53,0.6422,0.2429,NULL,NULL,NULL,NULL
2015cacc,2015,Capital City Classic,1445659200,CA,USA,NULL,2015-10-24,2015-10-25,99,9,t,https://www.youtube.com/watch?v=Nw5rk9RcBL4,Completed,43,36,101.79,23.79,NULL,29.42,27.78,0.7209,0.1839,NULL,NULL,NULL,NULL
2015cacg,2015,CalGames,1443758400,CA,USA,NULL,2015-10-02,2015-10-03,99,9,t,https://www.youtube.com/watch?v=VDCA0VUmbVA,Completed,71,54,90.04,34.88,15.52,24.4,18.8,0.5493,0.283,NULL,NULL,NULL,NULL
2015cafc,2015,Fall Classic (Saturday),1443240000,CA,USA,NULL,2015-09-26,2015-09-26,99,9,t,NULL,Completed,34,26,83.1,26.89,9.46,27.55,22.47,0.8529,0.106,NULL,NULL,NULL,NULL
2015cafc2,2015,Fall Classic (Sunday),1443326400,CA,USA,NULL,2015-09-27,2015-09-27,99,9,t,NULL,Completed,28,20,72.31,15.43,NULL,25.68,18.08,0.75,0.2136,NULL,NULL,NULL,NULL
2015calb,2015,Los Angeles Regional sponsored by The Roddenberry Foundation,1426046400,CA,USA,NULL,2015-03-11,2015-03-14,0,3,f,NULL,Completed,115,99,54.46,28.78,17.33,16.2,11.99,0.6609,0.1897,NULL,NULL,NULL,NULL
2015cama,2015,Central Valley Regional,1425531600,CA,USA,NULL,2015-03-05,2015-03-08,0,2,f,https://www.youtube.com/watch?v=cSBM2cmqn24,Completed,98,82,80.11,32.21,13.51,18.38,15.35,0.7041,0.1755,NULL,NULL,NULL,NULL
2015carm,2015,Inland Empire Regional,1424926800,CA,USA,NULL,2015-02-26,2015-03-01,0,1,f,https://www.twitch.tv/ieregional,Completed,93,76,42.32,21.57,11.55,15.34,9.33,0.6344,0.2247,NULL,NULL,NULL,NULL
2015cars,2015,Carson Division,1429675200,MO,USA,NULL,2015-04-22,2015-04-25,3,8,f,NULL,Completed,142,125,128.74,76,56.31,46.22,23.22,0.7606,0.1689,NULL,NULL,NULL,NULL
2015carv,2015,Carver Division,1429675200,MO,USA,NULL,2015-04-22,2015-04-25,3,8,f,NULL,Completed,143,127,98.21,70.07,51.59,42.54,21.62,0.7063,0.1898,NULL,NULL,NULL,NULL
2015casa,2015,Sacramento Regional,1426651200,CA,USA,NULL,2015-03-18,2015-03-21,0,4,f,NULL,Completed,108,92,92.08,37,20.26,22.89,20.44,0.787,0.1489,NULL,NULL,NULL,NULL
2015casd,2015,San Diego Regional,1427860800,CA,USA,NULL,2015-04-01,2015-04-04,0,6,f,NULL,Completed,113,97,70.82,37.82,19.86,20.39,15.31,0.6991,0.1927,NULL,NULL,NULL,NULL
2015casj,2015,Silicon Valley Regional sponsored by Google.org,1427860800,CA,USA,NULL,2015-04-01,2015-04-04,0,6,f,NULL,Completed,111,95,131.37,47.48,22.73,26.44,24.65,0.7928,0.1312,NULL,NULL,NULL,NULL
2015cave,2015,Ventura Regional,1427342400,CA,USA,NULL,2015-03-26,2015-03-29,0,5,f,NULL,Completed,98,82,79.12,30.7,23.11,25.37,14.16,0.7959,0.1524,NULL,NULL,NULL,NULL
2015cc,2015,Chezy Champs,1442548800,CA,USA,NULL,2015-09-18,2015-09-20,99,9,t,NULL,Completed,73,57,121.31,58.41,23.79,44.49,28.34,0.8219,0.12,NULL,NULL,NULL,NULL
2015cmp,2015,Einstein Field,1429934400,MO,USA,NULL,2015-04-25,2015-04-25,4,8,f,NULL,Completed,16,0,112.15,99.81,24.41,72.43,30.19,0.875,0.1376,NULL,NULL,NULL,NULL
2015code,2015,Colorado Regional,1427256000,CO,USA,NULL,2015-03-25,2015-03-28,0,5,f,NULL,Completed,101,85,86.33,41.56,23.67,25.95,17.19,0.7624,0.1514,NULL,NULL,NULL,NULL
2015cthar,2015,NE District - Hartford Event,1427428800,CT,USA,ne,2015-03-27,2015-03-29,1,5,f,https://www.twitch.tv/nefirst_red,Completed,96,80,67.8,43.87,25.85,31.19,14.58,0.75,0.1742,NULL,NULL,NULL,NULL
2015ctsc,2015,Connecticut State Championship,1431748800,CT,USA,NULL,2015-05-16,2015-05-16,99,9,t,NULL,Completed,52,35,87.79,55.75,28.86,44.08,18.81,0.6923,0.253,NULL,NULL,NULL,NULL
2015ctwat,2015,NE District - Waterbury Event,1425013200,CT,USA,ne,2015-02-27,2015-03-01,1,1,f,https://www.twitch.tv/nefirst_red,Completed,85,68,42.96,28.38,15.36,19.85,9.96,0.7059,0.1953,NULL,NULL,NULL,NULL
2015cur,2015,Curie Division,1429675200,MO,USA,NULL,2015-04-22,2015-04-25,3,8,f,NULL,Completed,143,127,119.06,72.03,50.12,42.88,22.24,0.7133,0.1798,NULL,NULL,NULL,NULL
2015dcwa,2015,Greater DC Regional,1427256000,VA,USA,NULL,2015-03-25,2015-03-28,0,5,f,https://www.youtube.com/watch?v=hNcoMOblk9E,Completed,104,88,71.6,31.99,16.65,18.63,13.25,0.6827,0.1706,NULL,NULL,NULL,NULL
2015flfo,2015,South Florida Regional,1424840400,FL,USA,NULL,2015-02-25,2015-02-28,0,1,f,https://www.youtube.com/watch?v=u-j-g-fz-lg,Completed,101,84,56.48,31.7,16.1,18.9,11.25,0.6436,0.2185,NULL,NULL,NULL,NULL
2015flor,2015,Orlando Regional,1426046400,FL,USA,NULL,2015-03-11,2015-03-14,0,3,f,https://www.youtube.com/watch?v=3tQBZpDANUY,Completed,123,107,58.91,40.66,26.43,23.1,13.11,0.7236,0.1752,NULL,NULL,NULL,NULL
2015gadu,2015,Peachtree Regional,1427256000,GA,USA,NULL,2015-03-25,2015-03-28,0,5,f,https://www.youtube.com/watch?v=c-itdXB3P8s,Completed,104,88,61.08,35.58,21.28,19.39,12.7,0.5865,0.2242,NULL,NULL,NULL,NULL
2015gagr,2015,GRITS,1444449600,GA,USA,NULL,2015-10-10,2015-10-10,99,9,t,https://www.twitch.tv/team1746,Completed,33,25,64,36.65,0.62,26.15,17.51,0.8485,0.1407,NULL,NULL,NULL,NULL
2015gal,2015,Galileo Division,1429675200,MO,USA,NULL,2015-04-22,2015-04-25,3,8,f,NULL,Completed,143,127,102.65,70.61,51.63,41.35,21.69,0.7692,0.1627,NULL,NULL,NULL,NULL
2015gape,2015,Georgia Southern Classic Regional,1424926800,GA,USA,NULL,2015-02-26,2015-03-01,0,1,f,NULL,Completed,93,77,40.49,27.07,14.36,17.02,10.1,0.6129,0.2249,NULL,NULL,NULL,NULL
2015glbbb,2015,Great Lakes Bay Bot Bash,1444449600,MI,USA,NULL,2015-10-10,2015-10-10,99,9,t,https://www.twitch.tv/first_glbr,Completed,48,32,49.62,26.51,NULL,24.03,13.87,0.5625,0.2312,NULL,NULL,NULL,NULL
2015hiho,2015,Hawaii Regional,1427256000,HI,USA,NULL,2015-03-25,2015-03-28,0,5,f,NULL,Completed,88,72,73.05,44.52,16.85,28.69,18.58,0.7614,0.1606,NULL,NULL,NULL,NULL
2015hop,2015,Hopper Division,1429675200,MO,USA,NULL,2015-04-22,2015-04-25,3,8,f,NULL,Completed,144,127,110.01,68.03,50.24,43.37,21,0.6944,0.1949,NULL,NULL,NULL,NULL
2015ilch,2015,Midwest Regional,1427860800,IL,USA,NULL,2015-04-01,2015-04-04,0,6,f,NULL,Completed,106,89,80.13,48.25,21.73,24.88,20.39,0.7453,0.1687,NULL,NULL,NULL,NULL
2015ilil,2015,Central Illinois Regional,1426651200,IL,USA,NULL,2015-03-18,2015-03-21,0,4,f,NULL,Completed,94,78,92.8,43.06,20.3,28.81,19.2,0.766,0.1564,NULL,NULL,NULL,NULL
2015incmp,2015,Indiana FIRST District Championship,1427947200,IN,USA,fin,2015-04-02,2015-04-04,2,6,f,NULL,Completed,84,70,86.02,49.63,31.45,43.75,15.09,0.7738,0.1424,NULL,NULL,NULL,NULL
2015inind,2015,IN District - Indianapolis Event,1425013200,IN,USA,fin,2015-02-27,2015-03-01,1,1,f,NULL,Completed,85,68,46.87,28.13,15.81,20.69,10.62,0.6118,0.2217,NULL,NULL,NULL,NULL
2015inkok,2015,IN District - Kokomo City of Firsts Event sponsored by AndyMark,1426132800,IN,USA,fin,2015-03-12,2015-03-14,1,3,f,NULL,Completed,80,64,55.86,35.66,11.42,23.54,16.47,0.7625,0.1714,NULL,NULL,NULL,NULL
2015inwla,2015,IN District - Purdue Event,1426737600,IN,USA,fin,2015-03-19,2015-03-21,1,4,f,NULL,Completed,95,78,79.67,44.57,16.87,27.5,16.99,0.7263,0.1744,NULL,NULL,NULL,NULL
2015ios,2015,Israeli Off-Season,1443499200,NULL,Israel,NULL,2015-09-29,2015-09-30,99,9,t,NULL,Completed,0,40,75.57,32.8,NULL,33.29,19.59,NULL,NULL,NULL,NULL,NULL,NULL
2015iri,2015,Indiana Robotics Invitational,1437019200,IN,USA,NULL,2015-07-16,2015-07-18,99,9,t,NULL,Completed,117,101,114.66,92.37,72.84,67.12,18.97,0.5983,0.2617,NULL,NULL,NULL,NULL
2015ista,2015,Israel Regional,1425873600,NULL,Israel,NULL,2015-03-09,2015-03-12,0,2,f,NULL,Completed,108,92,59.47,31.29,18.08,18.78,13.09,0.6389,0.2023,NULL,NULL,NULL,NULL
2015lake,2015,Bayou Regional,1426651200,LA,USA,NULL,2015-03-18,2015-03-21,0,4,f,NULL,Completed,105,89,61.61,35.53,20.54,18.52,13.84,0.7524,0.1724,NULL,NULL,NULL,NULL
2015mabos,2015,NE District - Northeastern University Event,1427342400,MA,USA,ne,2015-03-26,2015-03-28,1,5,f,https://www.twitch.tv/nefirst_blue,Completed,96,80,106.2,43.01,20.87,26.76,19.18,0.8125,0.1372,NULL,NULL,NULL,NULL
2015manda,2015,NE District - UMass - Dartmouth Event,1426132800,MA,USA,ne,2015-03-12,2015-03-14,1,3,f,https://www.twitch.tv/nefirst_blue,Completed,70,54,85.84,28.55,11.25,24.9,17.88,0.6714,0.1752,NULL,NULL,NULL,NULL
2015marc,2015,Michigan Advanced Robotics Competition,1434686400,MI,USA,NULL,2015-06-19,2015-06-20,99,9,t,NULL,Completed,87,70,92.37,66.44,31.36,44.81,22.27,0.7126,0.1927,NULL,NULL,NULL,NULL
2015marea,2015,NE District - Reading Event,1425618000,MA,USA,ne,2015-03-06,2015-03-08,1,2,f,https://www.twitch.tv/nefirst_red,Completed,97,80,42.19,22.98,12.77,15.3,10.24,0.567,0.2302,NULL,NULL,NULL,NULL
2015maspr,2015,NE District - Pioneer Valley Event,1425531600,MA,USA,ne,2015-03-05,2015-03-07,1,2,f,https://www.twitch.tv/nefirst_blue,Completed,83,66,39.39,29.88,17.01,22.59,7.83,0.5783,0.2376,NULL,NULL,NULL,NULL
2015mdcp,2015,Chesapeake Regional,1427860800,MD,USA,NULL,2015-04-01,2015-04-04,0,6,f,NULL,Completed,103,87,82.25,30.38,18.92,17.4,13.4,0.7476,0.1689,NULL,NULL,NULL,NULL
2015melew,2015,NE District - Pine Tree Event,1426132800,ME,USA,ne,2015-03-12,2015-03-14,1,3,f,https://www.twitch.tv/nefirst_red,Completed,78,62,48.14,30.02,17.93,24.96,8.96,0.6795,0.1872,NULL,NULL,NULL,NULL
2015mibed,2015,FIM District - Bedford Event,1427947200,MI,USA,fim,2015-04-02,2015-04-04,1,6,f,https://www.youtube.com/watch?v=3aM-QiV_iNA,Completed,96,80,103.79,46.19,19.37,29.29,22.32,0.8021,0.1428,NULL,NULL,NULL,NULL
2015micen,2015,FIM District - Center Line Event,1427342400,MI,USA,fim,2015-03-26,2015-03-28,1,5,f,https://www.twitch.tv/firstinmichigan3,Completed,96,80,49.57,27.18,10.55,15.94,11.52,0.7083,0.1904,NULL,NULL,NULL,NULL
2015micmp,2015,FIRST in Michigan District Championship,1428465600,MI,USA,fim,2015-04-08,2015-04-11,2,7,f,https://www.twitch.tv/firstinmichigan,Completed,236,204,99.56,70.81,58.25,47.94,16.35,0.6864,0.1929,NULL,NULL,NULL,NULL
2015miesc,2015,FIM District - Escanaba Event,1427342400,MI,USA,fim,2015-03-26,2015-03-28,1,5,f,https://www.twitch.tv/firstinmichigan2,Completed,96,80,73.98,38.52,22.98,26.5,14.67,0.7292,0.1628,NULL,NULL,NULL,NULL
2015mifla,2015,FIM District - Woodhaven Event,1426132800,MI,USA,fim,2015-03-12,2015-03-14,1,3,f,https://www.twitch.tv/firstinmichigan,Completed,94,80,73.12,27.26,12.2,17.71,14.22,0.7553,0.1708,NULL,NULL,NULL,NULL
2015migul,2015,FIM District - Gull Lake Event,1426132800,MI,USA,fim,2015-03-12,2015-03-14,1,3,f,https://www.twitch.tv/firstinmichigan3,Completed,96,80,46.49,21.13,12.1,15.56,9.31,0.6458,0.2072,NULL,NULL,NULL,NULL
2015mihow,2015,FIM District - Howell Event,1424926800,MI,USA,fim,2015-02-26,2015-02-28,1,1,f,https://www.twitch.tv/firstinmichigan,Completed,97,80,40.36,29.74,13.94,19.52,9.84,0.6082,0.2228,NULL,NULL,NULL,NULL
2015miken,2015,FIM District - Kentwood Event,1425531600,MI,USA,fim,2015-03-05,2015-03-07,1,2,f,https://www.twitch.tv/firstinmichigan3,Completed,97,80,47.24,30.55,11.72,17.85,12.72,0.6598,0.1982,NULL,NULL,NULL,NULL
2015miket,2015,FIM District - Kettering University Event,1425531600,MI,USA,fim,2015-03-05,2015-03-07,1,2,f,https://www.twitch.tv/firstinmichigan2,Completed,98,82,56.97,21.62,10.83,14.62,12,0.6939,0.1819,NULL,NULL,NULL,NULL
2015milan,2015,FIM District - Lansing Event,1427947200,MI,USA,fim,2015-04-02,2015-04-04,1,6,f,NULL,Completed,96,80,87.83,29.67,14.67,21.2,16.6,0.8438,0.1266,NULL,NULL,NULL,NULL
2015miliv,2015,FIM District - Livonia Event,1427342400,MI,USA,fim,2015-03-26,2015-03-28,1,5,f,https://www.twitch.tv/firstinmichigan,Completed,96,80,87.22,42.8,19.08,27.4,17.79,0.6562,0.1811,NULL,NULL,NULL,NULL
2015mimid,2015,FIM District - Great Lakes Bay Region Event,1426737600,MI,USA,fim,2015-03-19,2015-03-21,1,4,f,NULL,Completed,96,80,80.54,30.12,16.35,22.76,14,0.7292,0.1625,NULL,NULL,NULL,NULL
2015misjo,2015,FIM District - St. Joseph Event,1426737600,MI,USA,fim,2015-03-19,2015-03-21,1,4,f,https://www.twitch.tv/firstinmichigan3,Completed,96,80,58.81,42.93,21.16,26.88,14.21,0.7396,0.1777,NULL,NULL,NULL,NULL
2015misou,2015,FIM District - Southfield Event,1424926800,MI,USA,fim,2015-02-26,2015-02-28,1,1,f,https://www.twitch.tv/firstinmichigan2,Completed,92,76,50.15,18.36,7.73,12.8,10.24,0.7609,0.1761,NULL,NULL,NULL,NULL
2015mista,2015,FIM District - Standish Event,1424926800,MI,USA,fim,2015-02-26,2015-02-28,1,1,f,https://www.twitch.tv/first_glbr,Completed,96,80,36.05,21.08,14.01,16.21,7.37,0.5417,0.2337,NULL,NULL,NULL,NULL
2015mitry,2015,FIM District - Troy Event,1427947200,MI,USA,fim,2015-04-02,2015-04-04,1,6,f,https://www.twitch.tv/firstinmichigan2,Completed,98,82,82.82,34.82,13.52,22.52,17.08,0.8163,0.1451,NULL,NULL,NULL,NULL
2015mitvc,2015,FIM District - Traverse City Event,1426132800,MI,USA,fim,2015-03-12,2015-03-14,1,3,f,NULL,Completed,96,80,43.56,28.47,16.83,20.71,9.76,0.6875,0.1916,NULL,NULL,NULL,NULL
2015miwat,2015,FIM District - Waterford Event,1425531600,MI,USA,fim,2015-03-05,2015-03-07,1,2,f,https://www.twitch.tv/firstinmichigan,Completed,94,78,60.64,32.54,16.86,21.83,13.64,0.617,0.2209,NULL,NULL,NULL,NULL
2015miwmi,2015,FIM District - West Michigan Event,1426737600,MI,USA,fim,2015-03-19,2015-03-21,1,4,f,https://www.twitch.tv/firstinmichigan,Completed,96,80,65.73,48.65,24.99,32.49,16.11,0.75,0.1667,NULL,NULL,NULL,NULL
2015mndu,2015,Lake Superior Regional,1424840400,MN,USA,NULL,2015-02-25,2015-02-28,0,1,f,NULL,Completed,111,95,44.68,28.64,19.36,16.7,10.58,0.6667,0.1882,NULL,NULL,NULL,NULL
2015mndu2,2015,Northern Lights Regional,1424840400,MN,USA,NULL,2015-02-25,2015-02-28,0,1,f,NULL,Completed,106,90,63.64,33.96,20.27,19.19,13.31,0.6321,0.1939,NULL,NULL,NULL,NULL
2015mnmi,2015,Minnesota 10000 Lakes Regional,1427860800,MN,USA,NULL,2015-04-01,2015-04-04,0,6,f,NULL,Completed,111,95,79.4,38.7,19.15,19.93,15.14,0.7117,0.1858,NULL,NULL,NULL,NULL
2015mnmi2,2015,Minnesota North Star Regional,1427860800,MN,USA,NULL,2015-04-01,2015-04-04,0,6,f,https://www.twitch.tv/fightingcalculators,Completed,116,100,106.4,33.74,17.82,18.81,16.84,0.7414,0.1556,NULL,NULL,NULL,NULL
2015mnsc,2015,Minnesota State Championship ,1431748800,MN,USA,NULL,2015-05-16,2015-05-16,99,9,t,NULL,Completed,49,40,84.85,40.26,20.27,31.99,15.69,0.6939,0.1709,NULL,NULL,NULL,NULL
2015mogw,2015,Gateway Robotics Challenge,1445054400,MO,USA,NULL,2015-10-17,2015-10-17,99,9,t,NULL,Completed,45,28,99.34,50.51,1.34,32.6,25.08,0.7778,0.158,NULL,NULL,NULL,NULL
2015mokc,2015,Greater Kansas City Regional,1426046400,MO,USA,NULL,2015-03-11,2015-03-14,0,3,f,https://www.twitch.tv/gkcregional01,Completed,106,90,94.49,32.63,18.54,20,16.59,0.6887,0.1933,NULL,NULL,NULL,NULL
2015mosl,2015,St. Louis Regional,1426651200,MO,USA,NULL,2015-03-18,2015-03-21,0,4,f,https://www.twitch.tv/rdognaux,Completed,103,86,76.12,33.18,18.1,25.04,17.59,0.7864,0.1768,NULL,NULL,NULL,NULL
2015mrcmp,2015,Mid-Atlantic Robotics District Championship,1428465600,PA,USA,fma,2015-04-08,2015-04-11,2,7,f,https://www.youtube.com/watch?v=67g0HjVLejQ,Completed,122,106,74.67,61.12,35.02,39.56,15.82,0.7295,0.1916,NULL,NULL,NULL,NULL
2015mttd,2015,MadTown ThrowDown,1447390800,CA,USA,NULL,2015-11-13,2015-11-15,99,9,t,https://www.youtube.com/watch?v=5fcEySj_Xrg,Completed,66,50,101.79,22.03,9.46,23.71,24.32,0.6515,0.2503,NULL,NULL,NULL,NULL
2015mxmc,2015,Mexico City Regional,1425445200,NULL,Mexico,NULL,2015-03-04,2015-03-07,0,2,f,NULL,Completed,88,72,44.09,20.13,12.52,14.72,8.7,0.5227,0.2602,NULL,NULL,NULL,NULL
2015ncre,2015,North Carolina Regional,1426651200,NC,USA,NULL,2015-03-18,2015-03-21,0,4,f,NULL,Completed,108,92,38.02,22.09,12.72,12.68,8.23,0.5833,0.2396,NULL,NULL,NULL,NULL
2015necmp,2015,NE FIRST District Championship presented by United Technologies,1428465600,MA,USA,ne,2015-04-08,2015-04-11,2,7,f,https://www.twitch.tv/nefirst_blue,Completed,136,120,111.48,59.71,52.98,47.62,16.02,0.6691,0.195,NULL,NULL,NULL,NULL
2015new,2015,Newton Division,1429675200,MO,USA,NULL,2015-04-22,2015-04-25,3,8,f,NULL,Completed,143,127,117.02,75.21,51.11,43.05,23.24,0.7413,0.1687,NULL,NULL,NULL,NULL
2015nhdur,2015,NE District - UNH Event,1426824000,NH,USA,ne,2015-03-20,2015-03-22,1,4,f,https://www.twitch.tv/nefirst_blue,Completed,96,80,62.85,43.82,23.6,28.1,14.44,0.625,0.2169,NULL,NULL,NULL,NULL
2015nhnas,2015,NE District - Granite State Event,1424926800,NH,USA,ne,2015-02-26,2015-02-28,1,1,f,https://www.twitch.tv/nefirst_blue,Completed,96,80,61.74,25.83,14.58,17.84,11.46,0.6771,0.2022,NULL,NULL,NULL,NULL
2015njbri,2015,MAR District - Bridgewater-Raritan Event,1427428800,NJ,USA,fma,2015-03-27,2015-03-29,1,5,f,https://www.youtube.com/watch?v=kQQHPf3w9ak,Completed,93,76,69.47,34.23,17.8,24.15,16.93,0.7957,0.1376,NULL,NULL,NULL,NULL
2015njfla,2015,MAR District - Mt. Olive Event,1425618000,NJ,USA,fma,2015-03-06,2015-03-08,1,2,f,https://www.youtube.com/watch?v=P1goJRR5WLc,Completed,92,76,43.08,28.74,12.79,18.4,10.95,0.5978,0.2134,NULL,NULL,NULL,NULL
2015njnbr,2015,MAR District - North Brunswick Event,1427947200,NJ,USA,fma,2015-04-02,2015-04-04,1,6,f,https://www.youtube.com/watch?v=a17sule1SlA,Completed,84,68,81.52,37.92,14.67,27.44,17.37,0.7619,0.1467,NULL,NULL,NULL,NULL
2015njtab,2015,MAR District - Seneca Event,1426824000,NJ,USA,fma,2015-03-20,2015-03-22,1,4,f,https://www.youtube.com/watch?v=3NMb1gK85QI,Completed,90,74,64.61,31.76,16.43,22.63,15.07,0.7444,0.1678,NULL,NULL,NULL,NULL
2015nvlv,2015,Las Vegas Regional,1427256000,NV,USA,NULL,2015-03-25,2015-03-28,0,5,f,NULL,Completed,100,84,92.6,29.77,18.37,24.17,17.91,0.72,0.1427,NULL,NULL,NULL,NULL
2015nyli,2015,SBPLI Long Island Regional,1427256000,NY,USA,NULL,2015-03-25,2015-03-28,0,5,f,NULL,Completed,93,77,64.85,35.65,20.16,20.14,15.9,0.6989,0.1839,NULL,NULL,NULL,NULL
2015nyny,2015,New York City Regional,1426132800,NY,USA,NULL,2015-03-12,2015-03-15,0,3,f,NULL,Completed,104,88,48.19,23.39,15.51,12.57,9.12,0.625,0.2127,NULL,NULL,NULL,NULL
2015nyro,2015,Finger Lakes Regional,1427256000,NY,USA,NULL,2015-03-25,2015-03-28,0,5,f,NULL,Completed,100,83,62.69,41.98,26.23,28.12,14.8,0.61,0.218,NULL,NULL,NULL,NULL
2015nyrr,2015,Rah Cha Cha Ruckus,1445054400,NY,USA,NULL,2015-10-17,2015-10-17,99,9,t,NULL,Completed,58,42,110.76,52.14,26.47,36.84,21.47,0.7069,0.1711,NULL,NULL,NULL,NULL
2015nytr,2015,New York Tech Valley Regional,1426651200,NY,USA,NULL,2015-03-18,2015-03-21,0,4,f,NULL,Completed,88,72,68.18,41.04,20.55,28.16,16.75,0.7955,0.1505,NULL,NULL,NULL,NULL
2015ohci,2015,Queen City Regional,1427860800,OH,USA,NULL,2015-04-01,2015-04-04,0,6,f,NULL,Completed,103,87,87.01,39.3,24.85,27.57,15.99,0.7476,0.1665,NULL,NULL,NULL,NULL
2015ohcl,2015,Buckeye Regional,1427256000,OH,USA,NULL,2015-03-25,2015-03-28,0,5,f,https://www.twitch.tv/highlandrobotics2603,Completed,100,84,68.14,36.34,19.3,22.12,15.03,0.69,0.1789,NULL,NULL,NULL,NULL
2015ohri,2015,CORI Robotics Invitational,1434772800,OH,USA,NULL,2015-06-20,2015-06-20,99,9,t,https://www.youtube.com/watch?v=yWUfAjxC5XM,Completed,36,20,78.97,51.02,9.68,30.34,20.76,0.8056,0.16,NULL,NULL,NULL,NULL
2015okok,2015,Oklahoma Regional,1427256000,OK,USA,NULL,2015-03-25,2015-03-28,0,5,f,https://www.twitch.tv/stevenbell,Completed,109,92,83.3,32.63,19,19.42,15.34,0.7248,0.1641,NULL,NULL,NULL,NULL
2015onnb,2015,North Bay Regional,1427256000,ON,Canada,NULL,2015-03-25,2015-03-28,0,5,f,NULL,Completed,83,66,65.08,37.46,17.47,24.88,16.49,0.759,0.1705,NULL,NULL,NULL,NULL
2015onto,2015,Greater Toronto East Regional,1426046400,ON,Canada,NULL,2015-03-11,2015-03-14,0,3,f,NULL,Completed,95,79,91.07,22.52,13.27,16.85,15.35,0.6211,0.1846,NULL,NULL,NULL,NULL
