team,name,offseason,state,country,district,rookie_year,active,norm_epa,norm_epa_recent,norm_epa_mean,norm_epa_max,wins,losses,ties,count,winrate,full_wins,full_losses,full_ties,full_count,full_winrate
7051,RoboDons,false,CA,USA,NULL,2018,false,1425,1487,1487,1550,14,10,0,24,0.5833,14,10,0,24,0.5833
7052,Falcotronix,false,ON,Canada,ont,2018,false,1491,1438,1438,1491,15,21,0,36,0.4167,15,21,0,36,0.4167
7053,Robo Huskies,false,QC,Canada,NULL,2018,false,1498,1509,1509,1520,13,8,0,21,0.619,13,8,0,21,0.619
7054,SC Sailors,false,MI,USA,fim,2018,true,1553,1516,1516,1553,89,88,1,178,0.5028,91,93,1,185,0.4946
7055,Quantum Steam,false,OH,USA,NULL,2018,false,1485,1483,1483,1485,9,10,0,19,0.4737,15,22,0,37,0.4054
7056,The F.A.S.T. Team - Fowlerville Area Scientific Technicians,false,MI,USA,fim,2018,true,1626,1563,1563,1626,83,85,1,169,0.4941,106,105,1,212,0.5024
7057,Titanators,false,CA,USA,NULL,2018,false,1430,1425,1425,1430,12,28,0,40,0.3,20,39,0,59,0.339
7058,StrathDroids,false,ON,Canada,ont,2018,true,1621,1555,1555,1621,40,47,1,88,0.4602,40,47,1,88,0.4602
7059,Bot-E Builders,false,AZ,USA,NULL,2018,false,1460,1460,1460,1460,11,15,0,26,0.4231,11,15,0,26,0.4231
7060,Riverside Military Academy Eagle Bots ,false,GA,USA,pch,2018,false,1341,1383,1383,1458,20,40,0,60,0.3333,20,40,0,60,0.3333
7063,Wagner TRILOBYTES,false,TX,USA,fit,2018,false,1424,1417,1417,1424,10,33,1,44,0.2386,10,33,1,44,0.2386
7064,Voltron Robotics,false,KS,USA,NULL,2018,true,1415,1456,1456,1490,20,34,0,54,0.3704,20,34,0,54,0.3704
7065,Wolverine 1 ,false,AL,USA,NULL,2018,false,1445,1445,1445,1445,5,6,0,11,0.4545,5,6,0,11,0.4545
7066,Faulkner County Library Gadget Droids,false,AR,USA,NULL,2018,false,1416,1416,1416,1416,3,7,0,10,0.3,3,7,0,10,0.3
7067,Team Streak,false,NULL,Israel,isr,2018,true,1579,1527,1527,1596,92,81,2,175,0.5314,100,94,2,196,0.5153
7068,Mechanical Masterminds,false,MN,USA,NULL,2018,true,1559,1534,1534,1559,36,44,1,81,0.4506,45,52,2,99,0.4646
7069,Taipei 101,false,NULL,Chinese Taipei,NULL,2018,false,1504,1504,1504,1504,7,7,0,14,0.5,7,7,0,14,0.5
7070,SRT,false,NULL,Turkey,NULL,2018,false,1442,1431,1431,1442,14,13,0,27,0.5185,14,13,0,27,0.5185
7071,ITU-Robee,false,NULL,Turkey,NULL,2018,false,1359,1436,1436,1485,17,22,0,39,0.4359,17,22,0,39,0.4359
7072,O.G.R.E. (Opelika's Greatest Robotics Engineers),false,AL,USA,NULL,2018,true,1485,1497,1497,1582,42,38,1,81,0.5247,46,43,1,90,0.5167
7073,Ottawa Hills High School,false,MI,USA,fim,2018,false,1413,1402,1402,1413,16,32,0,48,0.3333,16,32,0,48,0.3333
7074,Reapers,false,NULL,Australia,NULL,2018,false,1516,1546,1546,1577,17,8,0,25,0.68,17,8,0,25,0.68
7075,Gearbreakers,false,AR,USA,NULL,2018,false,1435,1397,1397,1435,3,15,1,19,0.1842,4,22,1,27,0.1667
7076,WestTech Sentinels,false,GA,USA,pch,2018,false,1419,1436,1436,1453,19,30,0,49,0.3878,19,30,0,49,0.3878
7077,Sundevils' Fire,false,NV,USA,NULL,2018,true,1422,1422,1422,1435,11,22,1,34,0.3382,11,22,1,34,0.3382
7079,Co-Bot,false,NULL,Israel,isr,2018,false,1491,1513,1513,1547,40,47,2,89,0.4607,40,47,2,89,0.4607
7080,Vision,false,NULL,China,NULL,2018,false,1445,1472,1472,1498,8,7,0,15,0.5333,13,11,0,24,0.5417
7081,NEYC,false,NULL,China,NULL,2018,false,1450,1450,1450,1450,10,13,0,23,0.4348,10,13,0,23,0.4348
7083,Green Hekma,false,NULL,Israel,isr,2018,false,1377,1377,1377,1377,9,13,0,22,0.4091,9,13,0,22,0.4091
7084,Hillman Pyrobots,false,MI,USA,fim,2018,false,1484,1463,1463,1484,27,31,0,58,0.4655,32,37,0,69,0.4638
7085,Paranoid Androids,false,SC,USA,NULL,2018,true,1387,1445,1445,1508,31,37,3,71,0.4577,31,37,3,71,0.4577
7086,IOROBOT,false,NULL,Turkey,NULL,2018,true,1499,1520,1520,1550,26,23,0,49,0.5306,26,23,0,49,0.5306
7088,Robodogs,false,TX,USA,fit,2018,true,1507,1462,1462,1507,59,80,1,140,0.425,59,80,1,140,0.425
7091,Atlas Orbis,false,TX,USA,fit,2018,true,1413,1418,1418,1497,27,54,0,81,0.3333,27,54,0,81,0.3333
7093,Veritas Valiants,false,TX,USA,fit,2018,false,1434,1434,1434,1434,4,6,0,10,0.4,4,6,0,10,0.4
7094,Alpha Omega,false,MS,USA,NULL,2018,true,1548,1484,1484,1548,29,32,0,61,0.4754,48,65,0,113,0.4248
7095,HiMach,false,NULL,China,NULL,2018,false,1400,1387,1387,1400,3,10,0,13,0.2308,23,19,0,42,0.5476
7096,Educated Business,false,CA,USA,NULL,2018,false,1374,1374,1374,1374,2,10,0,12,0.1667,2,10,0,12,0.1667
7097,The Archers ,false,SC,USA,NULL,2018,false,1485,1485,1485,1485,5,4,0,9,0.5556,5,4,0,9,0.5556
7101,Genesee Robotic Wolves,false,MI,USA,fim,2018,false,1424,1424,1424,1424,7,17,0,24,0.2917,7,17,0,24,0.2917
7102,PrepaTec - Daedalus,false,NULL,Mexico,NULL,2018,true,1422,1399,1399,1428,47,44,0,91,0.5165,47,44,0,91,0.5165
7103,Robo Remedy @ Mantiowoc Lutheran High School,false,WI,USA,NULL,2018,true,1539,1506,1506,1539,43,48,3,94,0.4734,43,48,3,94,0.4734
7104,Benedictine Military School Bot Brothers,false,GA,USA,pch,2018,true,1509,1492,1492,1571,50,57,0,107,0.4673,50,57,0,107,0.4673
7106,MPV StingerBots,false,AR,USA,NULL,2018,true,1462,1437,1437,1462,24,43,0,67,0.3582,30,51,0,81,0.3704
7107,Blazer Robotics,false,FL,USA,NULL,2018,false,1430,1430,1430,1430,16,13,1,30,0.55,16,13,1,30,0.55
7108,volTRan,false,NULL,Turkey,NULL,2018,false,1703,1602,1602,1703,28,15,0,43,0.6512,28,15,0,43,0.6512
7109,Clare Chaos Theory,false,MI,USA,fim,2018,true,1485,1485,1485,1534,45,67,0,112,0.4018,51,76,0,127,0.4016
7110,Heights Bytes,false,NJ,USA,fma,2018,true,1545,1518,1518,1545,67,73,4,144,0.4792,74,86,4,164,0.4634
7111,RAD Robotics,false,AL,USA,NULL,2018,true,1604,1548,1548,1604,28,28,0,56,0.5,28,28,0,56,0.5
7112,EverGreen,false,NULL,Israel,isr,2018,true,1465,1460,1460,1480,70,96,2,168,0.4226,74,102,2,178,0.4213
7113,Control Rising,false,NULL,Australia,NULL,2018,false,1408,1393,1393,1408,7,12,0,19,0.3684,15,18,3,36,0.4583
7115,Red Lion Bots,false,TX,USA,fit,2018,true,1362,1410,1410,1441,35,50,2,87,0.4138,35,50,2,87,0.4138
7116,Électriks,false,QC,Canada,NULL,2018,false,1566,1550,1550,1566,12,16,0,28,0.4286,12,16,0,28,0.4286
7117,Robotic Dragons,false,MO,USA,NULL,2018,true,1414,1452,1452,1552,22,21,2,45,0.5111,29,29,2,60,0.5
7118,ScotBots,false,WA,USA,pnw,2018,false,1477,1446,1446,1477,22,40,0,62,0.3548,22,40,0,62,0.3548
7119,Sunset RoboBison,false,TX,USA,fit,2018,true,1480,1466,1466,1487,40,59,0,99,0.404,40,59,0,99,0.404
7120,ThunderChicas,false,TX,USA,fit,2018,false,1409,1454,1454,1547,18,27,0,45,0.4,21,31,0,52,0.4038
7121,Keller Fusion Robotics,false,TX,USA,fit,2018,true,1563,1525,1525,1563,57,66,1,124,0.4637,57,66,1,124,0.4637
7122,WYSIWYG,false,IA,USA,NULL,2018,false,1460,1460,1460,1460,5,4,0,9,0.5556,5,4,0,9,0.5556
7123,Emerald City Robotics,false,AR,USA,NULL,2018,false,1381,1446,1446,1510,17,19,0,36,0.4722,22,22,0,44,0.5
7124,8-bit Destroyers - Cranebrook HS,false,NULL,Australia,NULL,2018,false,1525,1467,1467,1525,11,14,0,25,0.44,15,19,0,34,0.4412
7125,Tigerbotics,false,TX,USA,fit,2018,true,1376,1397,1397,1441,32,66,3,101,0.3317,32,66,3,101,0.3317
7126,Atom.OS,false,NH,USA,ne,2018,false,1396,1408,1408,1428,21,39,0,60,0.35,21,39,0,60,0.35
7127,LongMetal,false,MA,USA,ne,2018,true,1459,1542,1542,1610,62,62,2,126,0.5,70,70,2,142,0.5
7128,XLR8,false,NULL,Australia,NULL,2018,true,1517,1483,1483,1519,27,38,2,67,0.4179,42,52,4,98,0.449
7129,Pilbara Protons,false,NULL,Australia,NULL,2018,false,1391,1440,1440,1488,2,6,0,8,0.25,6,11,0,17,0.3529
7130,Future Shock,false,NULL,Chinese Taipei,NULL,2018,true,1464,1507,1507,1642,30,39,1,70,0.4357,40,49,1,90,0.45
7133,STEAM Makers,false,NH,USA,ne,2018,false,1359,1395,1395,1454,22,41,1,64,0.3516,31,52,1,84,0.375
7134,rOctopus,false,NULL,Turkey,NULL,2018,false,1391,1399,1399,1406,8,22,0,30,0.2667,8,22,0,30,0.2667
7135,System Reset,false,BC,Canada,NULL,2018,true,1458,1467,1467,1476,25,26,0,51,0.4902,25,26,0,51,0.4902
7136,Thistletown Scot Bots,false,ON,Canada,ont,2018,true,1508,1449,1449,1508,29,37,1,67,0.4403,29,37,1,67,0.4403
7137,Project 212,false,CA,USA,NULL,2018,true,1492,1451,1451,1492,43,58,0,101,0.4257,50,69,1,120,0.4208
7138,Wing It,false,TX,USA,fit,2018,true,1384,1430,1430,1501,25,44,1,70,0.3643,25,44,1,70,0.3643
7140,OKSEF ROBOTICS,false,NULL,Turkey,NULL,2018,false,1586,1586,1586,1586,18,11,0,29,0.6207,18,11,0,29,0.6207
7141,Cyberhounds,false,IA,USA,NULL,2018,false,1488,1440,1440,1488,7,15,1,23,0.3261,7,15,1,23,0.3261
7142,Saydel High School Robotics Team---Vulcan Eagles,false,IA,USA,NULL,2018,false,1465,1492,1492,1519,10,9,0,19,0.5263,10,9,0,19,0.5263
7143,The Cyber-Eagles,false,MI,USA,fim,2018,false,1364,1387,1387,1410,19,35,0,54,0.3519,19,35,0,54,0.3519
7144,NexTech Hydra,false,MI,USA,fim,2018,false,1451,1476,1476,1539,52,56,1,109,0.4817,52,56,1,109,0.4817
7145,Robocanes,false,MI,USA,fim,2018,true,1382,1382,1382,1406,48,69,1,118,0.411,48,69,1,118,0.411
7146,Infinity Robotics,false,NULL,China,NULL,2018,false,1410,1421,1421,1432,9,9,0,18,0.5,15,12,0,27,0.5556
7147,Falcons Senior Robo Team,false,MI,USA,fim,2018,false,1498,1466,1466,1541,32,57,0,89,0.3596,32,57,0,89,0.3596
7148,Faster Than Light,false,NULL,China,NULL,2018,false,1514,1514,1514,1514,6,5,0,11,0.5455,6,5,0,11,0.5455
7149,WuKong,false,NULL,China,NULL,2018,false,1500,1500,1500,1500,6,7,0,13,0.4615,6,7,0,13,0.4615
7150,Ogemaw Overdrive,false,MI,USA,fim,2018,false,1427,1415,1415,1427,15,33,0,48,0.3125,15,33,0,48,0.3125
7151,Real Robotics,false,UT,USA,NULL,2018,false,1386,1384,1384,1386,9,20,0,29,0.3103,9,20,0,29,0.3103
7152,Owltonomous,false,FL,USA,NULL,2018,false,1542,1503,1503,1542,14,26,1,41,0.3537,14,26,1,41,0.3537
7153,Aetos Dios (Eagles of Zeus),false,CT,USA,ne,2018,true,1580,1475,1475,1580,77,92,0,169,0.4556,93,130,0,223,0.417
7154,TheROK,false,MI,USA,fim,2018,true,1506,1526,1526,1573,72,76,1,149,0.4866,72,76,1,149,0.4866
7155,The Robotic Rangers,false,MI,USA,fim,2018,true,1469,1462,1462,1470,46,67,2,115,0.4087,46,67,2,115,0.4087
7156,Metal Heads,false,MI,USA,fim,2018,false,1461,1404,1404,1461,20,40,0,60,0.3333,20,40,0,60,0.3333
7157,μBotics,false,CA,USA,NULL,2018,true,1750,1563,1563,1750,76,45,2,123,0.626,124,85,2,211,0.5924
7158,The Conspirators ,false,BC,Canada,NULL,2018,false,1470,1495,1495,1509,17,20,4,41,0.4634,17,20,4,41,0.4634
7160,Ludington O-Bots,false,MI,USA,fim,2018,true,1607,1600,1600,1631,110,79,2,191,0.5812,129,100,5,234,0.562
7161,LeopardBots - Peñoles,false,NULL,Mexico,NULL,2018,true,1462,1437,1437,1462,34,45,1,80,0.4313,34,45,1,80,0.4313
7162,Maraudeurs,false,QC,Canada,NULL,2018,false,1355,1455,1455,1555,10,13,1,24,0.4375,10,13,1,24,0.4375
7163,A.I. Metal Pies,false,NULL,Australia,NULL,2018,true,1430,1416,1416,1448,17,29,2,48,0.375,21,38,2,61,0.3607
7164,RHODE REBELS,false,RI,USA,ne,2018,false,1447,1424,1424,1447,13,23,0,36,0.3611,13,23,0,36,0.3611
7165,Perkins Pirates,false,OH,USA,NULL,2018,true,1536,1509,1509,1542,35,44,1,80,0.4437,44,54,2,100,0.45
7166,Red Thunder Robotics,false,MI,USA,fim,2018,true,1585,1528,1528,1589,64,59,2,125,0.52,81,82,2,165,0.497
7167,Spectrum ThunderBots,false,BC,Canada,NULL,2018,true,1391,1461,1461,1526,37,37,1,75,0.5,37,37,1,75,0.5
7168,Infinity,false,MI,USA,fim,2018,false,1491,1438,1438,1491,19,35,1,55,0.3545,19,35,1,55,0.3545
7169,Belmont Bytes ,false,BC,Canada,NULL,2018,false,1588,1564,1564,1588,29,18,0,47,0.617,29,18,0,47,0.617
7170,Spooky Action Robotics,false,BC,Canada,NULL,2018,false,1497,1471,1471,1497,15,23,0,38,0.3947,15,23,0,38,0.3947
7171,Wolverine Wildcats,false,MI,USA,fim,2018,false,1463,1422,1422,1463,17,38,0,55,0.3091,17,38,0,55,0.3091
7172,AEA Robolution,false,MI,USA,fim,2018,false,1464,1444,1444,1464,21,28,1,50,0.43,21,28,1,50,0.43
7173,Garibaldi Robotics,false,BC,Canada,NULL,2018,true,1395,1445,1445,1479,33,43,2,78,0.4359,33,43,2,78,0.4359
7174,Charger Robotics,false,MI,USA,fim,2018,true,1473,1508,1508,1561,68,76,1,145,0.4724,80,95,1,176,0.4574
7175,Team Red Line,false,MI,USA,fim,2018,false,1452,1438,1438,1452,18,34,0,52,0.3462,18,34,0,52,0.3462
7176,ROC,false,ON,Canada,ont,2018,false,1438,1438,1438,1438,9,17,0,26,0.3462,9,17,0,26,0.3462
7177,Amal tayibe,false,NULL,Israel,isr,2018,true,1414,1485,1485,1557,70,97,1,168,0.4196,70,97,1,168,0.4196
7178,Yeti,false,MI,USA,fim,2018,true,1658,1596,1596,1658,87,77,1,165,0.5303,94,86,1,181,0.5221
7179,Crossfire,false,TX,USA,fit,2018,false,1622,1637,1637,1651,69,46,1,116,0.5991,73,51,1,125,0.588
7180,Wellstone Lions,false,MN,USA,NULL,2018,false,1388,1399,1399,1411,4,13,1,18,0.25,4,13,1,18,0.25
7183,WAR Club,false,NV,USA,NULL,2018,true,1376,1416,1416,1457,10,23,0,33,0.303,10,23,0,33,0.303
7184,BIT CHALLENGE,false,NULL,China,NULL,2018,false,1390,1390,1390,1390,5,8,0,13,0.3846,5,8,0,13,0.3846
7185,TartanBots,false,CA,USA,NULL,2018,true,1432,1435,1435,1464,20,29,0,49,0.4082,20,29,0,49,0.4082
7187,Gear Cats,false,MI,USA,fim,2018,false,1581,1583,1583,1586,36,33,0,69,0.5217,36,33,0,69,0.5217
7188,SaddleBots,false,MI,USA,fim,2018,true,1439,1432,1432,1464,48,65,1,114,0.4254,48,65,1,114,0.4254
7189,EX NIHILO,false,BC,Canada,NULL,2018,false,1458,1458,1458,1458,3,9,0,12,0.25,3,9,0,12,0.25
7190,Vancouver Rainstorms,false,BC,Canada,NULL,2018,true,1436,1512,1512,1593,41,45,0,86,0.4767,41,45,0,86,0.4767
7191,ABT Gators,false,MI,USA,fim,2018,true,1395,1421,1421,1432,49,62,0,111,0.4414,58,73,1,132,0.4432
7192,Blue Thunderneers,false,MI,USA,fim,2018,true,1501,1481,1481,1511,57,60,1,118,0.4873,60,64,1,125,0.484
7193,Invictus,false,FL,USA,NULL,2018,false,1400,1430,1430,1460,20,20,0,40,0.5,20,20,0,40,0.5
7194,iRam,false,FL,USA,NULL,2018,false,1389,1389,1389,1389,3,15,0,18,0.1667,3,15,0,18,0.1667
7195,Twin River Robotics,false,MI,USA,fim,2018,true,1498,1463,1463,1498,50,77,3,130,0.3962,50,77,3,130,0.3962
7196,Tech Tigers,false,MI,USA,fim,2018,true,1351,1441,1441,1525,34,63,3,100,0.355,34,63,3,100,0.355
7197,Mountie MegaBots,false,MI,USA,fim,2018,true,1514,1491,1491,1541,63,76,3,142,0.4542,63,76,3,142,0.4542
7198,TL Fearsome Gears,false,IN,USA,fin,2018,true,1597,1545,1545,1597,56,80,1,137,0.4124,62,89,1,152,0.4112
7200,Banting Memorial high school,false,ON,Canada,ont,2018,true,1480,1498,1498,1578,43,56,0,99,0.4343,43,56,0,99,0.4343
7201,Crobotics,false,NULL,Croatia,NULL,2018,true,1427,1435,1435,1443,16,16,0,32,0.5,16,16,0,32,0.5
7202,Cyber Orioles,false,MI,USA,fim,2018,true,1487,1490,1490,1501,51,57,0,108,0.4722,57,63,0,120,0.475
7203,21st Century Cyber Bearcats,false,MI,USA,fim,2018,true,1431,1428,1428,1438,36,66,0,102,0.3529,36,66,0,102,0.3529
7204,Freedom Gliders,false,OR,USA,pnw,2018,false,1390,1387,1387,1390,15,33,0,48,0.3125,15,33,0,48,0.3125
7205,Dene Strong Engineering,false,SK,Canada,NULL,2018,false,1460,1436,1436,1460,7,14,1,22,0.3409,7,14,1,22,0.3409
7206,Titanium Rex,false,MI,USA,fim,2018,false,1540,1524,1524,1540,34,23,0,57,0.5965,34,23,0,57,0.5965
7208,CMA Voyagers,false,MI,USA,fim,2018,false,1477,1438,1438,1477,27,34,1,62,0.4435,27,34,1,62,0.4435
7209,Titanium Trojans (Homer Robotics Club),false,MI,USA,fim,2018,false,1495,1471,1471,1513,36,55,1,92,0.3967,36,55,1,92,0.3967
7210,RoboJackets  7210,false,MI,USA,fim,2018,true,1434,1411,1411,1450,24,70,2,96,0.2604,24,70,2,96,0.2604
7211,Hollywood,false,MI,USA,fim,2018,true,1606,1563,1563,1606,85,82,3,170,0.5088,107,112,4,223,0.4888
7212,LCS Warriors,false,NH,USA,ne,2018,false,1345,1403,1403,1460,7,16,1,24,0.3125,7,16,1,24,0.3125
7213,Gladwin Knights,false,MI,USA,fim,2018,false,1415,1487,1487,1558,28,40,1,69,0.413,28,40,1,69,0.413
7214,Tiger-OPS Robotics,false,AZ,USA,NULL,2018,true,1449,1463,1463,1477,30,37,0,67,0.4478,33,44,0,77,0.4286
7215,Patriots,false,FL,USA,NULL,2018,false,1359,1359,1359,1359,1,9,0,10,0.1,1,9,0,10,0.1
7216,CHARGERS ROBOTICS,false,FL,USA,NULL,2018,false,1426,1462,1462,1497,8,11,0,19,0.4211,8,11,0,19,0.4211
7217,SallaBots / ULSA Laguna,false,NULL,Mexico,NULL,2018,false,1462,1462,1462,1462,6,5,0,11,0.5455,6,5,0,11,0.5455
7218,Bradford Botdogs,false,MI,USA,fim,2018,false,1374,1408,1408,1441,27,34,0,61,0.4426,27,34,0,61,0.4426
7219,Olivet Eagles,false,MI,USA,fim,2018,false,1404,1420,1420,1445,26,36,0,62,0.4194,26,36,0,62,0.4194
7220,Steel Falcons,false,MI,USA,fim,2018,true,1502,1508,1508,1544,51,57,0,108,0.4722,51,57,0,108,0.4722
7221,Viking Robotics,false,MI,USA,fim,2018,true,1476,1453,1453,1476,34,66,4,104,0.3462,34,66,4,104,0.3462
7222,The Fighting Anomalocari ,false,MI,USA,fim,2018,false,1485,1529,1529,1585,34,36,0,70,0.4857,34,36,0,70,0.4857
7223,MVHS Robotics,false,MI,USA,fim,2018,false,1446,1439,1439,1446,21,28,1,50,0.43,21,28,1,50,0.43
7224,RoboDrakens,false,MI,USA,fim,2018,true,1500,1459,1459,1500,27,58,1,86,0.3198,27,58,1,86,0.3198
7225,Mechatronic Mustangs,false,MI,USA,fim,2018,true,1534,1564,1564,1624,75,78,5,158,0.4905,75,78,5,158,0.4905
7226,Error 404,false,MI,USA,fim,2018,true,1553,1509,1509,1553,69,84,0,153,0.451,73,99,0,172,0.4244
7227,Tornado,false,NULL,Turkey,NULL,2018,false,1402,1402,1402,1402,3,9,0,12,0.25,3,9,0,12,0.25
7228,Tigers,false,NULL,Turkey,NULL,2018,false,1475,1470,1470,1527,19,31,2,52,0.3846,19,31,2,52,0.3846
7229,Electronic Eagles,false,CA,USA,NULL,2018,false,1486,1466,1466,1486,6,11,0,17,0.3529,9,17,0,26,0.3462
7230,Mythic Mechanix,false,CA,USA,NULL,2018,true,1475,1450,1450,1503,31,29,1,61,0.5164,39,51,1,91,0.4341
7231,Team Freedom,false,NULL,Dominican Republic,NULL,2018,false,1419,1482,1482,1544,9,10,0,19,0.4737,9,10,0,19,0.4737
7232,Pharaohs,false,MI,USA,fim,2018,true,1409,1438,1438,1464,38,64,1,103,0.3738,38,64,1,103,0.3738
7234,Lee Robotics,false,MI,USA,fim,2018,false,1473,1461,1461,1501,46,69,0,115,0.4,46,69,0,115,0.4
7235,Red Lake Ogichidaag,false,MN,USA,NULL,2018,true,1442,1434,1434,1442,9,31,0,40,0.225,24,55,0,79,0.3038
7237,UniBots,false,IL,USA,NULL,2018,true,1440,1466,1466,1557,23,39,0,62,0.371,23,39,0,62,0.371
7238,coolker,false,NULL,China,NULL,2018,false,1396,1396,1396,1396,4,9,0,13,0.3077,11,25,0,36,0.3056
7239,Hell Robotics,false,NULL,Norway,NULL,2018,false,1635,1580,1580,1635,26,21,0,47,0.5532,26,21,0,47,0.5532
7240,Nitro Knights,false,MA,USA,ne,2018,false,1470,1470,1470,1470,11,13,0,24,0.4583,11,13,0,24,0.4583
7242,FRC 7242,false,NULL,China,NULL,2018,false,1438,1402,1402,1438,8,12,2,22,0.4091,8,12,2,22,0.4091
7243,Robo-Lobo-Bellos,false,CO,USA,NULL,2018,true,1449,1455,1455,1473,27,40,0,67,0.403,27,40,0,67,0.403
7244,Huskies Robotics,false,MI,USA,fim,2018,true,1560,1535,1535,1590,77,89,1,167,0.4641,83,97,1,181,0.4613
7245,Lionbots Robotics,false,CA,USA,NULL,2018,true,1397,1405,1405,1437,21,30,0,51,0.4118,21,30,0,51,0.4118
7246,Thom Collegiate Trojans,false,SK,Canada,NULL,2018,false,1461,1421,1421,1461,14,24,0,38,0.3684,14,24,0,38,0.3684
7247,Error 404,false,MI,USA,fim,2018,true,1420,1451,1451,1526,33,62,1,96,0.349,33,62,1,96,0.349
7248,Tactical Hams,false,MI,USA,fim,2018,true,1488,1479,1479,1496,37,68,1,106,0.3538,37,68,1,106,0.3538
7249,CVH SPARTANS,false,CA,USA,NULL,2018,false,1369,1369,1369,1369,1,7,0,8,0.125,1,7,0,8,0.125
7250,OsCODEa 0w|5,false,MI,USA,fim,2018,true,1534,1503,1503,1574,70,84,0,154,0.4545,84,93,0,177,0.4746
7251,Warrior Robotics,false,NY,USA,NULL,2018,false,1675,1568,1568,1675,20,16,0,36,0.5556,20,16,0,36,0.5556
7254,Knowmads,false,MI,USA,fim,2018,true,1423,1440,1440,1488,39,60,0,99,0.3939,44,67,0,111,0.3964
7255,Mechanical Mettle,false,MO,USA,NULL,2018,true,1347,1392,1392,1427,17,28,1,46,0.3804,22,33,1,56,0.4018
7256,Irish Robotics,false,MI,USA,fim,2018,true,1418,1474,1474,1515,53,68,1,122,0.4385,53,68,1,122,0.4385
7257,Sauk Centre Robotics,false,MN,USA,NULL,2018,true,1539,1509,1509,1539,25,30,0,55,0.4545,25,30,0,55,0.4545
7258,Robolobos - Hiawatha Collegiate,false,MN,USA,NULL,2018,true,1507,1469,1469,1507,7,21,1,29,0.2586,7,21,1,29,0.2586
7259,Mechanical Mustangs,false,MA,USA,ne,2018,false,1371,1371,1371,1371,5,19,0,24,0.2083,5,19,0,24,0.2083
7260,Diamondback Turtles  (Heritage High School),false,AR,USA,NULL,2018,false,1425,1425,1425,1425,3,7,0,10,0.3,3,7,0,10,0.3
7262,QBOT,false,BC,Canada,NULL,2018,false,1520,1520,1520,1520,6,6,0,12,0.5,6,6,0,12,0.5
7263,TOPPS TECH,false,AR,USA,NULL,2018,false,1372,1370,1370,1372,2,17,0,19,0.1053,2,17,0,19,0.1053
7264,Cougar Robotics,false,TX,USA,fit,2018,false,1391,1415,1415,1439,15,19,0,34,0.4412,15,19,0,34,0.4412
7265,Skeleton Crew,false,NC,USA,fnc,2018,false,1443,1441,1441,1458,40,59,2,101,0.4059,40,59,2,101,0.4059
7266,NBHS Steampunks,false,MA,USA,ne,2018,false,1462,1445,1445,1462,15,33,0,48,0.3125,15,33,0,48,0.3125
7267,Lisgar Robotics Club,false,ON,Canada,ont,2018,false,1530,1520,1520,1530,35,39,0,74,0.473,35,39,0,74,0.473
7268,BCNY Gerry Robotic Lions (East Harlem),false,NY,USA,NULL,2018,false,1362,1362,1362,1362,3,7,0,10,0.3,3,7,0,10,0.3
7269,ISB VoltBots,false,MA,USA,ne,2018,false,1440,1440,1440,1440,5,7,0,12,0.4167,5,7,0,12,0.4167
7270,The Bandits,false,NC,USA,fnc,2018,true,1382,1400,1400,1450,29,66,3,98,0.3112,29,66,3,98,0.3112
7271,Hanger 84 Robotics,false,NM,USA,fit,2018,true,1462,1466,1466,1469,30,36,1,67,0.4552,30,36,1,67,0.4552
7272,Envirobots,false,NY,USA,NULL,2018,true,1434,1432,1432,1438,11,18,0,29,0.3793,11,18,0,29,0.3793
7273,ZooM 7273,false,MN,USA,NULL,2018,true,1465,1432,1432,1465,12,28,0,40,0.3,12,28,0,40,0.3
7274,Brashear Bulls Robotics,false,PA,USA,NULL,2018,true,1517,1518,1518,1549,17,12,1,30,0.5833,19,21,1,41,0.4756
7275,PRIDE Robotics,false,LA,USA,NULL,2018,false,1464,1483,1483,1502,8,10,0,18,0.4444,8,10,0,18,0.4444
7277,Mandela United Squadron,false,AB,Canada,NULL,2018,false,1402,1421,1421,1441,15,27,0,42,0.3571,15,27,0,42,0.3571
7278,Toormina High School,false,NULL,Australia,NULL,2018,false,1398,1470,1470,1542,11,15,0,26,0.4231,16,19,0,35,0.4571
7280,MITO Octopus,false,NULL,China,NULL,2018,false,1532,1510,1510,1532,4,11,0,15,0.2667,13,25,0,38,0.3421
7285,Beşiktaş Rsports,false,NULL,Turkey,NULL,2018,true,1630,1649,1649,1667,58,15,0,73,0.7945,58,15,0,73,0.7945
7286,Enigma,false,NULL,Israel,isr,2018,false,1398,1398,1398,1398,6,16,0,22,0.2727,6,16,0,22,0.2727
7287,Esquimalt Atom Smashers,false,BC,Canada,NULL,2018,true,1447,1437,1437,1544,36,40,0,76,0.4737,36,40,0,76,0.4737
7288,NOMMA D3V1LB0TS,false,LA,USA,NULL,2018,true,1402,1392,1392,1402,5,13,0,18,0.2778,5,13,0,18,0.2778
7289,Blue Eagles,false,MI,USA,fim,2018,true,1519,1523,1523,1562,66,66,0,132,0.5,66,66,0,132,0.5
7290,TARHUNDA,false,NULL,Turkey,NULL,2018,false,1374,1374,1374,1374,3,9,0,12,0.25,3,9,0,12,0.25
7291,TYANA - NİĞDE GAZOZU,false,NULL,Turkey,NULL,2018,false,1394,1394,1394,1394,5,9,0,14,0.3571,5,9,0,14,0.3571
