team,name,country,state,rookie_year,offseason,district,active,primary_color,secondary_color,wins,losses,ties,count,winrate,full_wins,full_losses,full_ties,full_count,full_winrate,norm_epa,norm_epa_recent,norm_epa_mean,norm_epa_max
1136,Nutty Genius's,USA,CA,2003,f,NULL,f,NULL,NULL,11,9,3,23,0.5435,11,9,3,23,0.5435,1405,NULL,1435,1465
1137,Rocket Sauce,USA,VA,2003,f,chs,f,NULL,NULL,112,126,6,244,0.4713,127,145,6,278,0.4676,1465,NULL,1498,1587
1138,Eagle Engineering,USA,CA,2003,f,NULL,t,#0a4c89,#f57e51,272,259,5,536,0.5121,303,303,5,611,0.5,1581,1582,1549,1620
1138B,1138B,NULL,NULL,NULL,t,NULL,f,NULL,NULL,0,0,0,0,0,2,3,0,5,0.4,1413,NULL,1413,1413
1138C,1138C,NULL,NULL,NULL,t,NULL,f,NULL,NULL,0,0,0,0,0,3,3,0,6,0.5,1435,NULL,1435,1435
1138D,1138D,NULL,NULL,NULL,t,NULL,f,NULL,NULL,0,0,0,0,0,3,5,1,9,0.3889,1435,NULL,1435,1435
1139,The Chamblee Gear Grinders,USA,GA,2003,f,NULL,f,NULL,NULL,28,30,2,60,0.4833,28,30,2,60,0.4833,1538,NULL,1472,1551
114,Eaglestrike,USA,CA,1997,f,NULL,t,#0201ff,#ffffff,318,253,11,582,0.5558,452,349,12,813,0.5633,1679,1622,1568,1697
1140,MAGNADON,USA,MI,2003,f,NULL,f,NULL,NULL,33,37,4,74,0.473,33,37,4,74,0.473,1455,NULL,1524,1578
1141,TAS Megawatts,Canada,ON,2003,f,NULL,f,NULL,NULL,40,54,1,95,0.4263,40,54,1,95,0.4263,1600,NULL,1533,1600
1143,Cruzin' Comets,USA,PA,2003,f,fma,t,NULL,NULL,204,264,10,478,0.4372,218,280,10,508,0.439,1434,1443,1525,1679
1144,COQUITRON,USA,PR,2003,f,NULL,f,NULL,NULL,44,44,0,88,0.5,44,44,0,88,0.5,1494,NULL,1544,1660
1146,Magic,Canada,NL,2003,f,NULL,f,NULL,NULL,3,5,0,8,0.375,3,5,0,8,0.375,1421,NULL,1421,1421
1147,The Herdinators,USA,CA,2003,f,NULL,f,NULL,NULL,32,42,5,79,0.4367,32,42,5,79,0.4367,1416,NULL,1469,1528
1148,Harvard Westlake Robotics,USA,CA,2003,f,NULL,t,NULL,NULL,55,74,4,133,0.4286,66,90,4,160,0.425,1550,1566,1472,1581
1148B,1148B,NULL,NULL,NULL,t,NULL,f,NULL,NULL,0,0,0,0,0,1,17,0,18,0.0556,1438,1438,1438,1438
1149,T. O. Robotics,USA,CA,2003,f,NULL,f,NULL,NULL,2,6,0,8,0.25,2,6,0,8,0.25,1442,NULL,1442,1442
114B,114B,NULL,NULL,NULL,t,NULL,f,NULL,NULL,0,0,0,0,0,10,12,0,22,0.4545,1438,1438,1425,1438
115,MVRT,USA,CA,1998,f,NULL,t,#662d91,#ffffff,308,256,5,569,0.5457,377,350,8,735,0.5184,1621,1641,1580,1768
1150,Storm System,USA,AZ,2003,f,NULL,f,NULL,NULL,6,12,0,18,0.3333,6,12,0,18,0.3333,1430,NULL,1430,1430
1151,The Hitchhikers,USA,CA,2003,f,NULL,f,NULL,NULL,17,24,1,42,0.4167,17,24,1,42,0.4167,1549,NULL,1489,1549
1152,Blue Stars,USA,MA,2003,f,NULL,f,NULL,NULL,9,28,0,37,0.2432,9,28,0,37,0.2432,1343,NULL,1378,1435
1153,Timberwolves,USA,MA,2003,f,ne,t,#d4d3d3,#212c59,358,296,12,666,0.5465,457,367,14,838,0.5537,1663,1675,1602,1733
1153B,1153B,NULL,NULL,NULL,t,NULL,f,NULL,NULL,0,0,0,0,0,4,3,0,7,0.5714,1442,1442,1442,1442
1154,Harrisonburg High School Blue Streaks,USA,VA,2003,f,NULL,f,NULL,NULL,2,5,0,7,0.2857,2,5,0,7,0.2857,1417,NULL,1417,1417
1155,SciBorgs,USA,NY,2003,f,NULL,t,#000000,#e2d040,200,196,12,408,0.5049,203,207,12,422,0.4953,1493,1487,1509,1754
1156,Under Control,Brazil,NULL,2003,f,NULL,t,#0061a6,#1b1a1c,192,179,12,383,0.517,217,186,12,415,0.5373,1589,1572,1508,1652
1157,Landsharks,USA,CO,2003,f,NULL,f,NULL,NULL,84,101,3,188,0.4548,84,101,3,188,0.4548,1448,NULL,1478,1547
1158,The Corps,USA,CO,2003,f,NULL,f,NULL,NULL,170,97,5,272,0.6342,170,97,5,272,0.6342,1678,NULL,1599,1717
1159,Ramona Rampage,USA,CA,2003,f,NULL,t,NULL,NULL,109,135,5,249,0.4478,109,135,5,249,0.4478,1475,1490,1473,1534
116,Epsilon Delta,USA,VA,1996,f,chs,t,#000000,#c29b0c,223,253,8,484,0.469,242,286,10,538,0.4591,1567,1534,1543,1713
1160,Titanium Robotics,USA,CA,2003,f,NULL,t,#116ec2,#ffffff,148,168,9,325,0.4692,167,207,10,384,0.4479,1568,1563,1502,1568
1161,Highland 1,USA,MA,2003,f,NULL,f,NULL,NULL,5,5,0,10,0.5,5,5,0,10,0.5,1464,NULL,1464,1464
1162,The Robotics Team,USA,TX,2003,f,NULL,f,NULL,NULL,2,8,1,11,0.2273,2,8,1,11,0.2273,1435,NULL,1435,1435
1163,Trojan Horses,USA,SD,2003,f,NULL,f,NULL,NULL,11,26,0,37,0.2973,11,26,0,37,0.2973,1362,NULL,1449,1497
1164,Project NEO,USA,NM,2003,f,fit,t,NULL,NULL,119,127,5,251,0.4841,119,127,5,251,0.4841,1471,1470,1482,1568
1165,Team Paradise,USA,AZ,2003,f,NULL,t,#1ea74a,#fafafa,170,183,6,359,0.4819,180,189,7,376,0.488,1449,1435,1494,1584
1166,Highlander Robotics,USA,GA,2003,f,NULL,f,NULL,NULL,8,8,1,17,0.5,8,8,1,17,0.5,1476,NULL,1453,1476
1167,Knightmares,USA,GA,2003,f,NULL,f,NULL,NULL,15,10,0,25,0.6,15,10,0,25,0.6,1578,NULL,1498,1578
1168,Malvern Robotics,USA,PA,2003,f,fma,t,#0c2340,#d6d6d8,157,206,4,367,0.4332,157,206,4,367,0.4332,1516,1527,1483,1568
1169,Fairbanks Robarctics,USA,AK,2003,f,NULL,f,NULL,NULL,7,11,1,19,0.3947,7,11,1,19,0.3947,1438,NULL,1420,1438
117,Steel Dragons Robotics,USA,PA,1998,f,NULL,t,#010101,#ffffff,104,139,6,249,0.4297,127,170,6,303,0.429,1550,1546,1437,1580
1172,We Tek Too,USA,VA,2003,f,NULL,f,NULL,NULL,10,21,0,31,0.3226,10,21,0,31,0.3226,1351,NULL,1424,1472
1177,MECHA-JAGS,USA,GA,2003,f,NULL,f,NULL,NULL,5,12,1,18,0.3056,5,12,1,18,0.3056,1383,NULL,1409,1435
1178,DURT  (De Smet Ultimate Robotics Team),USA,MO,2003,f,NULL,t,NULL,NULL,103,120,3,226,0.4624,114,126,3,243,0.4753,1507,1503,1488,1610
118,Robonauts,USA,TX,1997,f,fit,t,#000000,#f5b11a,822,213,8,1043,0.7919,1077,342,8,1427,0.7575,1825,1825,1790,1955
1180,Atomsmashers,USA,GA,2003,f,NULL,f,NULL,NULL,24,30,0,54,0.4444,24,30,0,54,0.4444,1458,NULL,1486,1563
1181,St Francis of Assisi Team 1,USA,AZ,2003,f,NULL,f,NULL,NULL,6,5,0,11,0.5455,6,5,0,11,0.5455,1467,NULL,1467,1467
1182,Patriots,USA,MO,2003,f,NULL,f,NULL,NULL,67,64,2,133,0.5113,67,64,2,133,0.5113,1530,NULL,1547,1624
1183,the peasants,USA,GA,2003,f,NULL,f,NULL,NULL,18,24,1,43,0.4302,18,24,1,43,0.4302,1405,NULL,1468,1540
1184,Cobra Robotics,USA,MD,2003,f,NULL,f,NULL,NULL,39,30,5,74,0.5608,39,30,5,74,0.5608,1486,NULL,1481,1566
1185,The X-Bots,USA,PA,2003,f,NULL,f,NULL,NULL,13,14,0,27,0.4815,13,14,0,27,0.4815,1377,NULL,1464,1517
1187,Brick City Flame,USA,NJ,2003,f,NULL,f,NULL,NULL,21,32,3,56,0.4018,21,32,3,56,0.4018,1534,NULL,1440,1534
1188,Ravens,USA,MI,2003,f,fim,t,#400486,#0a0016,308,285,9,602,0.5191,316,299,9,624,0.5136,1568,1584,1537,1694
1189,Gearheads,USA,MI,2003,f,fim,t,#fff200,#000000,344,323,20,687,0.5153,365,344,20,729,0.5144,1660,1619,1545,1735
1190,ANONOBOTS,USA,CO,2003,f,NULL,f,NULL,NULL,15,26,0,41,0.3659,15,26,0,41,0.3659,1463,NULL,1453,1507
1191,Eagles,USA,PA,2003,f,NULL,f,NULL,NULL,2,16,1,19,0.1316,2,16,1,19,0.1316,1353,NULL,1382,1410
1195,S.O.A.R. (Students of Applied Robotics),USA,MD,2003,f,NULL,f,NULL,NULL,46,68,3,117,0.406,46,68,3,117,0.406,1457,NULL,1435,1603
1197,TorBots,USA,CA,2003,f,NULL,t,#1d1d1d,#f8f8f8,262,199,7,468,0.5673,302,242,7,551,0.5544,1524,1562,1551,1688
1197B,1197B,NULL,NULL,NULL,t,NULL,f,NULL,NULL,0,0,0,0,0,4,3,0,7,0.5714,1413,NULL,1413,1413
1199,Team 1199,USA,PA,2003,f,NULL,f,NULL,NULL,3,7,0,10,0.3,3,7,0,10,0.3,1416,NULL,1416,1416
120,Youth Tech Academy Red Dragons,USA,OH,1995,f,NULL,t,NULL,NULL,224,302,9,535,0.4271,230,310,9,549,0.4271,1602,1592,1521,1719
1200,Team 1200,USA,PA,2003,f,NULL,f,NULL,NULL,4,6,0,10,0.4,4,6,0,10,0.4,1478,NULL,1478,1478
1201,CSI:Monroe,USA,MS,2003,f,NULL,f,NULL,NULL,8,12,1,21,0.4048,8,12,1,21,0.4048,1499,NULL,1452,1499
1202,Ranger Robotics,USA,PA,2003,f,NULL,f,NULL,NULL,7,4,0,11,0.6364,7,4,0,11,0.6364,1520,NULL,1520,1520
1203,PANDEMONIUM,USA,NY,2003,f,NULL,f,NULL,NULL,62,54,5,121,0.5331,62,54,5,121,0.5331,1485,NULL,1508,1569
1204,Eagles,USA,OH,2003,f,NULL,f,NULL,NULL,4,10,0,14,0.2857,4,10,0,14,0.2857,1438,NULL,1459,1479
1205,Badgerbots,USA,TX,2003,f,NULL,f,NULL,NULL,24,30,0,54,0.4444,24,30,0,54,0.4444,1498,NULL,1509,1601
1206,Wrench Warriors,USA,OH,2003,f,NULL,f,NULL,NULL,6,8,0,14,0.4286,6,8,0,14,0.4286,1562,NULL,1504,1562
1208,Metool Brigade,USA,IL,2003,f,NULL,t,NULL,NULL,218,168,7,393,0.5636,220,169,7,396,0.5644,1460,1461,1553,1718
1208B,1208B,NULL,NULL,NULL,t,NULL,f,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1426,NULL,1426,1426
1209,Robo Hornets,USA,OK,2003,f,NULL,t,NULL,NULL,109,156,6,271,0.4133,109,156,6,271,0.4133,1515,1501,1468,1528
121,Rhode Warriors,USA,RI,1996,f,ne,f,#000062,#a3a3ba,272,180,7,459,0.6002,362,250,9,621,0.5902,1547,1533,1617,1786
1210,Team TACKLE,USA,MO,2003,f,NULL,f,NULL,NULL,3,11,0,14,0.2143,3,11,0,14,0.2143,1388,NULL,1400,1411
1211,Robotnics,USA,NY,2003,f,NULL,f,NULL,NULL,26,48,2,76,0.3553,26,48,2,76,0.3553,1470,NULL,1408,1470
1212,Sentinels,USA,AZ,2003,f,NULL,t,NULL,NULL,126,116,5,247,0.5202,138,124,5,267,0.5262,1502,1495,1511,1598
1213,GROVES,USA,MI,2003,f,fim,f,NULL,NULL,69,63,2,134,0.5224,69,63,2,134,0.5224,1573,NULL,1575,1739
1214,The Grizzlies,USA,TX,2003,f,NULL,f,NULL,NULL,11,18,1,30,0.3833,11,18,1,30,0.3833,1384,NULL,1414,1474
1215,Machine Tool,USA,MO,2003,f,NULL,f,NULL,NULL,2,12,0,14,0.1429,2,12,0,14,0.1429,1390,NULL,1384,1390
1216,Knights,USA,MI,2003,f,fim,f,NULL,NULL,67,81,11,159,0.456,67,81,11,159,0.456,1462,NULL,1495,1608
1218,SCH Robotics,USA,PA,2003,f,fma,t,#0a1436,#03aaec,561,348,11,920,0.6158,635,414,12,1061,0.6041,1631,1628,1673,1835
1219,Iron Eagles,Canada,ON,2003,f,NULL,f,NULL,NULL,86,98,5,189,0.4683,86,98,5,189,0.4683,1424,NULL,1502,1581
122,NASA Knights,USA,VA,1997,f,chs,t,#fafafa,#124a70,299,257,10,566,0.5371,333,301,11,645,0.5248,1578,1540,1572,1720
1220,Team 1220,USA,WI,2003,f,NULL,f,NULL,NULL,2,5,1,8,0.3125,2,5,1,8,0.3125,1442,NULL,1442,1442
1221,Nerdbotics,Canada,ON,2003,f,NULL,f,NULL,NULL,38,53,1,92,0.4185,38,53,1,92,0.4185,1456,NULL,1460,1500
1222,Falcons,USA,VA,2003,f,NULL,f,NULL,NULL,17,22,2,41,0.439,17,22,2,41,0.439,1402,NULL,1438,1503
1223,Twisted Dimension,USA,AZ,2003,f,NULL,f,NULL,NULL,9,12,1,22,0.4318,9,12,1,22,0.4318,1382,NULL,1444,1505
1224,Team 1224 - The Pius Princesses,USA,NY,2003,f,NULL,f,NULL,NULL,12,21,1,34,0.3676,12,21,1,34,0.3676,1421,NULL,1434,1443
1225,The Gorillas,USA,NC,2003,f,fnc,t,#86bb41,#1b1c1c,173,223,8,404,0.4381,184,243,9,436,0.4323,1369,1435,1488,1588
1225B,1225B,NULL,NULL,NULL,t,NULL,f,NULL,NULL,0,0,0,0,0,4,5,0,9,0.4444,1301,NULL,1301,1301
1226,Team 1226,USA,NY,2003,f,NULL,f,NULL,NULL,4,6,0,10,0.4,4,6,0,10,0.4,1406,NULL,1406,1406
1227,Techno-Gremlins,USA,MI,2003,f,NULL,f,NULL,NULL,18,35,0,53,0.3396,18,35,0,53,0.3396,1424,NULL,1421,1468
1228,RoboTribe,USA,NJ,2003,f,fma,f,NULL,NULL,146,167,5,318,0.467,146,167,5,318,0.467,1449,NULL,1481,1663
1229,MASA,Canada,ON,2003,f,NULL,f,NULL,NULL,7,9,0,16,0.4375,7,9,0,16,0.4375,1460,NULL,1460,1460
123,Team - Cosmos,USA,MI,1997,f,fim,t,#c7c6c4,#858181,382,340,13,735,0.5286,392,353,14,759,0.5257,1564,1543,1561,1668
1230,The Lehman Lionics,USA,NY,2003,f,NULL,f,NULL,NULL,130,122,11,263,0.5152,130,122,11,263,0.5152,1392,NULL,1483,1698
1232,RAMS ROBOTICS,Canada,ON,2003,f,NULL,f,NULL,NULL,6,22,0,28,0.2143,6,22,0,28,0.2143,1355,NULL,1381,1403
1235,Maximum Strength,USA,MS,2003,f,NULL,f,NULL,NULL,3,8,0,11,0.2727,3,8,0,11,0.2727,1388,NULL,1388,1388
1236,Phoenix Rising,USA,VA,2003,f,NULL,f,NULL,NULL,16,26,5,47,0.3936,16,26,5,47,0.3936,1400,NULL,1460,1525
1237,Cybernetic Panthers,USA,NY,2003,f,NULL,f,NULL,NULL,27,41,9,77,0.4091,30,43,10,83,0.4217,1446,NULL,1439,1476
1238,EcoRobotics,USA,NY,2003,f,NULL,f,NULL,NULL,7,6,0,13,0.5385,7,6,0,13,0.5385,1493,NULL,1493,1493
1239,Vita Dogs,USA,OH,2004,f,NULL,f,NULL,NULL,4,3,0,7,0.5714,4,3,0,7,0.5714,1526,NULL,1526,1526
1240,Sappers,USA,WI,2004,f,NULL,f,NULL,NULL,4,15,0,19,0.2105,4,15,0,19,0.2105,1394,NULL,1444,1494
1241,THEORY6,Canada,ON,2004,f,ont,t,#292f6d,#a6d3ea,638,308,14,960,0.6719,798,399,19,1216,0.6641,1722,1687,1689,1924
1242,Team S.M.I.L.E.Y,USA,FL,2004,f,NULL,f,NULL,NULL,17,26,0,43,0.3953,17,26,0,43,0.3953,1533,NULL,1467,1533
1243,Dragons,USA,MI,2004,f,fim,f,NULL,NULL,231,229,10,470,0.5021,259,251,10,520,0.5077,1523,NULL,1541,1646
1244,Viking Robotics,Canada,ON,2004,f,NULL,f,NULL,NULL,21,20,0,41,0.5122,21,20,0,41,0.5122,1538,NULL,1470,1538
1245,Monarch Robotics,USA,CO,2004,f,NULL,f,NULL,NULL,89,101,3,193,0.4689,89,101,3,193,0.4689,1515,1515,1492,1594
1246,Agincourt Skunkworks,Canada,ON,2004,f,ont,t,NULL,NULL,116,189,7,312,0.383,125,203,8,336,0.3839,1388,1389,1450,1589
1247,"Blood, Sweat, and Gears",USA,NH,2004,f,ne,t,NULL,NULL,114,164,6,284,0.412,120,180,6,306,0.402,1465,1456,1441,1497
1248,TITANium Allies,USA,OH,2004,f,NULL,f,NULL,NULL,49,94,3,146,0.3459,52,96,4,152,0.3553,1454,NULL,1446,1580
1249,Robo Rats,USA,WV,2004,f,NULL,f,NULL,NULL,132,125,6,263,0.5133,132,125,6,263,0.5133,1366,NULL,1524,1634
125,NUTRONs,USA,MA,1998,f,ne,t,#bc2d41,#28282b,648,345,14,1007,0.6504,781,441,15,1237,0.6374,1821,1806,1659,1883
1250,Gator-Bots,USA,MI,2004,f,fim,t,#00f000,#ffffff,319,304,10,633,0.5118,354,339,10,703,0.5107,1588,1572,1591,1717
1251,TechTigers Robotics,USA,FL,2004,f,NULL,f,NULL,NULL,276,186,8,470,0.5957,289,198,8,495,0.5919,1508,NULL,1587,1792
1254,Tech Force,USA,MI,2004,f,fim,f,NULL,NULL,159,204,16,379,0.4406,159,204,16,379,0.4406,1456,1473,1479,1541
1255,Blarglefish,USA,TX,2004,f,fit,t,#080000,#fffffa,181,195,5,381,0.4816,199,214,5,418,0.4821,1538,1516,1484,1749
1256,Highlanders,USA,MI,2004,f,NULL,f,NULL,NULL,21,28,1,50,0.43,21,28,1,50,0.43,1522,NULL,1472,1529
1257,Parallel Universe,USA,NJ,2004,f,fma,t,#97d700,#4a2448,224,207,10,441,0.5193,262,252,10,524,0.5095,1497,1501,1529,1680
1258,SeaBot,USA,WA,2004,f,pnw,f,#414141,#a3a3a3,139,176,7,322,0.4425,139,176,7,322,0.4425,1465,1465,1485,1593
1259,Paradigm Shift,USA,WI,2004,f,NULL,t,#ed1d24,#bdbec0,220,158,6,384,0.5807,220,158,6,384,0.5807,1555,1571,1557,1728
126,Gael Force,USA,MA,1992,f,ne,t,#007500,#b08100,393,296,15,704,0.5689,499,378,18,895,0.5676,1567,1571,1640,1792
1260,Panthers,Canada,ON,2004,f,NULL,f,NULL,NULL,3,13,1,17,0.2059,3,13,1,17,0.2059,1393,NULL,1364,1393
1261,Robo Lions,USA,GA,2004,f,pch,t,#f4f4f8,#47478f,383,257,7,647,0.5974,413,289,8,710,0.5873,1642,1631,1594,1736
1262,the STAGS,USA,VA,2004,f,chs,t,#125f0c,#e4bd23,256,198,8,462,0.5628,285,227,9,521,0.5557,1514,1538,1560,1673
1263,Austin High School/Marshall Space Flight Center,USA,AL,2004,f,NULL,f,NULL,NULL,6,12,1,19,0.3421,6,12,1,19,0.3421,1404,NULL,1432,1459
1266,The Devil Duckies,USA,CA,2004,f,NULL,t,#ff0000,#060505,217,248,4,469,0.467,233,262,4,499,0.4709,1485,1462,1532,1608
1268,Purgolder Robotics,USA,WI,2004,f,NULL,f,NULL,NULL,22,37,5,64,0.3828,22,37,5,64,0.3828,1488,NULL,1462,1488
1270,Red Dragons,USA,OH,2004,f,NULL,f,NULL,NULL,106,123,6,235,0.4638,106,123,6,235,0.4638,1532,NULL,1492,1586
1272,Tyrannikal Mechanikal,USA,IN,2004,f,NULL,f,NULL,NULL,34,27,3,64,0.5547,34,27,3,64,0.5547,1618,NULL,1626,1722
1274,Wolf Bytes,USA,OH,2004,f,NULL,f,NULL,NULL,31,60,0,91,0.3407,31,60,0,91,0.3407,1422,NULL,1424,1529
1275,Pi-Robots,Canada,ON,2004,f,NULL,f,NULL,NULL,0,16,0,16,0,0,16,0,16,0,1358,NULL,1382,1405
1276,Kaizen Blitz,USA,ME,2004,f,NULL,f,NULL,NULL,38,23,6,67,0.6119,43,26,6,75,0.6133,1576,NULL,1571,1611
1277,The Robotomies,USA,MA,2004,f,ne,t,#fefe5c,#050505,134,161,9,304,0.4556,134,161,9,304,0.4556,1510,1500,1482,1552
1278,B.E.A.R.S,USA,OH,2004,f,NULL,f,NULL,NULL,19,20,0,39,0.4872,19,20,0,39,0.4872,1468,NULL,1508,1576
1279,Cold Fusion,USA,NJ,2004,f,fma,t,NULL,NULL,353,285,9,647,0.5526,385,318,9,712,0.5471,1577,1567,1589,1712
128,The Botcats,USA,OH,1997,f,NULL,t,#0c2340,#ffffff,167,171,7,345,0.4942,173,174,7,354,0.4986,1512,1522,1518,1737
1280,Ragin' C-Biscuits,USA,CA,2004,f,NULL,t,#fffc40,#141013,241,185,10,436,0.5642,279,227,10,516,0.5504,1445,1447,1553,1715
1281,Mustang Robotics,Canada,ON,2004,f,NULL,f,NULL,NULL,29,35,3,67,0.4552,29,35,3,67,0.4552,1499,NULL,1459,1499
1284,DART,USA,AL,2004,f,NULL,f,NULL,NULL,17,33,3,53,0.3491,17,33,3,53,0.3491,1415,NULL,1455,1516
1285,The Biggest Birds,Canada,ON,2004,f,ont,t,NULL,NULL,211,147,2,360,0.5889,261,202,4,467,0.5632,1587,1585,1604,1684
1286,Kevlar Cranes,USA,MI,2004,f,NULL,f,NULL,NULL,46,42,2,90,0.5222,46,42,2,90,0.5222,1502,NULL,1518,1588
1287,Aluminum Assault,USA,SC,2004,f,pch,t,NULL,NULL,178,150,3,331,0.5423,178,150,3,331,0.5423,1552,1547,1524,1610
1288,RAVEN Robotics,USA,MO,2004,f,NULL,t,NULL,NULL,168,142,2,312,0.5417,171,147,2,320,0.5375,1462,1458,1536,1711
1289,Gearheadz,USA,MA,2004,f,ne,f,NULL,NULL,96,164,4,264,0.3712,119,202,6,327,0.3731,1453,NULL,1460,1565
1290,Robowolves,USA,AZ,2004,f,NULL,f,NULL,NULL,58,90,7,155,0.3968,58,90,7,155,0.3968,1418,NULL,1427,1583
1291,Circuit Breakers,Canada,ON,2004,f,NULL,f,NULL,NULL,1,7,0,8,0.125,1,7,0,8,0.125,1390,NULL,1390,1390
1292,RNS Joysticks,Canada,NB,2004,f,NULL,f,NULL,NULL,9,13,1,23,0.413,9,13,1,23,0.413,1461,NULL,1469,1477
1293,Pandamaniacs,USA,SC,2004,f,pch,t,#dfdfdf,#595959,102,129,3,234,0.4423,116,143,3,262,0.4485,1480,1486,1464,1577
1294,Pack of Parts,USA,WA,2004,f,pnw,t,#273d79,#d4d4d4,207,212,11,430,0.4942,235,257,12,504,0.4782,1514,1501,1522,1574
1295,The Golems,Canada,ON,2004,f,NULL,f,NULL,NULL,5,9,1,15,0.3667,5,9,1,15,0.3667,1381,NULL,1414,1447
1296,Full Metal Jackets,USA,TX,2004,f,fit,t,NULL,NULL,287,231,2,520,0.5538,412,316,5,733,0.5655,1616,1572,1567,1818
1296B,1296B,NULL,NULL,NULL,t,NULL,f,NULL,NULL,0,0,0,0,0,4,2,0,6,0.6667,1404,NULL,1415,1426
1297,Team 1297,USA,AL,2004,f,NULL,f,NULL,NULL,3,10,2,15,0.2667,3,10,2,15,0.2667,1450,NULL,1450,1450
1298,205 Terminators,USA,AL,2004,f,NULL,f,NULL,NULL,4,11,0,15,0.2667,4,11,0,15,0.2667,1334,NULL,1334,1334
1299,Dominators,USA,GA,2004,f,NULL,f,NULL,NULL,4,4,0,8,0.5,4,4,0,8,0.5,1427,NULL,1427,1427
1300,EVO,Canada,ON,2004,f,NULL,f,NULL,NULL,1,7,0,8,0.125,1,7,0,8,0.125,1452,NULL,1452,1452
1301,The Robotic Raiders,USA,WA,2004,f,NULL,f,NULL,NULL,8,11,0,19,0.4211,8,11,0,19,0.4211,1419,NULL,1413,1419
1302,Team Lionheart,USA,NJ,2004,f,fma,f,NULL,NULL,152,136,7,295,0.5271,161,152,8,321,0.514,1455,NULL,1548,1660
1303,WYOHAZARD,USA,WY,2004,f,NULL,t,NULL,NULL,72,102,8,182,0.4176,72,102,8,182,0.4176,1330,1349,1431,1502
1304,N.O. Botics,USA,LA,2004,f,NULL,f,NULL,NULL,34,63,7,104,0.3606,34,63,7,104,0.3606,1391,NULL,1453,1543
1305,Ice Cubed,Canada,ON,2004,f,ont,t,#ff0000,#fff9f9,457,310,6,773,0.5951,471,322,6,799,0.5932,1583,1574,1640,1810
1306,BadgerBOTS,USA,WI,2004,f,NULL,t,#000000,#ffffff,139,156,9,304,0.472,145,163,9,317,0.4716,1523,1525,1542,1625
1307,Robosaints,USA,NH,2004,f,ne,t,#143a61,#e6e6e6,120,158,7,285,0.4333,146,186,7,339,0.441,1292,1340,1452,1614
1308,Saint Ignatius High School Robotics Team,USA,OH,2004,f,NULL,t,NULL,NULL,71,114,6,191,0.3874,74,119,6,199,0.3869,1420,1423,1434,1519
1309,Diamond Eagles,Canada,ON,2004,f,NULL,f,NULL,NULL,3,5,0,8,0.375,3,5,0,8,0.375,1438,NULL,1438,1438
131,CHAOS,USA,NH,1992,f,ne,t,#134122,#ff6700,292,194,8,494,0.5992,543,350,14,907,0.6064,1632,1617,1581,1710
1310,Runnymede Robotics,Canada,ON,2004,f,ont,t,#0c0c0c,#cf0101,334,203,5,542,0.6208,414,258,8,680,0.6147,1587,1611,1623,1826
1311,Kell Robotics,USA,GA,2004,f,pch,f,NULL,NULL,283,280,12,575,0.5026,308,309,13,630,0.4992,1448,1517,1531,1690
1312,Syntax Error,Canada,ON,2004,f,NULL,f,NULL,NULL,38,34,3,75,0.5267,38,34,3,75,0.5267,1481,NULL,1470,1509
1315,Robo-Knights,USA,MO,2004,f,NULL,f,NULL,NULL,11,21,1,33,0.3485,11,21,1,33,0.3485,1531,NULL,1562,1581
1317,Digital Fusion,USA,OH,2004,f,NULL,t,#662d91,#d1d2d4,106,115,5,226,0.4801,112,123,5,240,0.4771,1555,1532,1499,1584
1317B,1317B,NULL,NULL,NULL,t,NULL,f,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1426,NULL,1426,1426
1318,Issaquah Robotics Society,USA,WA,2004,f,pnw,t,#f9b133,#662382,446,279,9,734,0.6138,540,343,10,893,0.6103,1724,1656,1631,1777
1319,Flash,USA,SC,2004,f,pch,t,#cac000,#000006,323,261,7,591,0.5525,328,267,7,602,0.5507,1460,1454,1560,1719
1320,"""Beltway: The Learning Machine""",USA,SC,2004,f,NULL,f,NULL,NULL,15,13,0,28,0.5357,15,13,0,28,0.5357,1468,NULL,1458,1477
1322,GRAYT Leviathons (Genesee Robotics Area Youth Team),USA,MI,2004,f,fim,t,NULL,NULL,219,274,9,502,0.4452,249,304,9,562,0.4511,1515,1475,1496,1608
1323,MadTown Robotics,USA,CA,2004,f,NULL,t,#0166ff,#ffffff,430,198,11,639,0.6815,615,262,11,888,0.6988,1996,1965,1702,2046
1323B,1323B,NULL,NULL,NULL,t,NULL,f,NULL,NULL,0,0,0,0,0,82,76,0,158,0.519,1380,1371,1404,1465
1323C,1323C,NULL,NULL,NULL,t,NULL,f,NULL,NULL,0,0,0,0,0,4,5,0,9,0.4444,1442,1442,1442,1442
1324,Sporks,USA,AZ,2004,f,NULL,f,NULL,NULL,39,49,3,91,0.4451,39,49,3,91,0.4451,1389,NULL,1471,1545
1325,Inverse Paradox,Canada,ON,2004,f,ont,t,#1e4397,#abb9d8,371,245,5,621,0.6014,505,315,6,826,0.615,1820,1774,1591,1897
1326,Cy-Ridge Robotics,USA,TX,2004,f,NULL,f,NULL,NULL,17,26,0,43,0.3953,17,26,0,43,0.3953,1457,NULL,1429,1461
1327,SBOTZ,USA,IN,2004,f,NULL,f,NULL,NULL,38,64,3,105,0.3762,44,81,4,129,0.3566,1402,NULL,1425,1508
