key,year,name,time,country,state,district,start_date,end_date,type,week,offseason,video,status,num_teams,current_match,qual_matches,epa_max,epa_top_8,epa_top_24,epa_mean,epa_sd,count,epa_conf,epa_acc,epa_mse,epa_score_rmse,epa_score_mae,epa_score_error,rp_count,epa_rp_1_error,epa_rp_1_acc,epa_rp_1_ll,epa_rp_1_f1,epa_rp_2_error,epa_rp_2_acc,epa_rp_2_ll,epa_rp_2_f1
2005ct,2005,UTC New England Regional,1110430800,USA,CT,NULL,2005-03-10,2005-03-12,regional,2,f,NULL,Completed,35,82,70,22.4,13.39,6.58,9.52,5.47,82,0.6618,0.6341,0.1911,18.6315,14.1952,-2.9271,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2005cur,2005,Curie Division,1114056000,USA,GA,NULL,2005-04-21,2005-04-23,champs_div,8,f,NULL,Completed,85,118,100,24.43,19.27,12.88,10.63,5.36,118,0.6731,0.6102,0.2456,19.5132,15.0459,-3.3997,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2005dt,2005,Detroit Regional,1111035600,USA,MI,NULL,2005-03-17,2005-03-19,regional,3,f,NULL,Completed,33,78,61,21.03,12.68,4.24,7.75,5.39,78,0.6621,0.6795,0.2085,17.9309,14.6509,2.8535,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2005fl,2005,Florida Regional,1110430800,USA,FL,NULL,2005-03-10,2005-03-12,regional,2,f,NULL,Completed,47,85,71,23.09,12.53,8.47,8.75,4.85,85,0.6752,0.6824,0.2171,17.5048,13.4788,-2.387,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2005ga,2005,Peachtree Regional,1109826000,USA,GA,NULL,2005-03-03,2005-03-05,regional,1,f,NULL,Completed,48,85,72,14.12,9.96,6.65,6.55,3.18,85,0.6276,0.5059,0.2597,16.183,12.9219,-3.7429,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2005gal,2005,Galileo Division,1114056000,USA,GA,NULL,2005-04-21,2005-04-23,champs_div,8,f,NULL,Completed,85,114,100,26.79,19.02,14.72,10.67,6.27,114,0.6777,0.693,0.2,18.858,13.3933,-1.1098,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2005gl,2005,Great Lakes Regional,1110430800,USA,MI,NULL,2005-03-10,2005-03-12,regional,2,f,NULL,Completed,58,101,87,23.06,11.46,8.23,7.47,4.08,101,0.6631,0.6634,0.2198,14.1495,10.9872,-0.8653,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2005il,2005,Midwest Regional,1111640400,USA,IL,NULL,2005-03-24,2005-03-26,regional,4,f,NULL,Completed,36,76,60,23.39,12.91,5.95,9.07,5.96,76,0.6908,0.6842,0.212,16.7511,12.6736,-2.5878,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2005in,2005,Boilermaker Regional,1111035600,USA,IN,NULL,2005-03-17,2005-03-19,regional,3,f,NULL,Invalid,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2005li,2005,SBPLI Long Island Regional,1111035600,USA,NY,NULL,2005-03-17,2005-03-19,regional,3,f,NULL,Invalid,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2005md,2005,Chesapeake Regional,1111035600,USA,MD,NULL,2005-03-17,2005-03-19,regional,3,f,NULL,Invalid,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2005mi,2005,West Michigan Regional,1112245200,USA,MI,NULL,2005-03-31,2005-04-02,regional,5,f,NULL,Completed,42,87,70,23.25,16.97,8.37,10.35,5.89,87,0.6707,0.7011,0.1938,17.4394,13.1286,-1.736,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2005mo,2005,St. Louis Regional,1110430800,USA,MO,NULL,2005-03-10,2005-03-12,regional,2,f,NULL,Invalid,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2005new,2005,Newton Division,1114056000,USA,GA,NULL,2005-04-21,2005-04-23,champs_div,8,f,NULL,Completed,85,112,100,28.84,18.38,13.51,10.39,5.95,112,0.6798,0.6875,0.1959,18.2826,13.8897,-2.053,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2005nh,2005,BAE SYSTEMS Granite State Regional,1109826000,USA,NH,NULL,2005-03-03,2005-03-05,regional,1,f,NULL,Invalid,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2005nj,2005,New Jersey Regional,1111035600,USA,NJ,NULL,2005-03-17,2005-03-19,regional,3,f,NULL,Completed,53,98,80,22.77,12.97,8.45,7.37,5.24,98,0.6632,0.602,0.2146,16.3699,12.811,-1.2247,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2005nv,2005,Las Vegas Regional,1112245200,USA,NV,NULL,2005-03-31,2005-04-02,regional,5,f,NULL,Completed,38,86,70,26.39,13.1,5.97,8.64,6.21,86,0.689,0.7326,0.1754,16.2027,12.7403,-2.5119,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2005ny,2005,New York City Regional,1111640400,USA,NY,NULL,2005-03-24,2005-03-26,regional,4,f,NULL,Completed,32,80,64,22.08,9.38,2.33,5.96,5.41,80,0.6838,0.775,0.1653,16.8574,11.1576,-2.2372,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2005oh,2005,Buckeye Regional,1111640400,USA,OH,NULL,2005-03-24,2005-03-26,regional,4,f,NULL,Completed,42,87,70,24.05,13.75,6.58,8.43,6.03,87,0.6689,0.7126,0.1966,20.8003,15.4176,-1.6804,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2005on,2005,Greater Toronto Regional,1112245200,Canada,ON,NULL,2005-03-31,2005-04-02,regional,5,f,NULL,Completed,66,103,88,20.61,12.97,7.05,6.53,4.85,103,0.6639,0.7767,0.1692,17.5975,12.762,-2.0179,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2005or,2005,Pacific Northwest Regional,1110430800,USA,OR,NULL,2005-03-10,2005-03-12,regional,2,f,NULL,Completed,24,16,0,16.83,9.28,2.08,8.25,4.03,16,0.6616,0.75,0.2075,24.5449,17.2409,-13.2608,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2005pa,2005,Philadelphia Regional,1111640400,USA,PA,NULL,2005-03-24,2005-03-26,regional,4,f,NULL,Completed,41,91,76,25.36,15.56,7.46,9.48,6.32,91,0.6868,0.7253,0.1783,19.3394,14.4739,-1.952,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2005pit,2005,Pittsburgh Regional,1110430800,USA,PA,NULL,2005-03-10,2005-03-12,regional,2,f,NULL,Completed,30,40,40,15.18,9.04,2.79,6.36,4.32,40,0.6554,0.525,0.2247,14.8395,12.2274,0.4854,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2005roc,2005,Finger Lakes Regional,1109826000,USA,NY,NULL,2005-03-03,2005-03-05,regional,1,f,NULL,Invalid,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2005sac,2005,Sacramento Regional,1109826000,USA,CA,NULL,2005-03-03,2005-03-05,regional,1,f,NULL,Invalid,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2005sc,2005,Palmetto Regional,1112245200,USA,SC,NULL,2005-03-31,2005-04-02,regional,5,f,NULL,Completed,42,80,63,21.26,14.59,7.82,9.67,4.99,80,0.6836,0.725,0.2059,17.0963,13.3674,-4.3063,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2005sj,2005,Silicon Valley Regional,1111640400,USA,CA,NULL,2005-03-24,2005-03-26,regional,4,f,NULL,Completed,36,88,72,27.48,13.54,4.82,8.22,6.48,88,0.6858,0.6932,0.1964,19.5248,14.4238,-1.2124,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2005tx,2005,Lone Star Regional,1112245200,USA,TX,NULL,2005-03-31,2005-04-02,regional,5,f,NULL,Completed,40,82,67,27.53,12.85,5.1,7.56,6.42,82,0.7127,0.7073,0.168,15.7461,12.1324,-2.1543,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2005wat,2005,Waterloo Regional,1111640400,Canada,ON,NULL,2005-03-24,2005-03-26,regional,4,f,NULL,Completed,24,60,48,22.43,9.89,-0.78,7.99,5.76,60,0.668,0.7167,0.1578,17.4194,13.8029,-1.5973,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2005wpi,2005,Battlecry@WPI 6,1118980800,USA,MA,NULL,2005-06-17,2005-06-18,offseason,9,t,NULL,Completed,42,59,59,20.7,16.06,7.37,9.67,5.69,59,0.6867,0.6271,0.2166,19.0068,14.6078,-6.1107,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2006arc,2006,Archimedes Division,1144814400,USA,GA,NULL,2006-04-12,2006-04-14,champs_div,8,f,NULL,Completed,86,117,101,43.97,23.09,18.23,13.94,7.17,117,0.6901,0.6667,0.2182,18.7374,14.5883,-2.5545,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2006az,2006,Arizona Regional,1141880400,USA,AZ,NULL,2006-03-09,2006-03-11,regional,2,f,NULL,Completed,45,85,68,35.77,17.11,8.25,10.05,7.05,85,0.7072,0.6824,0.2065,17.495,13.5774,-1.8833,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2006ca,2006,Southern California Regional,1143090000,NULL,NULL,NULL,2006-03-23,2006-03-25,regional,4,f,NULL,Completed,50,91,75,31.36,16.34,8.28,9.29,6.61,91,0.6946,0.6813,0.1808,16.8331,12.8452,-1.6902,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2006cmp,2006,Einstein Field,1144987200,USA,GA,NULL,2006-04-14,2006-04-14,einstein,8,f,NULL,Completed,12,7,0,50.67,18.94,NULL,24.71,11.34,7,0.7567,0.5714,0.2921,29.8409,22.7857,13.81,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2006co,2006,Colorado Regional,1143694800,USA,CO,NULL,2006-03-30,2006-04-01,regional,5,f,NULL,Completed,48,87,72,24.63,13.14,9.14,9.48,4.72,87,0.6765,0.6897,0.1933,13.636,10.6926,-3.5579,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2006ct,2006,UTC New England Regional,1141880400,USA,CT,NULL,2006-03-09,2006-03-11,regional,2,f,NULL,Completed,24,15,0,28.21,18.41,3.95,15.05,6.63,15,0.7028,0.5333,0.2864,24.8911,20.835,-5.0776,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2006cur,2006,Curie Division,1144814400,USA,GA,NULL,2006-04-12,2006-04-14,champs_div,8,f,NULL,Completed,86,119,101,49.27,24.04,18.48,14.71,8.23,119,0.7124,0.6723,0.2145,22.3209,17.2732,-2.6626,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2006dt,2006,Detroit Regional,1142485200,USA,MI,NULL,2006-03-16,2006-03-18,regional,3,f,NULL,Completed,33,81,66,38.71,15.09,7.43,11.68,8.43,81,0.7014,0.8025,0.1479,18.446,14.3431,-2.6645,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2006fl,2006,Florida Regional,1141880400,USA,FL,NULL,2006-03-09,2006-03-11,regional,2,f,NULL,Completed,51,94,77,28.37,16.02,11.38,10.33,6,94,0.6728,0.6596,0.2084,17.8282,13.9559,-1.5675,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2006ga,2006,Peachtree Regional,1142485200,USA,GA,NULL,2006-03-16,2006-03-18,regional,3,f,NULL,Completed,45,94,75,19.71,11.27,7.87,8.55,3.67,94,0.6448,0.5851,0.2328,13.2996,10.3972,-0.4036,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2006gal,2006,Galileo Division,1144814400,USA,GA,NULL,2006-04-12,2006-04-14,champs_div,8,f,NULL,Completed,86,116,101,38.65,26.04,18.57,14.58,7.84,116,0.6826,0.6207,0.2269,20.8038,16.1239,-1.8146,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2006gl,2006,Great Lakes Regional,1141880400,USA,MI,NULL,2006-03-09,2006-03-11,regional,2,f,NULL,Completed,63,100,84,33.82,20.27,11.89,10.47,6.84,100,0.6823,0.7,0.1798,20.72,16.041,1.1369,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2006il,2006,Midwest Regional,1142485200,USA,IL,NULL,2006-03-16,2006-03-18,regional,3,f,NULL,Completed,30,76,60,28.07,17.72,8.07,13.83,7.29,76,0.7212,0.7368,0.1446,19.2037,14.8299,-3.0944,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2006in,2006,Boilermaker Regional,1142485200,USA,IN,NULL,2006-03-16,2006-03-18,regional,3,f,NULL,Completed,29,70,54,25.18,16.67,7.04,12.94,5.89,70,0.6649,0.7143,0.1975,19.6589,15.2701,-2.4993,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2006is,2006,GM/Technion Israel Regional,1143522000,Israel,NULL,NULL,2006-03-28,2006-03-30,regional,4,f,NULL,Completed,26,58,44,17.95,6.83,3.14,6.73,4.14,58,0.6177,0.6897,0.1794,13.6212,10.7197,-0.3496,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2006li,2006,SBPLI Long Island Regional,1143090000,USA,NY,NULL,2006-03-23,2006-03-25,regional,4,f,NULL,Completed,39,94,78,28.37,15.42,9.03,10.82,6.1,94,0.6708,0.7447,0.1851,15.8476,12.5287,-1.9623,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2006ma,2006,Boston Regional,1143090000,USA,MA,NULL,2006-03-23,2006-03-25,regional,4,f,NULL,Completed,44,90,74,39.14,16.54,8.91,10.65,7.53,90,0.7036,0.7667,0.1651,17.2769,12.7709,-1.3117,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2006md,2006,Chesapeake Regional,1142485200,USA,MD,NULL,2006-03-16,2006-03-18,regional,3,f,NULL,Completed,64,103,86,30.3,19.63,10.01,9.8,6.55,103,0.6972,0.6699,0.204,19.6591,15.4379,-0.6272,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2006mi,2006,West Michigan Regional,1143694800,USA,MI,NULL,2006-03-30,2006-04-01,regional,5,f,NULL,Completed,47,88,71,28.67,21.69,13.44,13.62,7.19,88,0.6707,0.6477,0.2018,19.4027,16.0016,-0.6856,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2006mo,2006,St. Louis Regional,1141880400,USA,MO,NULL,2006-03-09,2006-03-11,regional,2,f,NULL,Completed,40,80,80,30.35,13.77,7.04,9.98,6.31,80,0.6933,0.8,0.172,16.513,12.8451,-1.733,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2006new,2006,Newton Division,1144814400,USA,GA,NULL,2006-04-12,2006-04-14,champs_div,8,f,NULL,Completed,86,118,101,52.5,26.94,17.96,14.98,9.4,118,0.7144,0.7627,0.1631,19.543,15.4019,-1.7466,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2006nh,2006,BAE SYSTEMS Granite State Regional,1141275600,USA,NH,NULL,2006-03-02,2006-03-04,regional,1,f,NULL,Completed,52,99,78,23.21,15.42,11.31,10.64,4.58,99,0.6279,0.5152,0.2298,20.0639,16.3548,-1.9194,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2006nj,2006,New Jersey Regional,1141275600,USA,NJ,NULL,2006-03-02,2006-03-04,regional,1,f,NULL,Completed,63,100,84,37.49,18.26,10.83,10.1,7.26,100,0.7218,0.7,0.1796,17.8161,13.7611,-2.0848,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2006nv,2006,Las Vegas Regional,1143694800,USA,NV,NULL,2006-03-30,2006-04-01,regional,5,f,NULL,Completed,43,94,79,49.08,15.27,7.65,10.67,9.15,94,0.7114,0.7021,0.1648,14.6246,11.8056,-0.86,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2006ny,2006,New York City Regional,1143090000,USA,NY,NULL,2006-03-23,2006-03-25,regional,4,f,NULL,Completed,33,81,66,26.72,11.28,5.43,9.01,5.86,81,0.7088,0.7284,0.1726,12.8375,10.2994,-2.0332,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2006oh,2006,Buckeye Regional,1141880400,USA,OH,NULL,2006-03-09,2006-03-11,regional,2,f,NULL,Completed,42,92,77,23.94,13.76,7.51,9.52,5.82,92,0.6676,0.6304,0.1974,16.8337,13.5016,-0.6834,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2006on,2006,Greater Toronto Regional,1143694800,Canada,ON,NULL,2006-03-30,2006-04-01,regional,5,f,NULL,Completed,74,96,96,47.76,21.88,12,10.75,9.44,96,0.717,0.7188,0.1731,17.6864,13.2293,-0.5615,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2006or,2006,Pacific Northwest Regional,1141275600,USA,OR,NULL,2006-03-02,2006-03-04,regional,1,f,NULL,Invalid,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2006pa,2006,Philadelphia Regional,1143694800,USA,PA,NULL,2006-03-30,2006-04-01,regional,5,f,NULL,Completed,46,100,85,29.13,20.28,10.9,12.53,7.52,100,0.6889,0.7,0.1992,17.4132,13.5688,-1.3199,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2006pit,2006,Pittsburgh Regional,1141880400,USA,PA,NULL,2006-03-09,2006-03-11,regional,2,f,NULL,Completed,24,62,48,20.67,12.62,2.64,10.36,4.75,62,0.6425,0.6774,0.2185,15.3835,12.121,-1.7249,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2006roc,2006,Finger Lakes Regional,1141880400,USA,NY,NULL,2006-03-09,2006-03-11,regional,2,f,NULL,Completed,30,76,60,37.94,15.35,7.89,11.96,7.77,76,0.6593,0.6184,0.2227,21.2884,16.6325,-0.3196,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2006sac,2006,Davis Sacramento Regional,1143090000,USA,CA,NULL,2006-03-23,2006-03-25,regional,4,f,NULL,Completed,40,84,67,20.79,13.64,9.53,10.36,4,84,0.6349,0.5833,0.2366,15.9062,12.8788,-2.9421,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2006sc,2006,Palmetto Regional,1143694800,USA,SC,NULL,2006-03-30,2006-04-01,regional,5,f,NULL,Completed,48,87,72,23.99,14.79,7.22,8.98,5.51,87,0.6537,0.5977,0.2246,17.0571,13.4136,-0.1348,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2006sj,2006,Silicon Valley Regional,1142485200,USA,CA,NULL,2006-03-16,2006-03-18,regional,3,f,NULL,Completed,40,85,67,31.91,11.67,7.2,8.96,5.54,85,0.6849,0.6588,0.2161,15.9022,12.7886,0.068,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2006tx,2006,Lone Star Regional,1143694800,USA,TX,NULL,2006-03-30,2006-04-01,regional,5,f,NULL,Completed,54,95,81,22.41,13.06,8.6,8.5,5.09,95,0.6957,0.7263,0.1784,14.2653,11.3166,-1.3381,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2006va,2006,NASA / VCU Regional,1141275600,USA,VA,NULL,2006-03-02,2006-03-04,regional,1,f,NULL,Completed,64,102,86,21.98,16.38,9.7,9.03,5.17,102,0.6513,0.5882,0.2208,17.0886,13.3458,-0.5286,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2006wa,2006,Pacific Northwest Regional,1141275600,USA,OR,NULL,2006-03-02,2006-03-04,regional,1,f,NULL,Completed,46,92,77,23.45,14.17,8.76,9.51,5.37,92,0.6442,0.7174,0.2014,15.4292,12.098,-0.8394,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2006wat,2006,Waterloo Regional,1143090000,Canada,ON,NULL,2006-03-23,2006-03-25,regional,4,f,NULL,Completed,30,73,60,48.74,15.81,5.41,12.21,9.73,73,0.7053,0.7808,0.1621,19.6002,14.7186,-3.2847,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2006wi,2006,Wisconsin Regional,1143090000,USA,WI,NULL,2006-03-23,2006-03-25,regional,4,f,NULL,Completed,34,82,68,36.76,17.74,7.24,12.91,8.83,82,0.6987,0.7805,0.1655,19.1458,14.5865,-3.3113,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2006wpi,2006,Battlecry@WPI 7,1151035200,USA,MA,NULL,2006-06-23,2006-06-24,offseason,9,t,NULL,Completed,48,54,54,36.94,22,14.82,14.85,7.21,54,0.6741,0.6667,0.211,21.0172,16.8031,13.9006,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2007arc,2007,Archimedes Division,1176350400,USA,GA,NULL,2007-04-12,2007-04-14,champs_div,8,f,NULL,Completed,86,118,102,53.14,32.19,20.56,15,11.88,118,0.6758,0.6356,0.2091,49.8178,32.2967,-7.2056,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2007az,2007,Arizona Regional,1173330000,NULL,NULL,NULL,2007-03-08,2007-03-10,regional,2,f,NULL,Completed,34,65,48,22.22,6.88,1.35,4.18,5.77,65,0.6811,0.6308,0.1901,20.9177,14.3321,-0.1955,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2007br,2007,Brazil Pilot,1173416400,NULL,NULL,NULL,2007-03-09,2007-03-10,regional,2,f,NULL,Completed,15,31,25,19.71,7.67,NULL,7.79,6.91,31,0.6551,0.7742,0.1604,22.9251,16.1153,-4.1778,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2007ca,2007,Los Angeles Regional,1173330000,NULL,NULL,NULL,2007-03-08,2007-03-10,regional,2,f,NULL,Completed,52,89,72,62.92,16.51,6.3,8.89,12.52,89,0.6956,0.6404,0.1995,40.4532,23.3135,-4.7349,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2007cmp,2007,Einstein Field,1176523200,USA,GA,NULL,2007-04-14,2007-04-14,einstein,8,f,NULL,Completed,12,8,0,65.12,17.89,NULL,25.94,15.89,8,0.592,0.375,0.2863,41.1074,32.0512,30.7013,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2007co,2007,Colorado Regional,1175140800,NULL,NULL,NULL,2007-03-29,2007-03-31,regional,5,f,NULL,Completed,45,86,68,21.65,10.13,4.21,5.19,5.16,86,0.6348,0.5698,0.2305,22.6739,15.4707,-3.949,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2007ct,2007,UTC Connecticut Regional,1173931200,NULL,NULL,NULL,2007-03-15,2007-03-17,regional,3,f,NULL,Completed,49,95,77,53.58,16.86,9.37,9.41,10.37,95,0.6461,0.5895,0.2309,33.9171,22.7418,-1.1742,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2007cur,2007,Curie Division,1176350400,USA,GA,NULL,2007-04-12,2007-04-14,champs_div,8,f,NULL,Completed,86,118,102,67.4,25.55,18.17,13.15,12.75,118,0.6738,0.7373,0.183,43.6714,30.0599,1.0648,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2007dt,2007,Detroit Regional,1173931200,USA,MI,NULL,2007-03-15,2007-03-17,regional,3,f,NULL,Completed,34,84,66,38.11,11.47,1.82,7.21,9.55,84,0.6697,0.6786,0.1926,25.4086,17.6118,0.2188,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2007fl,2007,Florida Regional,1173330000,NULL,NULL,NULL,2007-03-08,2007-03-10,regional,2,f,NULL,Completed,51,84,68,31.46,20.51,9.12,9.46,9.02,84,0.6579,0.631,0.2245,32.644,23.9063,-0.6107,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2007gal,2007,Galileo Division,1176350400,USA,GA,NULL,2007-04-12,2007-04-14,champs_div,8,f,NULL,Completed,86,120,102,61.78,30.67,19.87,13.29,12.56,120,0.6502,0.6583,0.21,45.8674,31.3613,1.7997,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2007gl,2007,Great Lakes Regional,1173330000,USA,MI,NULL,2007-03-08,2007-03-10,regional,2,f,NULL,Completed,59,98,80,69.3,24.4,10.04,10.47,12.31,98,0.6818,0.5816,0.2088,40.4519,25.1121,0.3053,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2007il,2007,Midwest Regional,1173931200,USA,IL,NULL,2007-03-15,2007-03-17,regional,3,f,NULL,Completed,37,81,63,23.61,13.68,4.18,5.99,8.04,81,0.6869,0.679,0.2126,24.5142,18.7464,1.8193,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2007in,2007,Boilermaker Regional,1173931200,USA,IN,NULL,2007-03-15,2007-03-17,regional,3,f,NULL,Completed,39,89,72,26.66,16.05,5.92,8.81,7.24,89,0.651,0.573,0.2435,35.0644,25.112,-2.2258,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2007iri,2007,Indiana Robotics Invitational,1184904000,USA,IN,NULL,2007-07-20,2007-07-21,offseason,9,t,NULL,Completed,72,116,99,65.12,37.54,21.55,18.23,15.07,116,0.6892,0.681,0.2131,55.3388,39.0212,0.2887,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2007is,2007,GM/Technion Israel Regional,1174881600,Israel,NULL,NULL,2007-03-26,2007-03-28,regional,4,f,NULL,Completed,33,78,61,24.27,12.1,3.18,7.16,5.88,78,0.622,0.6282,0.1989,24.0522,17.493,-5.6288,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2007kc,2007,Greater Kansas City Regional,1173931200,USA,MO,NULL,2007-03-15,2007-03-17,regional,3,f,NULL,Completed,44,91,75,33.4,8.94,1.77,4.69,8.02,91,0.6726,0.7363,0.1452,29.4134,15.4384,-1.9798,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2007la,2007,Bayou Regional,1173330000,USA,LA,NULL,2007-03-08,2007-03-10,regional,2,f,NULL,Completed,37,87,72,22.07,13.5,1.72,6.32,6.96,87,0.6631,0.5747,0.2395,18.9854,15.5294,-0.1797,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2007li,2007,SBPLI Long Island Regional,1175140800,USA,NY,NULL,2007-03-29,2007-03-31,regional,5,f,NULL,Completed,41,87,70,27.7,16.2,5.35,7.78,8.14,87,0.6556,0.5862,0.2219,32.5382,20.4512,-1.9241,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
