key,year,name,time,state,country,district,type,week,status,elo_max,elo_top8,elo_top24,elo_mean,elo_sd,opr_max,opr_top8,opr_top24,opr_mean,opr_sd,elo_acc,elo_mse,opr_acc,opr_mse,mix_acc,mix_mse,rp1_acc,rp1_mse,rp2_acc,rp2_mse
2016wimi,2016,Wisconsin Regional,1458705600,WI,USA,NULL,0,4,Completed,1711,1587,1495,1498,75.44,47.56,36.76,28.06,25.56,10.01,0.6887,0.2058,0.6038,0.2215,0.6321,0.2054,0.8539,0.1267,0.882,0.1058
2017abca,2017,Western Canada Regional,1491364800,AB,Canada,NULL,0,6,Completed,1765,1527,1470,1480,81.14,157.45,103.37,62.33,64.37,33.81,0.7416,0.1682,0.6854,0.1781,0.7528,0.1677,0.9861,0.0138,0.9583,0.0396
2017alhu,2017,Rocket City Regional,1490155200,AL,USA,NULL,0,4,Completed,1737,1600,1499,1515,78.59,129.42,97.16,66.91,67.49,26.72,0.7129,0.1839,0.7129,0.1912,0.7327,0.1819,0.9762,0.0234,0.9702,0.0293
2017arc,2017,Archimedes Division,1493179200,MO,USA,NULL,3,8,Completed,1720,1673,1630,1588,74.19,146.92,125.19,109.03,101.42,19.69,0.6378,0.2203,0.6614,0.2312,0.6457,0.2177,0.5455,0.3566,0.8909,0.0965
2017arli,2017,Arkansas Rock City Regional,1488949200,AR,USA,NULL,0,2,Completed,1773,1590,1503,1514,89.36,131.73,81.89,60.87,57.45,30.67,0.7447,0.1575,0.7021,0.1639,0.7021,0.1546,1,0,1,0
2017ausc,2017,Southern Cross Regional,1489377600,All,Australia,NULL,0,2,Completed,1653,1523,1394,1476,81.63,130.28,84.92,28.61,59.83,32.29,0.7183,0.1717,0.6901,0.1876,0.6761,0.1754,0.9911,0.0089,0.9286,0.0685
2017ausp,2017,South Pacific Regional,1489636800,All,Australia,NULL,0,3,Completed,1651,1544,1447,1474,76.37,115.41,95.03,41.54,59.05,32.35,0.6667,0.1777,0.7222,0.1682,0.7222,0.1687,0.9931,0.0068,0.9375,0.0365
2017azfl,2017,Arizona North Regional,1488949200,AZ,USA,NULL,0,2,Completed,1670,1620,1513,1515,75.88,111.72,89.46,57.13,59.49,24.76,0.6731,0.2114,0.6538,0.1993,0.6827,0.201,1,0,1,0
2017azpx,2017,Arizona West Regional,1491364800,AZ,USA,NULL,0,6,Completed,1728,1588,1479,1504,90.96,134.24,106.8,68.36,70.38,33.08,0.7234,0.1763,0.6915,0.1778,0.7021,0.1723,0.9481,0.0508,0.974,0.0252
2017cada,2017,Sacramento Regional,1490155200,CA,USA,NULL,0,4,Completed,1851,1599,1521,1514,87.13,141.45,107.09,77.98,72.46,28.63,0.63,0.2032,0.66,0.2168,0.66,0.2029,1,0,0.9286,0.0651
2017cair,2017,Orange County Regional,1490760000,CA,USA,NULL,0,5,Completed,1729,1591,1505,1497,81.52,151.97,112.77,83.25,76.04,29.94,0.6923,0.193,0.6731,0.1961,0.7019,0.1898,0.9655,0.034,0.9655,0.033
2017calb,2017,Los Angeles Regional,1490241600,CA,USA,NULL,0,4,Completed,1746,1614,1526,1505,88.69,125.68,92.76,69.58,61.75,27.08,0.7103,0.18,0.6822,0.2008,0.729,0.1806,0.9889,0.011,0.9778,0.0193
2017cama,2017,Central Valley Regional,1489035600,CA,USA,NULL,0,2,Completed,1836,1583,1515,1529,78.12,123.92,81.95,54.12,56.02,27.3,0.6067,0.2363,0.6517,0.2277,0.618,0.2206,1,0,0.9789,0.0154
2017cars,2017,Carson Division,1493179200,MO,USA,NULL,3,8,Completed,1799,1711,1640,1610,75.6,159.58,139.85,109.45,103.51,23.27,0.6589,0.2049,0.6357,0.2354,0.6434,0.2131,0.5,0.4034,0.886,0.0986
2017carv,2017,Carver Division,1492574400,TX,USA,NULL,3,8,Completed,1784,1683,1597,1579,79.93,169.67,133.75,106.02,99.46,27.46,0.6769,0.1883,0.6692,0.1946,0.6923,0.1832,0.6027,0.3283,0.8214,0.1466
2017casd,2017,San Diego Regional presented by Qualcomm,1488949200,CA,USA,NULL,0,2,Completed,1711,1603,1544,1513,77.95,127.51,91.49,66.48,57.13,25.97,0.619,0.2164,0.581,0.2411,0.5429,0.2184,1,0.0002,1,0
2017casf,2017,San Francisco Regional,1489636800,CA,USA,NULL,0,3,Completed,1919,1531,1470,1505,96.53,151.3,95.41,54.36,64.79,35.58,0.6905,0.1666,0.7024,0.1716,0.7262,0.1591,1,0.0022,0.942,0.0502
2017casj,2017,Silicon Valley Regional,1490760000,CA,USA,NULL,0,5,Completed,1917,1578,1518,1505,93.04,181.45,107.62,91.87,80.05,32.17,0.6509,0.2137,0.6321,0.2113,0.6792,0.2056,0.9111,0.0868,0.9222,0.0434
2017cave,2017,Ventura Regional,1489550400,CA,USA,NULL,0,3,Completed,1647,1547,1499,1495,56.41,105.07,96.37,55.43,61.85,24.73,0.5591,0.244,0.5161,0.2806,0.5376,0.2507,0.9935,0.0059,1,0
2017chcmp,2017,FIRST Chesapeake District Championship sponsored by Booz Allen Hamilton,1491364800,VA,USA,chs,2,6,Completed,1661,1607,1566,1554,47.3,121.17,109.24,101.01,95.03,14.18,0.5606,0.247,0.5682,0.2585,0.5682,0.2469,0.7974,0.1714,0.9871,0.0128
2017cmpmo,2017,Einstein Field (St. Louis),1493438400,MO,USA,NULL,4,8,Completed,1892,1720,NULL,1706,85.25,286.09,131.73,NULL,123.18,47.62,0.7059,0.2275,0.6471,0.2772,0.5882,0.2179,NULL,NULL,NULL,NULL
2017cmptx,2017,Einstein Field (Houston),1492833600,TX,USA,NULL,4,8,Completed,1840,1703,NULL,1679,94.62,169.67,110.96,NULL,106.11,30.41,0.6471,0.2795,0.5882,0.2847,0.7059,0.2771,NULL,NULL,NULL,NULL
2017code,2017,Colorado Regional,1490155200,CO,USA,NULL,0,4,Completed,1769,1579,1490,1502,86.27,151.66,101.03,72.23,69.68,31.39,0.7255,0.1854,0.7157,0.1771,0.7451,0.1748,0.9943,0.0057,0.9489,0.0464
2017cthar,2017,NE District - Hartford Event,1490932800,CT,USA,ne,1,5,Completed,1804,1605,1531,1539,86.62,159.84,101.46,77.03,79.06,24.18,0.6263,0.2,0.6768,0.2068,0.7071,0.1955,0.9643,0.0291,0.9524,0.023
2017ctwat,2017,NE District - Waterbury Event,1488517200,CT,USA,ne,1,1,Completed,1795,1623,1544,1561,79.67,123.96,77.58,46.94,56.51,24.66,0.6522,0.2262,0.587,0.228,0.5978,0.2167,0.9935,0.004,0.9675,0.0174
2017cur,2017,Curie Division,1493179200,MO,USA,NULL,3,8,Completed,1796,1659,1614,1595,63.39,148.26,125.13,113.37,102.73,20.94,0.5573,0.2566,0.5725,0.2727,0.542,0.2533,0.4956,0.3993,0.9298,0.0575
2017dal,2017,Daly Division,1493179200,MO,USA,NULL,3,8,Completed,1885,1680,1634,1607,68.65,168.81,129.06,114.79,107.92,18.33,0.6489,0.2136,0.5344,0.274,0.5954,0.2338,0.4825,0.4099,0.8904,0.1013
2017dar,2017,Darwin Division,1493179200,MO,USA,NULL,3,8,Completed,1863,1655,1615,1582,81.8,183.25,123.56,107.01,102.16,24.2,0.6692,0.2148,0.6769,0.2178,0.6846,0.2068,0.614,0.3293,0.8026,0.1629
2017flor,2017,Orlando Regional,1488949200,FL,USA,NULL,0,2,Completed,1694,1619,1527,1512,73.89,139.49,99.87,75.09,65.33,32.51,0.69,0.2053,0.71,0.2041,0.71,0.1988,0.9881,0.0118,1,0
2017flwp,2017,South Florida Regional ,1488344400,FL,USA,NULL,0,1,Completed,1710,1591,1499,1514,78.32,118.81,78.19,54.06,56.73,27.26,0.6327,0.2134,0.6837,0.1981,0.6837,0.1973,1,0.0005,1,0.0016
2017gaalb,2017,PCH District - Albany Event,1490241600,GA,USA,pch,1,4,Completed,1691,1502,1386,1455,91.59,126.75,91.31,30.8,60.04,31.61,0.6353,0.1616,0.6588,0.1631,0.6706,0.159,0.9922,0.0078,1,0
2017gacmp,2017,Peachtree State Championship,1491364800,GA,USA,pch,2,6,Completed,1697,1611,1529,1527,84.74,138.35,104.71,86.4,82.99,26.41,0.6762,0.1928,0.6762,0.1992,0.6762,0.1908,0.8556,0.1313,1,0
2017gacol,2017,PCH District - Columbus Event,1489636800,GA,USA,pch,1,3,Completed,1677,1560,1456,1493,86.34,116.67,86.5,43.41,57.35,31.45,0.6703,0.2062,0.7253,0.1662,0.7143,0.1774,0.9932,0.0104,1,0
2017gadal,2017,PCH District - Dalton Event,1489035600,GA,USA,pch,1,2,Completed,1652,1536,1443,1481,77.77,113.77,74.68,31.6,48.94,28.96,0.6341,0.2058,0.6585,0.203,0.6463,0.197,0.9923,0.0048,1,0
2017gagai,2017,PCH District - Gainesville Event,1488517200,GA,USA,pch,1,1,Completed,1668,1550,1460,1496,62.29,71.55,61.11,20.95,34.2,20.4,0.5833,0.2289,0.6071,0.2265,0.5952,0.2193,1,0.0012,1,0
2017gal,2017,Galileo Division,1492574400,TX,USA,NULL,3,8,Completed,1729,1637,1580,1546,77.53,145.41,121.21,105.34,90.86,25.88,0.6202,0.2225,0.6434,0.2217,0.6124,0.2119,0.8571,0.1319,0.9821,0.0175
2017gush,2017,Shenzhen Regional,1488949200,All,China,NULL,0,2,Completed,1584,1490,1447,1459,47.37,110.61,75.61,38.5,48.98,25.35,0.5862,0.2339,0.5977,0.2306,0.5977,0.2278,1,0,0.9783,0.0169
2017hiho,2017,Hawaii Regional,1490760000,HI,USA,NULL,0,5,Completed,1682,1561,1457,1497,86.76,152.21,87.51,45.09,63.72,31,0.6941,0.1858,0.6941,0.1986,0.7529,0.1808,0.9926,0.0075,0.9632,0.0356
2017hop,2017,Hopper Division,1492574400,TX,USA,NULL,3,8,Completed,1740,1657,1595,1553,86.05,132.68,118.67,106.6,91.6,24.11,0.6953,0.2068,0.6328,0.2428,0.6562,0.2159,0.8482,0.1383,0.933,0.0497
2017iacf,2017,Iowa Regional,1490155200,IA,USA,NULL,0,4,Completed,1709,1609,1520,1506,83.39,149.24,106.04,75.24,70.82,30.34,0.7,0.1683,0.65,0.1816,0.69,0.1671,0.9506,0.0394,1,0
2017idbo,2017,Idaho Regional,1490760000,ID,USA,NULL,0,5,Completed,1735,1630,1466,1520,88.84,134.05,100.43,63.54,74.57,26.26,0.6437,0.1971,0.6782,0.2009,0.7011,0.1934,0.9571,0.0423,0.9643,0.0146
2017ilch,2017,Midwest Regional,1490760000,IL,USA,NULL,0,5,Completed,1800,1622,1545,1524,97.62,154.81,114.54,91.59,80.73,31.67,0.7113,0.1819,0.6804,0.2073,0.6598,0.1875,0.9688,0.0307,0.9688,0.0202
2017ilpe,2017,Central Illinois Regional,1489550400,IL,USA,NULL,0,3,Completed,1806,1609,1528,1556,77.95,137.87,91.94,63.29,70.65,28,0.6265,0.2311,0.6024,0.2249,0.6024,0.2187,0.9851,0.0085,0.9552,0.0264
2017incmp,2017,Indiana State Championship,1491451200,IN,USA,fin,2,6,Completed,1733,1627,1545,1588,61.51,134.06,114.89,80.66,95.1,21.08,0.5301,0.2425,0.6386,0.2264,0.6024,0.2274,0.7422,0.1957,1,0.0001
2017inmis,2017,IN District - St. Joseph Event,1489122000,IN,USA,fin,1,2,Completed,1698,1635,1519,1564,72.7,120,98.23,62.87,76.12,25.59,0.6071,0.2294,0.5714,0.2537,0.6548,0.2321,0.9706,0.0212,1,0.0001
2017inpmh,2017,IN District - Perry Meridian Event,1490241600,IN,USA,fin,1,4,Completed,1722,1614,1547,1560,71.82,128.32,111.37,85.17,88.94,21.65,0.7065,0.2044,0.6957,0.2026,0.6957,0.1973,0.8041,0.1285,1,0.0001
2017inwla,2017,IN District - Tippecanoe Event,1488517200,IN,USA,fin,1,1,Completed,1751,1619,1533,1557,76.21,103.88,79.6,55.32,60.37,22.04,0.6196,0.2188,0.6304,0.2144,0.6957,0.2056,0.9605,0.0334,1,0
2017iscmp,2017,FIRST Israel District Championship,1490673600,All,Israel,isr,2,4,Completed,1750,1563,1505,1514,63.21,154.85,105.19,91.62,91.8,19.28,0.5545,0.2566,0.505,0.2793,0.5545,0.2594,0.8795,0.1093,0.9096,0.0706
2017isde1,2017,ISR District Event #1,1488776400,All,Israel,isr,1,1,Completed,1698,1517,1440,1481,75.56,123.51,77.02,43.89,55.07,23.58,0.6,0.2422,0.6533,0.2332,0.6,0.2288,1,0.0039,0.9746,0.0238
2017isde2,2017,ISR District Event #2,1488949200,All,Israel,isr,1,2,Completed,1628,1487,1435,1468,63.17,125.14,68.04,37.15,55.51,26.38,0.6618,0.2383,0.6471,0.2316,0.6618,0.2267,1,0.0014,1,0.0001
2017isde3,2017,ISR District Event #3,1489377600,All,Israel,isr,1,2,Completed,1726,1532,1424,1477,84.88,119.89,101.09,56.89,71.77,28.33,0.72,0.1813,0.64,0.2032,0.72,0.184,1,0.0004,0.9492,0.0351
2017isde4,2017,ISR District Event #4,1489550400,All,Israel,isr,1,3,Completed,1651,1525,1354,1463,89.01,133.16,97.21,37.65,72.24,29.17,0.6774,0.2171,0.6452,0.2175,0.6452,0.2117,1,0.0029,0.9222,0.0416
2017lake,2017,Bayou Regional,1490155200,LA,USA,NULL,0,4,Completed,1764,1599,1520,1506,81.3,132.89,105.57,75.95,67.62,31.28,0.7216,0.1892,0.7526,0.1832,0.7423,0.1796,0.9812,0.0181,1,0.0001
2017mabos,2017,NE District - Greater Boston Event,1489723200,MA,USA,ne,1,3,Completed,1712,1581,1422,1504,94.73,133.08,86.9,48.68,66.53,29.89,0.6962,0.1788,0.6835,0.1822,0.7468,0.1698,0.9758,0.0164,0.9597,0.0269
2017mabri,2017,NE District - SE Mass Event,1489122000,MA,USA,ne,1,2,Completed,1710,1594,1503,1516,81.3,133.54,87.5,53.43,56.33,34.49,0.6471,0.2025,0.7059,0.1943,0.7157,0.1921,0.994,0.0066,1,0.0004
2017marea,2017,NE District - North Shore Event,1489723200,MA,USA,ne,1,3,Completed,1687,1613,1501,1529,87.13,144.53,101.78,62.76,71.88,32.44,0.6768,0.1987,0.6667,0.2101,0.697,0.1972,0.9875,0.0114,0.9938,0.0062
2017mawor,2017,NE District - Worcester Polytechnic Institute Event,1488949200,MA,USA,ne,1,2,Completed,1769,1592,1531,1534,69.75,110.69,81.98,53.47,59.66,25.12,0.5918,0.2544,0.6327,0.236,0.602,0.2386,0.9812,0.0178,1,0.0001
2017mdbet,2017,CHS District - Greater DC Event sponsored by Accenture,1489122000,MD,USA,chs,1,2,Completed,1669,1560,1481,1498,72.38,127.39,84.41,42.19,52.77,29.65,0.6354,0.1979,0.7188,0.1905,0.6979,0.187,0.9936,0.0162,1,0
2017mdedg,2017,CHS District - Central Maryland Event sponsored by Leidos,1490328000,MD,USA,chs,1,4,Completed,1627,1532,1466,1473,78.21,104.95,92.74,62.13,64.6,26.11,0.6122,0.2049,0.6531,0.2001,0.6429,0.1955,1,0.0019,1,0
2017mdowi,2017,CHS District - Northern Maryland Event,1489723200,MD,USA,chs,1,3,Completed,1663,1592,1465,1495,88.17,107.96,93.49,55.52,63.86,28.68,0.6458,0.2006,0.625,0.221,0.6458,0.205,0.9872,0.0151,1,0
2017melew,2017,NE District - Pine Tree Event,1490846400,ME,USA,ne,1,5,Completed,1717,1586,1501,1520,87.59,115.15,105.87,77.38,81.26,23.27,0.6531,0.2166,0.6327,0.2334,0.6633,0.2199,0.975,0.0217,0.925,0.0503
2017miann,2017,FIM District - Ann Arbor Pioneer Event,1489035600,MI,USA,fim,1,2,Completed,1797,1586,1509,1530,79.22,123.31,92.77,55.89,65.72,27.35,0.4947,0.2669,0.5684,0.2256,0.5579,0.2387,1,0.0026,1,0
2017mibro,2017,FIM District - Woodhaven Event,1490241600,MI,USA,fim,1,4,Completed,1699,1590,1519,1527,78.55,118.88,97.21,67.8,70.72,27.74,0.6667,0.2057,0.6562,0.1836,0.6771,0.189,1,0.0006,1,0
2017micen,2017,FIM District - Center Line Event,1489035600,MI,USA,fim,1,2,Completed,1685,1532,1468,1493,68.49,123.36,73.49,33.52,48.79,28.61,0.6848,0.1944,0.7391,0.1812,0.6848,0.1824,1,0.0001,1,0
2017micmp,2017,Michigan State Championship,1492228800,MI,USA,fim,2,7,Completed,1767,1635,NULL,1655,55.87,150.21,95.86,NULL,105.4,21.13,1,0.1123,1,0.0654,1,0.0858,NULL,NULL,NULL,NULL
2017micmp1,2017,Michigan State Championship - Consumers Energy Division,1491969600,MI,USA,fim,2,7,Completed,1680,1632,1575,1590,47.32,125.87,114.53,96.99,99.89,14.29,0.5625,0.2517,0.5104,0.247,0.5729,0.2416,0.6813,0.2432,0.9938,0.0063
2017micmp2,2017,Michigan State Championship - Dow Division,1491969600,MI,USA,fim,2,7,Completed,1739,1643,1572,1592,58.84,142.82,117.45,99.4,102.34,17.57,0.5729,0.2492,0.5833,0.2411,0.6354,0.238,0.6438,0.2486,0.9313,0.0372
2017micmp3,2017,Michigan State Championship - DTE Energy Foundation Division,1491969600,MI,USA,fim,2,7,Completed,1731,1664,1570,1591,55.94,146.59,112.07,94.76,99.48,16.53,0.5758,0.2334,0.5556,0.2311,0.596,0.2214,0.6937,0.2228,0.95,0.0301
2017micmp4,2017,Michigan State Championship - Ford Division,1491969600,MI,USA,fim,2,7,Completed,1712,1656,1579,1598,57.87,128.36,119.66,97.4,100.45,18.55,0.5859,0.2465,0.596,0.2418,0.6061,0.2335,0.6312,0.2652,0.9375,0.0391
2017miesc,2017,FIM District - Escanaba Event,1489636800,MI,USA,fim,1,3,Completed,1641,1578,1459,1504,68.76,107.58,83.38,40.02,53.03,27.17,0.6979,0.1743,0.7083,0.174,0.7396,0.1684,0.9936,0.0053,1,0
2017migay,2017,FIM District - Gaylord Event,1489636800,MI,USA,fim,1,3,Completed,1762,1574,1475,1505,81.83,149.89,95.36,49.58,65.06,28.7,0.6289,0.203,0.6082,0.2038,0.6392,0.1998,0.9688,0.0239,1,0
2017migul,2017,FIM District - Gull Lake Event,1489636800,MI,USA,fim,1,3,Completed,1624,1562,1490,1506,61.99,118.67,92.15,74.05,70.4,25.67,0.5625,0.2413,0.5938,0.2396,0.5833,0.2349,0.9875,0.0135,1,0
2017mihow,2017,FIM District - Howell Event,1490846400,MI,USA,fim,1,5,Completed,1644,1593,1531,1536,63.65,120.81,97.54,76.62,81.27,20.83,0.6196,0.2318,0.5326,0.2474,0.6087,0.2331,0.9872,0.0137,1,0.0001
2017mike2,2017,FIM District - Kettering University Event #2,1489035600,MI,USA,fim,1,2,Completed,1757,1596,1492,1525,84.03,133.07,94.1,53.38,65.57,29.86,0.6596,0.2168,0.6596,0.1987,0.6702,0.2012,0.9808,0.0195,0.9744,0.0158
2017miken,2017,FIM District - East Kentwood Event,1490846400,MI,USA,fim,1,5,Completed,1678,1572,1489,1502,96.88,126.2,103.1,74.54,79.05,27.95,0.6458,0.2164,0.7083,0.2093,0.6771,0.2046,0.9936,0.006,0.9551,0.0338
2017miket,2017,FIM District - Kettering University Event #1,1488430800,MI,USA,fim,1,1,Completed,1676,1572,1479,1509,74.82,105.12,81.29,56.42,60.6,21.95,0.6593,0.1942,0.5934,0.2108,0.6813,0.1971,0.9868,0.0107,1,0.0001
2017milak,2017,FIM District - Lakeview Event,1488430800,MI,USA,fim,1,1,Completed,1653,1558,1481,1503,63.56,124.6,74.94,35.27,48.18,28.19,0.5938,0.2165,0.6667,0.1984,0.6042,0.2006,0.9938,0.0052,1,0
2017milan,2017,FIM District - Lansing Event,1490241600,MI,USA,fim,1,4,Completed,1668,1619,1529,1540,83.1,118.28,104.59,80.51,81.04,25.61,0.7113,0.2154,0.6598,0.2186,0.701,0.2113,0.9437,0.0372,1,0.0001
2017miliv,2017,FIM District - Livonia Event,1491451200,MI,USA,fim,1,6,Completed,1608,1577,1469,1485,77.02,108.97,99.03,69.81,70.96,25.32,0.6327,0.2265,0.6327,0.2515,0.6327,0.231,0.9939,0.0065,1,0
2017milsu,2017,FIM District - Lake Superior State University Event,1490846400,MI,USA,fim,1,5,Completed,1636,1559,1465,1495,74.86,121.36,92.2,65.4,74.1,23.73,0.7368,0.1808,0.6842,0.1745,0.7053,0.1742,0.9551,0.0351,1,0
2017mimar,2017,FIM District - Marysville Event,1491451200,MI,USA,fim,1,6,Completed,1640,1579,1524,1529,60.36,134.49,103.59,82.57,86.41,22.12,0.6042,0.2363,0.5729,0.221,0.625,0.2228,0.9062,0.0715,1,0
2017mimid,2017,FIM District - Midland Event,1490241600,MI,USA,fim,1,4,Completed,1670,1577,1486,1502,74.77,119.53,97.46,70.58,72.83,25.35,0.6632,0.1964,0.7368,0.1775,0.7368,0.1829,0.9808,0.0176,1,0
2017mishe,2017,FIM District - Shepherd Event,1491451200,MI,USA,fim,1,6,Completed,1756,1527,1455,1480,81.54,145.9,104.1,74.79,80.82,25.14,0.6804,0.2086,0.6082,0.229,0.6392,0.2143,0.9375,0.0493,0.975,0.0223
2017misjo,2017,FIM District - St. Joseph Event,1489035600,MI,USA,fim,1,2,Completed,1760,1625,1513,1546,81.3,111.66,89.63,57.29,62.15,25.48,0.7396,0.1667,0.6771,0.1977,0.7604,0.1714,0.9688,0.019,0.9563,0.0332
2017misou,2017,FIM District - Southfield Event,1488430800,MI,USA,fim,1,1,Completed,1851,1648,1516,1553,91.84,134.7,74.84,47.3,53.7,27.89,0.7113,0.193,0.7216,0.1832,0.7113,0.1817,0.975,0.0176,1,0.0003
2017mitry,2017,FIM District - Troy Event,1490846400,MI,USA,fim,1,5,Completed,1740,1628,1500,1533,98.25,136.28,104.15,62.75,72.61,31.49,0.6837,0.2043,0.6837,0.2112,0.6837,0.203,0.9817,0.0215,0.9756,0.0188
2017mitvc,2017,FIM District - Traverse City Event,1491451200,MI,USA,fim,1,6,Completed,1677,1555,1482,1497,70.64,117.44,94.47,76.23,75.95,22.56,0.6,0.2268,0.5895,0.2488,0.5895,0.2332,0.9808,0.0173,1,0
2017miwat,2017,FIM District - Waterford Event,1489636800,MI,USA,fim,1,3,Completed,1797,1636,1494,1537,102.09,136.33,96.62,59.22,67.03,31.29,0.7629,0.1724,0.7113,0.1927,0.732,0.1734,0.9563,0.0331,1,0.0003
2017miwmi,2017,FIM District - West Michigan Event,1490241600,MI,USA,fim,1,4,Completed,1695,1642,1496,1527,100.66,139.5,113.28,56.8,69.8,36.99,0.7,0.1956,0.66,0.2159,0.69,0.1967,0.9573,0.0321,1,0
2017mndu,2017,Lake Superior Regional,1488344400,MN,USA,NULL,0,1,Completed,1699,1569,1490,1478,63.6,131.27,99.93,72.42,60.55,30.71,0.5842,0.2231,0.6832,0.2142,0.6535,0.2096,0.994,0.0063,1,0.0001
2017mndu2,2017,Northern Lights Regional,1488344400,MN,USA,NULL,0,1,Completed,1771,1607,1496,1503,83.34,127.85,91.92,67.38,59,28.17,0.5979,0.2346,0.5876,0.2487,0.6289,0.233,0.9938,0.0059,1,0.0006
2017mnmi,2017,Minnesota 10000 Lakes Regional,1491364800,MN,USA,NULL,0,6,Completed,1683,1556,1497,1476,76.03,137.81,106.83,78.77,69.63,31,0.5743,0.2065,0.6634,0.1945,0.6931,0.193,0.9762,0.0242,0.994,0.0057
2017mnmi2,2017,Minnesota North Star Regional,1491364800,MN,USA,NULL,0,6,Completed,1732,1589,1493,1481,86.37,136.75,125.64,89.03,75.49,38.19,0.6598,0.2081,0.701,0.1859,0.7113,0.1859,0.975,0.0239,1,0.0001
2017mokc,2017,Greater Kansas City Regional,1489550400,MO,USA,NULL,0,3,Completed,1783,1586,1504,1499,89.82,137.67,102.6,74.64,68.54,31.24,0.7196,0.183,0.6822,0.1998,0.6636,0.1837,0.9833,0.0187,0.9833,0.0148
2017mosl,2017,St. Louis Regional,1488949200,MO,USA,NULL,0,2,Completed,1663,1585,1525,1513,71.07,122.84,94.55,65.23,63.15,25.61,0.6408,0.2093,0.6893,0.199,0.6311,0.1978,0.9885,0.0108,0.9713,0.0261
2017mrcmp,2017,FIRST Mid-Atlantic District Championship sponsored by Johnson & Johnson,1491364800,PA,USA,fma,2,6,Completed,1762,1682,1634,1619,54.78,133.89,119.97,106.44,99.72,18.28,0.5956,0.2281,0.5662,0.2537,0.5809,0.2299,0.6542,0.2666,0.975,0.0167
2017mxtl,2017,Toluca Regional,1488344400,All,Mexico,NULL,0,1,Completed,1607,1506,1453,1467,44.38,87.61,52.73,31.4,36.72,17.62,0.6629,0.2199,0.5955,0.2315,0.6629,0.2207,1,0,1,0
2017mxto,2017,Laguna Regional,1490760000,All,Mexico,NULL,0,5,Completed,1674,1523,1434,1471,75.24,122.22,79.19,42.84,60.87,26.82,0.6875,0.2057,0.6,0.2287,0.6625,0.2128,1,0,0.9385,0.0529
2017ncash,2017,NC District - UNC Asheville Event,1489723200,NC,USA,fnc,1,3,Completed,1679,1548,1412,1502,88.61,125.88,93.75,42.54,76.42,26.07,0.7162,0.1818,0.7027,0.205,0.7162,0.1888,0.9444,0.0454,1,0
2017nccmp,2017,FIRST North Carolina State Championship,1490932800,NC,USA,fnc,2,5,Completed,1651,1597,1491,1540,61.64,131.63,107.45,80.8,91.03,22.1,0.6125,0.2344,0.6,0.2306,0.675,0.2197,0.875,0.1182,0.9375,0.0587
2017ncgre,2017,NC District - Greensboro Event,1489035600,NC,USA,fnc,1,2,Completed,1655,1523,1431,1485,66.94,132.27,75.02,37.77,54.56,28.39,0.675,0.1902,0.725,0.1795,0.7,0.1806,1,0.0011,1,0.0007
2017ncral,2017,NC District - Raleigh Event,1490241600,NC,USA,fnc,1,4,Completed,1651,1539,1426,1483,82.16,126.09,94.72,58.36,71.55,29.03,0.6341,0.1953,0.6829,0.2081,0.6829,0.1949,0.9848,0.0129,0.9924,0.0077
2017ncwin,2017,NC District - Pitt County Event,1488517200,NC,USA,fnc,1,1,Completed,1650,1527,1437,1494,64.72,109.76,67.67,33.95,54.76,26.32,0.5641,0.2106,0.6795,0.191,0.6282,0.1905,1,0.0014,1,0
2017necmp,2017,New England District Championship,1491364800,NH,USA,ne,2,6,Completed,1798,1658,1611,1600,58.6,135.14,121.32,105.75,100.26,16.78,0.6507,0.22,0.5616,0.253,0.5959,0.2273,0.6875,0.2101,0.9023,0.0668
2017new,2017,Newton Division,1492574400,TX,USA,NULL,3,8,Completed,1827,1659,1591,1573,87.05,147.34,127.11,106.28,96.14,25.07,0.6899,0.1892,0.6434,0.2205,0.6667,0.1953,0.7679,0.2084,0.8661,0.1011
2017nhbed,2017,NE District - Southern NH Event,1490328000,NH,USA,ne,1,4,Completed,1656,1599,1490,1513,85.27,123.87,106.6,72.37,76.47,29.53,0.6458,0.2009,0.625,0.1974,0.6146,0.1948,0.9329,0.0558,1,0.0001
2017nhfoc,2017,FIRST Festival of Champions,1501300800,NH,USA,NULL,4,8,Completed,1893,NULL,NULL,1703,85.12,168.81,NULL,NULL,115.92,25.18,0.6,0.2867,0.6,0.2668,0.6,0.2762,NULL,NULL,NULL,NULL
2017nhgrs,2017,NE District - Granite State Event,1488517200,NH,USA,ne,1,1,Completed,1703,1604,1503,1527,66.45,128.37,89.87,55.9,65.21,29.6,0.5795,0.2295,0.6932,0.1814,0.6136,0.197,0.9444,0.0418,1,0.0002
2017njbri,2017,MAR District - Bridgewater-Raritan Event,1489723200,NJ,USA,fma,1,3,Completed,1733,1637,1512,1552,87.79,121.42,103.07,56.03,71.37,31.25,0.6667,0.191,0.6333,0.2059,0.7,0.1923,0.9865,0.018,1,0.0001
2017njfla,2017,MAR District - Mount Olive Event,1489122000,NJ,USA,fma,1,2,Completed,1746,1612,1506,1558,73.91,108.52,73.93,42.8,52.86,24.46,0.6222,0.212,0.6444,0.2245,0.6222,0.2106,0.9797,0.016,1,0.0001
