key,year,name,time,state,country,district,type,week,status,elo_max,elo_top8,elo_top24,elo_mean,elo_sd,opr_max,opr_top8,opr_top24,opr_mean,opr_sd,elo_acc,elo_mse,opr_acc,opr_mse,mix_acc,mix_mse,rp1_acc,rp1_mse,rp2_acc,rp2_mse
2002ca,2002,Southern California Regional,1017892800,CA,USA,NULL,0,5,Completed,1592,1554,1502,1500,40.63,22.13,18.47,15.94,14.45,3.73,0.5294,0.2452,0.521,0.2551,0.5294,0.245,NULL,NULL,NULL,NULL
2002cmp,2002,Einstein Field,1019880000,FL,USA,NULL,4,8,Completed,1712,1517,NULL,1588,68.11,18.6,14.22,NULL,14.77,1.45,0.8571,0.1636,0.2857,0.2941,0.8571,0.2102,NULL,NULL,NULL,NULL
2002ct,2002,UTC New England Regional,1017892800,CT,USA,NULL,0,5,Completed,1632,1585,1536,1506,68.69,28.58,24.67,18.65,16.55,6.7,0.6389,0.2175,0.6389,0.2335,0.6528,0.2192,NULL,NULL,NULL,NULL
2002fl,2002,NASA KSC Southeast Regional,1015477200,FL,USA,NULL,0,1,Completed,1606,1554,1500,1500,52.97,26.87,19.75,15.22,15.07,5.09,0.5447,0.2332,0.5122,0.2669,0.5285,0.2451,NULL,NULL,NULL,NULL
2002gl,2002,Great Lakes Regional,1016683200,MI,USA,NULL,0,3,Completed,1668,1558,1512,1502,54.51,30.41,22.73,17.1,15.28,6.14,0.584,0.2337,0.536,0.2679,0.552,0.242,NULL,NULL,NULL,NULL
2002il,2002,Motorola Midwest Regional,1017288000,IL,USA,NULL,0,4,Completed,1653,1553,1499,1495,53.72,24.04,19.37,14.64,15.14,4.4,0.595,0.2367,0.5207,0.259,0.5289,0.2416,NULL,NULL,NULL,NULL
2002li,2002,SBPLI Long Island Regional,1016078400,NY,USA,NULL,0,2,Completed,1617,1543,1477,1500,48.36,25.54,18.14,13.54,14.66,3.71,0.5263,0.2458,0.5702,0.2717,0.5614,0.2504,NULL,NULL,NULL,NULL
2002mi,2002,Western Michigan Regional,1017892800,MI,USA,NULL,0,5,Completed,1620,1559,1497,1500,61.54,28.05,21.08,14.75,16.62,4.43,0.5043,0.2477,0.4957,0.267,0.4696,0.2506,NULL,NULL,NULL,NULL
2002mo,2002,St. Louis Regional,1017892800,MO,USA,NULL,0,5,Completed,1602,1568,1511,1503,49.07,26.77,19.35,15.85,14.99,4.63,0.575,0.2375,0.5583,0.2576,0.575,0.2408,NULL,NULL,NULL,NULL
2002new,2002,Newton Division,1019707200,FL,USA,NULL,3,8,Completed,1679,1600,1532,1513,62.5,37.57,22.89,18.58,16.54,5.53,0.5586,0.2291,0.5448,0.2714,0.5379,0.2399,NULL,NULL,NULL,NULL
2002nj,2002,J&J Mid Atlantic Regional,1016683200,NJ,USA,NULL,0,3,Completed,1622,1539,1455,1496,51.87,28.98,17.78,11.21,15.25,5.94,0.5755,0.2206,0.6226,0.2195,0.566,0.2126,NULL,NULL,NULL,NULL
2002ny,2002,New York City Regional,1016683200,NY,USA,NULL,0,3,Completed,1651,1559,1485,1504,67.81,23.27,18.07,13.49,15.19,4.45,0.6195,0.2286,0.5929,0.2541,0.6106,0.2348,NULL,NULL,NULL,NULL
2002oh,2002,Buckeye Regional,1016078400,OH,USA,NULL,0,2,Completed,1611,1540,1512,1501,41.52,36.34,24.57,16.68,15.26,7.68,0.4828,0.2389,0.4741,0.2919,0.4914,0.2496,NULL,NULL,NULL,NULL
2002on,2002,Canadian Regional,1017892800,ON,Canada,NULL,0,5,Completed,1602,1546,1485,1493,48.76,28.55,19.53,14.88,15.65,4.28,0.4957,0.2373,0.547,0.2697,0.547,0.2462,NULL,NULL,NULL,NULL
2002pa,2002,Philadelphia Alliance Regional,1016683200,PA,USA,NULL,0,3,Completed,1593,1562,1498,1499,51.77,23.53,19.51,15.14,15.72,4.05,0.6,0.2292,0.5385,0.2586,0.5615,0.2392,NULL,NULL,NULL,NULL
2002sj,2002,Silicon Valley Regional,1017288000,CA,USA,NULL,0,4,Completed,1590,1538,1501,1497,42,21.76,18.7,15.33,14.69,3.79,0.5,0.2519,0.4766,0.2891,0.4531,0.266,NULL,NULL,NULL,NULL
2002tx,2002,Lone Star Regional,1016078400,TX,USA,NULL,0,2,Completed,1611,1545,1489,1500,44.74,23.85,19.35,13.68,14.51,4.24,0.5676,0.2335,0.5135,0.2624,0.5405,0.2431,NULL,NULL,NULL,NULL
2002va,2002,NASA Langley / VCU Regional,1015477200,VA,USA,NULL,0,1,Completed,1619,1550,1511,1500,42.09,26.94,20.1,15.72,13.69,5.54,0.5076,0.2403,0.4773,0.2671,0.5076,0.2474,NULL,NULL,NULL,NULL
2002wa,2002,Pacific Northwest Regional,1017288000,WA,USA,NULL,0,4,Completed,1600,1535,1478,1500,46.43,19.27,16.13,12.59,14.29,2.99,0.4775,0.2565,0.4234,0.2837,0.4505,0.2651,NULL,NULL,NULL,NULL
2003arc,2003,Archimedes Division,1049947200,TX,USA,NULL,3,8,Completed,1720,1614,1562,1512,89.6,55.9,48.47,36.66,27,15.34,0.5845,0.2462,0.6268,0.2276,0.6197,0.2281,NULL,NULL,NULL,NULL
2003az,2003,Arizona Regional,1047528000,AZ,USA,NULL,0,2,Completed,1670,1551,1451,1482,78.91,55.97,37.55,20.84,25.06,14.48,0.6724,0.2152,0.6466,0.219,0.6724,0.2126,NULL,NULL,NULL,NULL
2003ca,2003,Southern California Regional,1049342400,CA,USA,NULL,0,5,Completed,1731,1568,1474,1470,85.38,69.38,44.87,30.14,26.15,16.36,0.6638,0.212,0.5862,0.2442,0.6466,0.222,NULL,NULL,NULL,NULL
2003cmp,2003,Einstein Field,1050120000,TX,USA,NULL,4,8,Completed,1718,1619,NULL,1634,51.06,52.23,24.2,NULL,31.12,10.13,0.8333,0.1597,0.3333,0.2874,0.6667,0.1975,NULL,NULL,NULL,NULL
2003ct,2003,UTC New England Regional,1047528000,CT,USA,NULL,0,2,Completed,1655,1568,1468,1489,77.55,51.19,35.03,23.18,24.23,12.06,0.6147,0.2194,0.633,0.234,0.6514,0.2197,NULL,NULL,NULL,NULL
2003cur,2003,Curie Division,1049947200,TX,USA,NULL,3,8,Completed,1778,1667,1575,1527,97.11,64.26,42.48,32.88,25.87,13.85,0.6571,0.1863,0.5929,0.2376,0.6214,0.2029,NULL,NULL,NULL,NULL
2003fl,2003,Central Florida Regional,1048132800,FL,USA,NULL,0,3,Completed,1639,1574,1463,1487,91.06,67.13,43.4,22.86,28.22,17.2,0.5726,0.2374,0.5897,0.2507,0.6068,0.2371,NULL,NULL,NULL,NULL
2003ga,2003,Peachtree Regional,1048737600,GA,USA,NULL,0,4,Completed,1637,1548,1457,1467,78.55,60.39,40.5,19.43,23.96,15.75,0.6789,0.2035,0.633,0.2193,0.6606,0.2056,NULL,NULL,NULL,NULL
2003gal,2003,Galileo Division,1049947200,TX,USA,NULL,3,8,Completed,1624,1594,1529,1503,65.86,57.72,37.92,27.96,23.57,12.39,0.5423,0.2466,0.5423,0.2574,0.5986,0.2398,NULL,NULL,NULL,NULL
2003gl,2003,Great Lakes Regional,1048132800,MI,USA,NULL,0,3,Completed,1690,1583,1520,1490,74.01,61.2,49.85,32.64,26.15,16.68,0.6379,0.2254,0.6207,0.2718,0.6034,0.2386,NULL,NULL,NULL,NULL
2003il,2003,Midwest Regional,1048737600,IL,USA,NULL,0,4,Completed,1665,1570,1498,1487,75.26,58.38,42.63,26.05,24.93,14.05,0.625,0.2168,0.6,0.234,0.625,0.2148,NULL,NULL,NULL,NULL
2003li,2003,SBPLI Long Island Regional,1048132800,NY,USA,NULL,0,3,Completed,1728,1569,1441,1498,93.67,51.84,34.67,14.96,23.63,13.94,0.6907,0.2045,0.6082,0.2203,0.6804,0.2081,NULL,NULL,NULL,NULL
2003md,2003,Chesapeake Regional,1047528000,MD,USA,NULL,0,2,Completed,1599,1560,1516,1486,73.49,77.95,48.26,30.19,26.59,19.49,0.5676,0.2428,0.5135,0.2733,0.5225,0.2481,NULL,NULL,NULL,NULL
2003mi,2003,West Michigan Regional,1049342400,MI,USA,NULL,0,5,Completed,1687,1577,1483,1491,79.9,58.51,36.07,20.57,25.35,13.44,0.5877,0.219,0.5702,0.2525,0.6053,0.2294,NULL,NULL,NULL,NULL
2003mo,2003,St. Louis Regional,1046926800,MO,USA,NULL,0,1,Completed,1613,1555,1473,1471,62.34,60.63,44.16,26.04,26.02,14.12,0.6694,0.2092,0.7097,0.1969,0.6935,0.1967,NULL,NULL,NULL,NULL
2003new,2003,Newton Division,1049947200,TX,USA,NULL,3,8,Completed,1715,1626,1547,1507,88.63,53.02,44.67,32.88,25.1,14.21,0.6549,0.1967,0.6127,0.2213,0.662,0.1976,NULL,NULL,NULL,NULL
2003nh,2003,BAE SYSTEMS Granite State Regional,1046926800,NH,USA,NULL,0,1,Completed,1653,1569,1483,1491,79.11,50.16,33.42,21.36,23.58,10.66,0.6129,0.2258,0.6532,0.2436,0.6855,0.2279,NULL,NULL,NULL,NULL
2003nj,2003,J&J Mid-Atlantic Regional,1049342400,NJ,USA,NULL,0,5,Completed,1625,1543,1463,1481,68.48,54.98,36.28,20.3,23.52,12.48,0.6129,0.2253,0.5887,0.2341,0.6048,0.2214,NULL,NULL,NULL,NULL
2003ny,2003,New York City Regional,1048132800,NY,USA,NULL,0,3,Completed,1696,1550,1387,1478,106.27,68.67,31.34,11.91,23.49,16.11,0.6392,0.2131,0.6082,0.2485,0.6186,0.2248,NULL,NULL,NULL,NULL
2003oh,2003,Buckeye Regional,1046926800,OH,USA,NULL,0,1,Completed,1606,1542,1507,1481,58.78,63.37,39.06,30.07,24.24,12.69,0.632,0.2249,0.584,0.2554,0.584,0.2333,NULL,NULL,NULL,NULL
2003on,2003,Canadian Regional,1048737600,ON,Canada,NULL,0,4,Completed,1681,1546,1480,1473,89.64,67.34,41.69,28.21,25.8,17.65,0.6121,0.2259,0.5603,0.2721,0.5948,0.2399,NULL,NULL,NULL,NULL
2003pa,2003,Philadelphia Regional,1048737600,PA,USA,NULL,0,4,Completed,1731,1553,1494,1500,74.28,48.17,35.61,24.36,24.58,11.7,0.5575,0.255,0.5398,0.269,0.5487,0.2543,NULL,NULL,NULL,NULL
2003pit,2003,Pittsburgh Regional,1047528000,PA,USA,NULL,0,2,Completed,1634,1525,1443,1480,66.88,54.29,32.23,13.85,22.65,13.28,0.6061,0.2423,0.5556,0.2748,0.5859,0.2469,NULL,NULL,NULL,NULL
2003sac,2003,Sacramento Regional,1046926800,CA,USA,NULL,0,1,Completed,1646,1549,1336,1476,93.29,47.07,33.76,7.5,24.19,13.02,0.713,0.1929,0.6481,0.2067,0.6574,0.1961,NULL,NULL,NULL,NULL
2003sj,2003,Silicon Valley Regional,1048737600,CA,USA,NULL,0,4,Completed,1645,1550,1484,1486,72.17,51.15,39.01,23.89,24.37,14.32,0.5424,0.2313,0.5678,0.2525,0.5763,0.2341,NULL,NULL,NULL,NULL
2003tx,2003,Lone Star Regional,1049342400,TX,USA,NULL,0,5,Completed,1653,1528,1407,1472,80.21,59.77,35.73,11.4,23.84,15.81,0.59,0.23,0.63,0.221,0.65,0.2182,NULL,NULL,NULL,NULL
2003va,2003,NASA / VCU Regional,1046926800,VA,USA,NULL,0,1,Completed,1639,1550,1493,1475,65.61,78.01,45.35,29.7,25.21,17.2,0.5868,0.23,0.595,0.2603,0.5868,0.2382,NULL,NULL,NULL,NULL
2003wa,2003,Pacific Northwest Regional,1049342400,WA,USA,NULL,0,5,Completed,1744,1551,1443,1482,85.57,82.5,38.91,21.13,26.15,16.24,0.6542,0.2012,0.6168,0.2214,0.6075,0.2044,NULL,NULL,NULL,NULL
2004arc,2004,Archimedes Division,1082001600,GA,USA,NULL,3,8,Completed,1858,1712,1594,1538,116.51,96.92,77.67,51.2,39.08,25.07,0.7007,0.1939,0.6259,0.2298,0.6803,0.2024,NULL,NULL,NULL,NULL
2004az,2004,Arizona Regional,1078981200,AZ,USA,NULL,0,2,Completed,1716,1560,1469,1502,68.08,64.41,30.02,13.57,21.23,16,0.679,0.185,0.642,0.1775,0.6914,0.1746,NULL,NULL,NULL,NULL
2004ca,2004,Southern California Regional,1080187200,CA,USA,NULL,0,4,Completed,1754,1564,1470,1474,81.65,85.82,42.68,24.76,23.49,19.18,0.6581,0.1979,0.6325,0.214,0.6496,0.1987,NULL,NULL,NULL,NULL
2004cmp,2004,Einstein Field,1082174400,GA,USA,NULL,4,8,Completed,1786,1594,NULL,1678,63.04,81.37,32.58,NULL,48.34,13.76,0.625,0.2273,0.75,0.1746,0.75,0.1886,NULL,NULL,NULL,NULL
2004co,2004,Colorado Regional,1080187200,CO,USA,NULL,0,4,Completed,1803,1526,1453,1475,73.24,71.49,37.64,16.48,21.92,16.94,0.6796,0.2114,0.7087,0.1961,0.6893,0.1965,NULL,NULL,NULL,NULL
2004ct,2004,UTC New England Regional,1079582400,CT,USA,NULL,0,3,Completed,1673,1595,1455,1505,89.63,74.77,53.03,26.61,36.27,19.14,0.6436,0.2181,0.5941,0.2316,0.6337,0.2181,NULL,NULL,NULL,NULL
2004cur,2004,Curie Division,1082001600,GA,USA,NULL,3,8,Completed,1907,1649,1575,1535,98,87.03,68,50.89,38.78,21.69,0.6207,0.2151,0.5793,0.2514,0.5586,0.2209,NULL,NULL,NULL,NULL
2004dt,2004,Detroit Regional,1079582400,MI,USA,NULL,0,3,Completed,1638,1533,1442,1489,62.34,59.57,39.34,16.54,26.01,15.51,0.5789,0.2234,0.5895,0.2245,0.5895,0.2172,NULL,NULL,NULL,NULL
2004fl,2004,Florida Regional,1078981200,FL,USA,NULL,0,2,Completed,1700,1560,1465,1496,86.25,69.42,41.78,17.63,26.02,17.85,0.6117,0.2154,0.6408,0.189,0.6602,0.1936,NULL,NULL,NULL,NULL
2004ga,2004,Peachtree Regional,1079582400,GA,USA,NULL,0,3,Completed,1692,1526,1441,1462,65.04,87.81,41.4,18.44,21.78,18.63,0.578,0.2156,0.6147,0.2021,0.633,0.2018,NULL,NULL,NULL,NULL
2004gal,2004,Galileo Division,1082001600,GA,USA,NULL,3,8,Completed,1770,1658,1583,1525,106.53,99.63,64.94,49.29,37.09,23.52,0.662,0.2114,0.6972,0.2132,0.6831,0.2018,NULL,NULL,NULL,NULL
2004gl,2004,Great Lakes Regional,1078981200,MI,USA,NULL,0,2,Completed,1686,1598,1520,1508,70.96,65.53,49.41,26.08,24.72,17.29,0.6514,0.2011,0.6697,0.1886,0.7064,0.1818,NULL,NULL,NULL,NULL
2004il,2004,Midwest Regional,1080187200,IL,USA,NULL,0,4,Completed,1753,1606,1501,1503,85.56,87.79,68.37,37.22,33.02,26.07,0.5909,0.2196,0.5727,0.2481,0.6091,0.2249,NULL,NULL,NULL,NULL
2004li,2004,SBPLI Long Island Regional,1079582400,NY,USA,NULL,0,3,Completed,1754,1552,1463,1502,80.39,70.04,41.27,19.31,28.28,16.38,0.619,0.2231,0.6667,0.2307,0.6286,0.2208,NULL,NULL,NULL,NULL
2004md,2004,Chesapeake Regional,1079582400,MD,USA,NULL,0,3,Completed,1682,1558,1500,1488,67.54,77.9,50.43,30.39,27.09,18.84,0.5798,0.2331,0.6555,0.2158,0.6471,0.2133,NULL,NULL,NULL,NULL
2004mi,2004,West Michigan Regional,1080792000,MI,USA,NULL,0,5,Completed,1734,1614,1481,1510,87.73,90.12,59.81,33.96,36.41,23.11,0.5586,0.2433,0.6306,0.2404,0.6667,0.2292,NULL,NULL,NULL,NULL
2004mo,2004,St. Louis Regional,1078981200,MO,USA,NULL,0,2,Completed,1636,1554,1469,1477,63.74,73.01,39.77,24.2,22.59,18.5,0.6667,0.1961,0.6538,0.1891,0.7308,0.1817,NULL,NULL,NULL,NULL
2004new,2004,Newton Division,1082001600,GA,USA,NULL,3,8,Completed,1791,1648,1576,1528,101.02,106.72,65.38,47.95,37.52,21.47,0.6122,0.2291,0.5306,0.2633,0.5306,0.2356,NULL,NULL,NULL,NULL
2004nh,2004,BAE SYSTEMS Granite State Regional,1078376400,NH,USA,NULL,0,1,Completed,1655,1594,1487,1496,73.88,77.26,50.17,27.59,28,18.29,0.598,0.2153,0.6373,0.1856,0.5882,0.1906,NULL,NULL,NULL,NULL
2004nj,2004,New Jersey Regional,1078376400,NJ,USA,NULL,0,1,Completed,1622,1570,1500,1500,65.2,67.87,47.24,22.46,25.59,17.78,0.5851,0.2275,0.6064,0.2241,0.6064,0.2105,NULL,NULL,NULL,NULL
2004ny,2004,New York City Regional,1080187200,NY,USA,NULL,0,4,Completed,1817,1522,1428,1488,95.04,69.68,33.27,7.43,21.78,17.09,0.7143,0.1612,0.7582,0.1516,0.7363,0.1521,NULL,NULL,NULL,NULL
2004oh,2004,Buckeye Regional,1080187200,OH,USA,NULL,0,4,Completed,1641,1596,1498,1484,76.26,77.04,54.64,31.19,26.98,21.78,0.6387,0.2168,0.6387,0.2336,0.6387,0.2124,NULL,NULL,NULL,NULL
2004on,2004,Greater Toronto Regional,1080792000,ON,Canada,NULL,0,5,Completed,1711,1570,1493,1467,76.85,79.38,48.91,27.7,22.64,18.72,0.659,0.1958,0.659,0.1931,0.6763,0.1879,NULL,NULL,NULL,NULL
2004or,2004,Pacific Northwest Regional,1078376400,OR,USA,NULL,0,1,Completed,1597,1517,1441,1470,57.53,68.64,41.35,13.19,24.58,16.83,0.6296,0.2111,0.5802,0.2096,0.6296,0.2029,NULL,NULL,NULL,NULL
2004pa,2004,Philadelphia Regional,1080187200,PA,USA,NULL,0,4,Completed,1726,1595,1479,1503,85.37,99.83,54.03,29.47,35.04,23,0.6121,0.215,0.6379,0.2232,0.6466,0.2072,NULL,NULL,NULL,NULL
2004pit,2004,Pittsburgh Regional,1078981200,PA,USA,NULL,0,2,Completed,1652,1568,1461,1493,79.68,49.29,29.78,14.56,20.42,13.68,0.7089,0.1864,0.6709,0.2078,0.6962,0.1854,NULL,NULL,NULL,NULL
2004sac,2004,Sacramento Regional,1079582400,CA,USA,NULL,0,3,Completed,1758,1533,1431,1492,82.94,75.91,29.43,12.11,23.77,18.99,0.6364,0.2007,0.6023,0.2185,0.5909,0.2015,NULL,NULL,NULL,NULL
2004sc,2004,Palmetto Regional,1080792000,SC,USA,NULL,0,5,Completed,1616,1551,1475,1492,68.31,60.24,40.69,21.5,27.14,16.04,0.6471,0.2037,0.5882,0.2436,0.5882,0.2125,NULL,NULL,NULL,NULL
2004sj,2004,Silicon Valley Regional,1080792000,CA,USA,NULL,0,5,Completed,1776,1568,1476,1483,83.51,81.16,46.69,22.67,25.76,20.58,0.5963,0.217,0.6055,0.2335,0.5963,0.2174,NULL,NULL,NULL,NULL
2004tx,2004,Lone Star Regional,1080792000,TX,USA,NULL,0,5,Completed,1659,1542,1444,1471,68.42,59.83,45.51,16.86,24.48,15.95,0.614,0.2044,0.5965,0.2143,0.6228,0.2014,NULL,NULL,NULL,NULL
2005arc,2005,Archimedes Division,1114056000,GA,USA,NULL,3,8,Completed,1893,1689,1587,1530,116.43,23,18.22,16.11,12.89,4.09,0.6068,0.2544,0.5043,0.2979,0.5897,0.249,NULL,NULL,NULL,NULL
2005cmp,2005,Einstein Field,1114228800,GA,USA,NULL,4,8,Completed,1882,1704,NULL,1720,97.04,33.51,11.97,NULL,18.76,8.27,0.4286,0.2754,0.8571,0.2359,0.5714,0.2141,NULL,NULL,NULL,NULL
2005co,2005,Colorado Regional,1111636800,CO,USA,NULL,0,4,Completed,1897,1550,1426,1477,112.73,31.23,15.11,3.29,7.69,9.5,0.7326,0.1802,0.6977,0.1909,0.7558,0.1768,NULL,NULL,NULL,NULL
2005ct,2005,UTC New England Regional,1110430800,CT,USA,NULL,0,2,Completed,1803,1596,1463,1514,104.89,23.38,14.82,5.08,8.81,7.34,0.6585,0.1943,0.6585,0.1924,0.6463,0.187,NULL,NULL,NULL,NULL
2005cur,2005,Curie Division,1114056000,GA,USA,NULL,3,8,Completed,1854,1689,1574,1517,112.06,21.89,18.44,13.78,11.89,3.88,0.5847,0.2703,0.4746,0.2935,0.5932,0.2546,NULL,NULL,NULL,NULL
2005dt,2005,Detroit Regional,1111032000,MI,USA,NULL,0,3,Completed,1724,1620,1434,1511,104.95,26.94,17,3.88,9.18,7.48,0.6154,0.2276,0.5513,0.2534,0.5769,0.2327,NULL,NULL,NULL,NULL
2005fl,2005,Florida Regional,1110430800,FL,USA,NULL,0,2,Completed,1812,1582,1470,1498,94.63,25.33,12.22,8.22,8.77,4.17,0.5765,0.2303,0.5294,0.282,0.6,0.2354,NULL,NULL,NULL,NULL
2005ga,2005,Peachtree Regional,1109826000,GA,USA,NULL,0,1,Completed,1585,1522,1462,1463,59.68,21.39,11.63,6.1,6.04,5.27,0.5529,0.2294,0.5176,0.2687,0.5412,0.2383,NULL,NULL,NULL,NULL
2005gal,2005,Galileo Division,1114056000,GA,USA,NULL,3,8,Completed,1869,1703,1612,1539,125.93,23.11,17.22,13.22,11.25,4.41,0.7105,0.2042,0.6316,0.2567,0.6842,0.2096,NULL,NULL,NULL,NULL
2005gl,2005,Great Lakes Regional,1110430800,MI,USA,NULL,0,2,Completed,1788,1599,1524,1512,83.27,30.71,15.13,8.16,7.19,6.89,0.604,0.2367,0.6139,0.2173,0.6238,0.217,NULL,NULL,NULL,NULL
2005il,2005,Midwest Regional,1111636800,IL,USA,NULL,0,4,Completed,1768,1565,1450,1508,104.89,29.03,14.48,5.05,8.68,8.37,0.6447,0.2205,0.5921,0.2671,0.6711,0.2332,NULL,NULL,NULL,NULL
2005mi,2005,West Michigan Regional,1112241600,MI,USA,NULL,0,5,Completed,1753,1650,1449,1522,127.15,28.13,19.98,8.44,11.09,8.34,0.6782,0.199,0.6092,0.2206,0.6322,0.2006,NULL,NULL,NULL,NULL
2005new,2005,Newton Division,1114056000,GA,USA,NULL,3,8,Completed,1888,1690,1570,1522,111.59,23.11,17.22,13.78,11.84,3.82,0.6786,0.2021,0.4911,0.2918,0.6607,0.2197,NULL,NULL,NULL,NULL
2005nj,2005,New Jersey Regional,1111032000,NJ,USA,NULL,0,3,Completed,1752,1601,1505,1496,93.06,27.45,16.01,8.26,7.13,7.86,0.6429,0.2098,0.5918,0.2253,0.6429,0.2057,NULL,NULL,NULL,NULL
2005nv,2005,Las Vegas Regional,1112241600,NV,USA,NULL,0,5,Completed,1789,1554,1446,1482,116.21,29.26,14.02,5.31,8.45,8.54,0.686,0.1909,0.6977,0.1766,0.7093,0.176,NULL,NULL,NULL,NULL
2005ny,2005,New York City Regional,1111636800,NY,USA,NULL,0,4,Completed,1685,1553,1403,1475,93.73,27.18,11.66,0.15,5.84,7.07,0.7125,0.1746,0.725,0.1837,0.7375,0.1697,NULL,NULL,NULL,NULL
2005oh,2005,Buckeye Regional,1111636800,OH,USA,NULL,0,4,Completed,1762,1631,1462,1506,114.61,29.64,19.79,5.86,9.17,9.08,0.6207,0.2149,0.5747,0.2276,0.6207,0.2066,NULL,NULL,NULL,NULL
2005on,2005,Greater Toronto Regional,1112241600,ON,Canada,NULL,0,5,Completed,1752,1600,1494,1468,93.54,16.11,11.33,7.78,6.45,3.65,0.699,0.1814,0.6796,0.1998,0.699,0.1802,NULL,NULL,NULL,NULL
2005or,2005,Pacific Northwest Regional,1110430800,OR,USA,NULL,0,2,Completed,1592,1502,1402,1478,46.5,21.24,11.77,0.89,10.16,4.91,0.75,0.1883,0.4375,0.3401,0.5,0.2446,NULL,NULL,NULL,NULL
2005pa,2005,Philadelphia Regional,1111636800,PA,USA,NULL,0,4,Completed,1863,1610,1488,1516,133.7,15.33,11,7.78,8.4,2.91,0.7363,0.168,0.5275,0.2634,0.7582,0.1894,NULL,NULL,NULL,NULL
2005pit,2005,Pittsburgh Regional,1110430800,PA,USA,NULL,0,2,Completed,1659,1582,1466,1521,68.45,10.78,7.22,3.44,5.41,2.46,0.6,0.2374,0.575,0.2168,0.525,0.2105,NULL,NULL,NULL,NULL
2005sc,2005,Palmetto Regional,1112241600,SC,USA,NULL,0,5,Completed,1707,1580,1456,1488,94.98,25.96,18.3,8.17,9.48,7.42,0.7125,0.2078,0.6625,0.2321,0.7,0.2069,NULL,NULL,NULL,NULL
2005sj,2005,Silicon Valley Regional,1111636800,CA,USA,NULL,0,4,Completed,1848,1573,1452,1496,127.37,21.67,11.78,6,8.27,4.59,0.75,0.1843,0.6023,0.2398,0.6932,0.1937,NULL,NULL,NULL,NULL
2005tx,2005,Lone Star Regional,1112241600,TX,USA,NULL,0,5,Completed,1842,1561,1427,1474,111.19,31.15,14.82,3.75,7.57,8.64,0.7439,0.1701,0.7073,0.1871,0.7439,0.1727,NULL,NULL,NULL,NULL
2005wat,2005,Waterloo Regional,1111636800,ON,Canada,NULL,0,4,Completed,1809,1524,1270,1487,106.46,36.15,10.81,-6,7.63,9.93,0.6333,0.1688,0.5167,0.2144,0.7167,0.1767,NULL,NULL,NULL,NULL
2006arc,2006,Archimedes Division,1144814400,GA,USA,NULL,3,8,Completed,2023,1684,1576,1527,110.5,61.4,29.36,20.65,14.57,11.61,0.6068,0.2262,0.6068,0.2476,0.6325,0.2213,NULL,NULL,NULL,NULL
2006az,2006,Arizona Regional,1141880400,AZ,USA,NULL,0,2,Completed,1750,1563,1467,1487,96.03,44.93,16.12,7.45,9.37,9.83,0.6353,0.2102,0.6588,0.2071,0.6353,0.2031,NULL,NULL,NULL,NULL
2006ca,2006,Southern California Regional,1143086400,All,NULL,NULL,0,4,Completed,1774,1538,1452,1471,87.98,41.76,16.44,8.76,9.23,9.86,0.6593,0.2114,0.6813,0.1956,0.6703,0.1927,NULL,NULL,NULL,NULL
2006cmp,2006,Einstein Field,1144987200,GA,USA,NULL,4,8,Completed,2025,1665,NULL,1712,127.43,36.34,24.81,NULL,25.75,6.48,0.5714,0.2589,0.5714,0.2257,0.5714,0.2355,NULL,NULL,NULL,NULL
2006co,2006,Colorado Regional,1143691200,CO,USA,NULL,0,5,Completed,1658,1500,1457,1464,58.79,30.42,16.77,8.54,9.03,7,0.6552,0.2014,0.6667,0.2012,0.6782,0.1941,NULL,NULL,NULL,NULL
2006ct,2006,UTC New England Regional,1141880400,CT,USA,NULL,0,2,Completed,1714,1604,1419,1557,82.01,30.9,22.74,6.6,18.39,5.9,0.6,0.2639,0.4667,0.3221,0.5333,0.2909,NULL,NULL,NULL,NULL
2006cur,2006,Curie Division,1144814400,GA,USA,NULL,3,8,Completed,1966,1691,1598,1543,112.28,57.28,31.46,21,15.48,12.21,0.6471,0.2244,0.5462,0.2869,0.6134,0.2412,NULL,NULL,NULL,NULL
2006dt,2006,Detroit Regional,1142481600,MI,USA,NULL,0,3,Completed,1848,1570,1435,1511,110.38,50.09,16.44,4.91,11.48,11.29,0.8272,0.1553,0.6914,0.1899,0.7531,0.1619,NULL,NULL,NULL,NULL
2006fl,2006,Florida Regional,1141880400,FL,USA,NULL,0,2,Completed,1821,1596,1504,1507,86.35,32.5,19.86,10.58,9.76,9.21,0.6064,0.2205,0.6383,0.2139,0.6809,0.2011,NULL,NULL,NULL,NULL
2006ga,2006,Peachtree Regional,1142481600,GA,USA,NULL,0,3,Completed,1558,1507,1450,1463,42.47,23.81,13.51,6.37,8.03,6.03,0.5319,0.2426,0.5319,0.2575,0.5638,0.2432,NULL,NULL,NULL,NULL
2006gal,2006,Galileo Division,1144814400,GA,USA,NULL,3,8,Completed,1843,1700,1605,1542,110.36,50.71,34.92,21.38,14.94,12.12,0.6638,0.2195,0.5517,0.292,0.6121,0.2423,NULL,NULL,NULL,NULL
2006gl,2006,Great Lakes Regional,1141880400,MI,USA,NULL,0,2,Completed,1823,1658,1564,1542,95.45,47.45,25,10.51,9.94,10.99,0.74,0.1748,0.67,0.1933,0.73,0.1681,NULL,NULL,NULL,NULL
