team,name,state,country,district,active,elo,elo_recent,elo_mean,elo_max,wins,losses,ties,count,winrate
4452,First Noble Team,SC,USA,None,0,NULL,NULL,1527.49,1598.58,26,32,0,58,0.4483
4453,The Red Hot Chili Bots,MI,USA,fim,1,1476.6304,1490.58,1486.54,1528.29,89,105,1,195,0.459
4454,SLAM Robotics,PA,USA,fma,1,1560.8632000000002,1595.4,1558.38,1643.15,94,127,0,221,0.4253
4455,The Burger Bots,MO,USA,None,1,1401.0864,1407.62,1426.47,1473.64,36,53,1,90,0.4056
4456,Mech Cadets,DC,USA,chs,1,1629.02,1613.9,1551.76,1672.99,140,130,8,278,0.518
4457,Controlled Chaotic Robotics,OR,USA,pnw,0,NULL,NULL,1466.47,1496.89,25,27,1,53,0.4811
4458,Infernobotix,NY,USA,None,1,1556.5296,1571.33,1542.19,1622.32,73,77,1,151,0.4868
4459,LeoTechs,GA,USA,pch,1,1516.72,1526.79,1478.6,1560.91,86,114,2,202,0.4307
4460,Green MASHine,PA,USA,fma,0,NULL,NULL,1545.18,1562.87,51,52,1,104,0.4952
4461,Ramen,WA,USA,pnw,1,1441.2344,1459.96,1487.31,1547.8,77,80,2,159,0.4906
4462,Full Metal Jackets,TN,USA,None,1,1535.4224000000002,1558.87,1538.95,1568.86,54,47,1,102,0.5343
4463,The Blaze,AR,USA,None,0,NULL,NULL,1449.29,1449.29,4,8,0,12,0.3333
4464,Team Illusion,MD,USA,chs,1,1468.04,1529.71,1549.08,1633.68,100,106,6,212,0.4858
4466,Robo Hamsters,VA,USA,chs,1,1489.868,1460.2,1437.33,1516.59,50,71,2,123,0.4146
4467,Titanium Titans,PA,USA,None,1,1536.76,1523.64,1517.87,1580.95,58,78,5,141,0.4291
4468,Fernbank LINKS,GA,USA,pch,1,1528.16,1611.28,1549.63,1649.77,149,136,6,291,0.5223
4469,R.A.I.D. (Raider Artificial Intelligence DIvision),WA,USA,pnw,1,1648.5064000000002,1692.04,1622.83,1703.1,179,126,6,311,0.5852
4470,TiGears,CA,USA,None,1,1503.6928,1527.58,1485.33,1541.84,54,73,0,127,0.4252
4471,SPARTRONS,FL,USA,None,1,1496.29,1519.42,1516.64,1610.5,73,102,2,177,0.4181
4472,SuperNOVA,VA,USA,chs,1,1690.91,1653.5,1564.87,1711.07,136,110,7,253,0.5514
4473,Delta Prime,ME,USA,ne,1,1513.3896,1549.79,1532.42,1587.73,102,111,6,219,0.4795
4474,Silver Circuit,MA,USA,ne,0,NULL,NULL,1410.04,1434.82,27,58,1,86,0.3198
4475,Terrier Byte Bots,NJ,USA,fma,0,NULL,NULL,1487,1510.73,42,75,4,121,0.3636
4476,W.A.F.F.L.E.S.,ON,Canada,ont,1,1651.76,1702.45,1662.94,1852.82,198,123,4,325,0.6154
4477,ASMSA FIRST,AR,USA,None,0,NULL,NULL,1395.76,1395.76,4,8,0,12,0.3333
4478,Materia Oscura,MI,USA,fim,0,NULL,NULL,1461.21,1461.21,8,15,1,24,0.3542
4479,Hixson Wiredcats,TN,USA,None,0,NULL,NULL,1408.11,1408.11,2,9,0,11,0.1818
4480,UC-Botics,MN,USA,None,1,1415.43,1409.64,1418.78,1458.53,26,52,0,78,0.3333
4481,Team Rembrandts,All,Netherlands,None,1,1685.71,1663.1,1600.66,1701.32,132,108,6,246,0.5488
4482,ID Robotics,MI,USA,fim,1,1533.608,1543.9,1514.9,1568.58,104,127,2,233,0.4506
4483,21st Century Robotics,MI,USA,fim,0,NULL,NULL,1478.7,1505.22,16,30,2,48,0.3542
4484,4-H DEADLOX,PA,USA,None,0,NULL,NULL,1501.51,1527.97,18,18,1,37,0.5
4485,Tribe Tech Robotics,IN,USA,fin,1,1540.9368,1599.35,1563.43,1638.63,101,131,4,236,0.4364
4486,Blue Prints,CA,USA,None,1,1565.78,1593.02,1539.63,1646.56,103,86,3,192,0.5443
4487,Oologah,OK,USA,None,0,NULL,NULL,1481.15,1508.36,19,23,0,42,0.4524
4488,Shockwave,OR,USA,pnw,1,1725.24,1774.4,1781.65,1980.45,328,119,3,450,0.7322
4489,Cybertribe,TN,USA,None,0,NULL,NULL,1411.65,1435.27,11,20,0,31,0.3548
4490,TechRaiders,AR,USA,None,0,NULL,1503.27,1471.87,1503.27,19,34,3,56,0.3661
4491,Richmond Knights,QC,Canada,None,0,NULL,1532.77,1470.15,1532.77,25,31,0,56,0.4464
4492,Chrono,QC,Canada,None,0,NULL,NULL,1509.44,1527.85,17,17,1,35,0.5
4495,Kittitas County Robotics/ Team Haywire,WA,USA,pnw,0,NULL,1564.63,1486.54,1587.36,70,92,3,165,0.4333
4496,Sonoran Storm Robotics,AZ,USA,None,1,1420.0008000000003,1428.68,1449.8,1493.99,36,49,1,86,0.4244
4497,SKy-Net,SK,Canada,None,0,NULL,NULL,1428.27,1436.53,23,32,2,57,0.4211
4498,Team X,CA,USA,None,0,NULL,NULL,1480.92,1511.97,27,29,0,56,0.4821
4499,The Highlanders,CO,USA,None,1,1619.4,1647.21,1603.78,1693.82,177,153,4,334,0.5359
4500,RoboHounds,MO,USA,None,1,1557.1896000000002,1589,1548.21,1639.95,105,103,4,212,0.5047
4501,Humans,CA,USA,None,1,1523.18,1541.56,1538.7,1581.2,90,93,3,186,0.4919
4502,The Octoπ,TX,USA,None,0,NULL,NULL,1492.25,1492.25,7,12,0,19,0.3684
4504,B. C. Robotics,TN,USA,None,1,1528.5368,1528.12,1503.58,1592.82,66,69,1,136,0.489
4505,McDonogh Robotics,MD,USA,chs,1,1521.07,1558.25,1535.34,1578.44,106,120,7,233,0.47
4506,PioNerds,MN,USA,None,1,1524.42,1506.54,1473.36,1531.19,56,53,8,117,0.5128
4507,TARminators,MI,USA,fim,0,NULL,1428.02,1461.33,1489.2,43,74,3,120,0.3708
4508,Steel Stallions,NY,USA,None,1,1534.5256,1589.54,1536.71,1639.36,60,68,2,130,0.4692
4509,Mechanical Bulls,GA,USA,pch,1,1531.49,1515.92,1547.9,1658.87,56,63,2,121,0.4711
4510,Bobcats,GA,USA,None,0,NULL,NULL,1400.47,1400.47,2,7,0,9,0.2222
4511,Power Amplified,MN,USA,None,1,1455.07,1436.21,1446.53,1483.26,35,40,1,76,0.4671
4512,Otter Chaos,WA,USA,pnw,1,1588.29,1577.25,1547.29,1649.09,111,130,1,242,0.4607
4513,Circuit Breakers,WA,USA,pnw,1,1603.37,1667.36,1597.84,1798.43,180,132,4,316,0.5759
4514,Calvert STEAM Works,MD,USA,chs,1,1550.33,1542.67,1493.77,1564.32,90,101,2,193,0.4715
4516,Hyperion,GA,USA,pch,1,1495.68,1511.16,1502.12,1634.17,102,128,3,233,0.4442
4517,Owl Robotics,FL,USA,None,0,NULL,1434.97,1403.72,1434.97,17,35,0,52,0.3269
4518,Optimus Pride,ON,Canada,None,0,NULL,NULL,1451.46,1451.46,5,6,0,11,0.4545
4519,King's Robotics,ON,Canada,ont,1,1676.27,1548.05,1559.32,1676.27,106,124,2,232,0.4612
4520,Misfit Toys,ID,USA,None,0,NULL,NULL,1426.74,1426.74,5,6,0,11,0.4545
4521,Harrison Robotics,OH,USA,None,1,1429.53,1477.34,1482.75,1584.23,61,87,2,150,0.4133
4522,Team SCREAM,MO,USA,None,1,1731.49,1715.94,1697.38,1792.58,228,135,4,367,0.6267
4523,MCROBO,OK,USA,None,1,1552.5568,1558.64,1522.15,1590.55,54,48,2,104,0.5288
4524,Sigma 6,TN,USA,None,0,NULL,1473.88,1441.83,1473.88,7,21,1,29,0.2586
4525,Renaissance Robotics,ON,Canada,ont,1,1616.42,1650.44,1584.6,1698.32,144,144,5,293,0.5
4526,Léoméga,QC,Canada,None,0,NULL,NULL,1473.08,1479.21,29,30,1,60,0.4917
4528,Automatons,NY,USA,None,1,1409.496,1445.77,1447.12,1514.22,28,38,0,66,0.4242
4529,AI Robotics,All,Australia,None,0,NULL,1410.72,1425.36,1462.84,24,35,0,59,0.4068
4531,STEMpunk,WI,USA,None,1,1502.48,1551.72,1511.79,1645.1,73,104,0,177,0.4124
4532,LAN Jaguars FIRST Robotics,AR,USA,None,0,NULL,NULL,1439.97,1489.23,8,18,0,26,0.3077
4533,Wando Advanced Robotics,SC,USA,None,1,1594.91,1605.62,1546.02,1700.33,72,70,2,144,0.5069
4534,Wired Wizards,NC,USA,fnc,1,1663.47,1604.79,1530.17,1690.05,115,100,6,221,0.5339
4535,PA Bruins,AR,USA,None,0,NULL,NULL,1447.45,1484.06,9,17,0,26,0.3462
4536,MinuteBots,MN,USA,None,1,1469.27,1551.68,1525.25,1673.06,91,85,3,179,0.5168
4537,RoboRoos,All,Australia,None,1,1519.1208000000001,1574.75,1498.79,1639.5,49,58,0,107,0.4579
4538,Enginuity,VA,USA,chs,0,NULL,NULL,1407.08,1430.38,15,34,0,49,0.3061
4539,KAOTIC Robotics,MN,USA,None,1,1735.73,1754.14,1655.66,1901.76,134,65,0,199,0.6734
4541,CAV-ineers,MD,USA,chs,1,1576.69,1629.34,1561.52,1707.08,136,135,11,282,0.5018
4542,Titanium Talons,WA,USA,pnw,0,NULL,NULL,1503.63,1558.84,35,47,0,82,0.4268
4543,The Illuminators,CA,USA,None,0,NULL,1526.66,1511,1565.66,57,72,1,130,0.4423
4545,GOLDEN KNIGHTS,IN,USA,None,0,NULL,NULL,1427.72,1441.26,12,22,0,34,0.3529
4546,Shockwave,NH,USA,ne,1,1470.3120000000001,1509.18,1505.18,1559.25,82,98,3,183,0.4563
4547,WestyTek Robotics,PA,USA,None,1,1466.4512,1472.38,1486.3,1541.21,70,80,1,151,0.4669
4548,Omak FFA Wonders,WA,USA,None,0,NULL,NULL,1425.63,1425.63,3,6,0,9,0.3333
4549,Iron Bulls,MN,USA,None,1,1441.7776,1431.9,1448.17,1476.61,53,58,2,113,0.4779
4550,Something's Bruin,CO,USA,None,1,1562.58,1592.37,1555.78,1653.65,108,89,1,198,0.548
4551,Robotic Rangers,IL,USA,None,0,NULL,NULL,1458.33,1480.25,11,11,0,22,0.5
4552,Robotic Tigers,TX,USA,None,0,NULL,NULL,1436.88,1436.88,6,7,0,13,0.4615
4553,Patriobots,MS,USA,None,0,NULL,NULL,1440.36,1469.02,18,25,0,43,0.4186
4554,Bad News Bots,TN,USA,None,0,NULL,NULL,1438.19,1438.19,5,7,0,12,0.4167
4555,Sprocketology,ME,USA,ne,0,NULL,1516.87,1498.79,1520.72,62,94,1,157,0.3981
4556,TBD,CA,USA,None,0,NULL,NULL,1411.78,1421.3,7,17,0,24,0.2917
4557,FullMetal Falcons,CT,USA,ne,1,1657.65,1654.78,1592.42,1717.32,120,131,2,253,0.4783
4559,FIRST DRaFT,WA,USA,pnw,0,NULL,NULL,1454.03,1481.41,26,33,1,60,0.4417
4560,Gatordone,WA,USA,None,0,NULL,NULL,1439.83,1439.83,4,5,0,9,0.4444
4561,TerrorBytes,NC,USA,fnc,1,1684.14,1706.98,1594.22,1774.99,188,115,2,305,0.6197
4562,RIOT,FL,USA,None,1,1448.8152,1435.91,1450.04,1463.75,27,48,0,75,0.36
4563,ECR Robotics,CA,USA,None,0,NULL,NULL,1425.52,1425.52,3,5,0,8,0.375
4564,Orange Chaos,ME,USA,ne,1,1665.85,1714.94,1686.51,1823.82,217,111,6,334,0.6587
4565,Skyline Robotics,AZ,USA,None,1,1588.4904000000001,1613.61,1534.09,1627.81,81,78,2,161,0.5093
4566,TERAdactyls,GA,USA,None,0,NULL,NULL,1400.2,1409.64,6,12,0,18,0.3333
4567,The Mechanized Mafia,NY,USA,None,1,1447.9936,1467.56,1470.75,1504.69,44,50,1,95,0.4684
4568,Robot Commander,MI,USA,fim,1,1454.42,1499.22,1510.71,1601.76,94,120,1,215,0.4395
4570,Estacado Robodors,TX,USA,None,0,NULL,NULL,1464.15,1479.18,23,37,0,60,0.3833
4571,Rambots,NY,USA,None,1,1534.9112,1541.52,1526.01,1588.8,74,64,2,140,0.5357
4572,BArlow RobAutics,CT,USA,ne,1,1493,1519.21,1494.7,1576.87,81,106,0,187,0.4332
4573,SRNJRambotics,NJ,USA,fma,1,1514.2288,1555.81,1557.09,1647.42,117,125,1,243,0.4835
4574,Average Joe's,CA,USA,None,0,NULL,NULL,1485.81,1520.24,31,38,1,70,0.45
4575,The Tin Mints,PA,USA,fma,1,1543.71,1552.38,1552.38,1596.08,134,148,4,286,0.4755
4576,Red Nation Robotics,TN,USA,None,1,1484.81,1488.12,1497.13,1537.07,87,105,2,194,0.4536
4577,RoboFiends,AR,USA,None,0,NULL,NULL,1403.96,1403.96,5,7,0,12,0.4167
4578,CometBots,CA,USA,None,1,1458.26,1477.24,1473.52,1521.02,27,30,0,57,0.4737
4579,RoboEagles,WA,USA,pnw,1,1526.4080000000001,1515.5,1510.56,1581.03,92,107,2,201,0.4627
4580,Conductors,IN,USA,fin,1,1529.76,1536.74,1516.65,1557.94,93,120,3,216,0.4375
4581,Rangeview Robotics,CO,USA,None,0,NULL,NULL,1417.65,1447.78,6,16,0,22,0.2727
4582,Robohawks ,SC,USA,None,1,1495.51,1476.96,1467.34,1520.48,35,36,0,71,0.493
4583,Robosaurus,CA,USA,None,1,1417.52,1410.45,1450.45,1528.6,42,52,2,96,0.4479
4584,SentinelFox Engineering,All,Mexico,None,1,1489.79,1517.44,1500.08,1546.51,42,35,0,77,0.5455
4585,Husky Robotics,UT,USA,None,1,1500.6,1504.95,1473.71,1527.26,57,66,0,123,0.4634
4586,PRIMO,All,Israel,isr,1,1558.59,1582.31,1517.83,1642.87,97,108,2,207,0.4734
4587,Jersey Voltage,TX,USA,fit,1,1581.54,1681.36,1649.93,1770.3,185,109,4,298,0.6275
4589,AdamasBots,TX,USA,None,0,NULL,NULL,1446.91,1486.19,31,47,1,79,0.3987
4590,GreenBlitz,All,Israel,isr,1,1529.37,1559.48,1513.43,1596.95,101,120,5,226,0.458
4591,Hunchbacks,AB,Canada,None,0,NULL,NULL,1491.33,1504.58,22,21,1,44,0.5114
4592,M3 Mighty Mechanical Mustangs,FL,USA,None,1,1539.2640000000001,1600.01,1558.16,1657.3,98,85,0,183,0.5355
4593,Rapid Acceleration,SD,USA,None,1,1548.43,1541.21,1510.58,1606.64,72,67,1,140,0.5179
4594,Phéminix,QC,Canada,None,1,1465.9312,1448.55,1443.63,1482.92,32,47,2,81,0.4074
4595,Infinity,ON,Canada,ont,1,1497.2792,1493.86,1438.92,1515.36,55,89,3,147,0.3844
4596,Hackers,UT,USA,None,0,NULL,NULL,1467.09,1467.09,5,5,0,10,0.5
4597,SABERBOTS,TX,USA,fit,1,1420.09,1407.16,1432.2,1472.99,22,37,2,61,0.377
4598,ICARUS INNOVATED,UT,USA,None,1,1488.05,1515.27,1493.74,1548.72,58,63,1,122,0.4795
4600,Tech Titans,MO,USA,None,0,NULL,1470.59,1446.74,1473.7,25,41,0,66,0.3788
4601,Circuit Birds,OH,USA,None,1,1441.9768,1466.87,1518.72,1602.22,47,53,0,100,0.47
4603," Peñoles Leones Francés 4603 ",All,Mexico,None,1,1568.0096,1587.56,1520.75,1651.86,84,73,0,157,0.535
4604,Intimitrons from Area 51,AB,Canada,None,1,1432.1736,1440.99,1465.63,1535.61,33,55,2,90,0.3778
4606,"Team 4606, ""Larry""",AB,Canada,None,0,NULL,NULL,1507.65,1507.65,5,7,2,14,0.4286
4607,C.I.S.,MN,USA,None,1,1608.36,1592.38,1541.74,1655.92,93,107,7,207,0.4662
4608,Duct Tape Warriors,WA,USA,pnw,0,NULL,1552.47,1507.8,1567.51,77,92,1,170,0.4559
4609,Mechanicatz,RI,USA,None,0,NULL,NULL,1396.59,1396.59,4,5,0,9,0.4444
4610,BearTecs,TX,USA,fit,1,1629.66,1583.07,1538.09,1659.94,112,115,3,230,0.4935
4611,OZone Robotics,OH,USA,None,1,1639.05,1605.88,1543.4,1639.05,49,57,1,107,0.4626
4612,RoboRockets,OK,USA,None,0,NULL,NULL,1456.84,1487.32,14,13,1,28,0.5179
4613,Barker Redbacks,All,Australia,None,1,1721.1312,1774.63,1720.47,1885.43,202,66,4,272,0.75
4614,Purple Monkey Dishwasher,All,Australia,None,1,1435.0552000000002,1432.93,1441.65,1467.8,20,24,1,45,0.4556
4615,Steel Trojans,PA,USA,None,0,NULL,NULL,1472.54,1495.64,18,22,1,41,0.4512
4616,Team Pharaohs,CA,USA,None,1,1402.8632,1413.4,1425.58,1464.49,26,40,1,67,0.3955
4617,DAUN,ON,Canada,ont,1,1484.4232000000002,1511.47,1480.22,1511.47,26,37,0,63,0.4127
4618,Newman Robotics,ON,Canada,ont,1,1529.35,1624.32,1572.62,1784.49,117,126,3,246,0.4817
4619,HawkBots,CA,USA,None,1,1516.4728,1542.36,1536.14,1573.99,52,58,5,115,0.4739
4621,Yotta Robota,GA,USA,None,0,NULL,NULL,1408.82,1408.82,2,7,0,9,0.2222
4622,Academy at the Lakes Wildcats,FL,USA,None,1,1469.3752000000002,1474.55,1468.98,1496.07,32,35,1,68,0.4779
4623,Flyer Robotics,MN,USA,None,1,1579.96,1579.36,1541.09,1599.04,47,33,0,80,0.5875
4624,Rebel Alliance,MN,USA,None,1,1591.9,1549.93,1532.6,1591.9,70,59,1,130,0.5423
4625,Trappers,AB,Canada,None,1,1434.0632,1407.98,1421.93,1459.26,41,67,0,108,0.3796
4626,Iron Centaurs,MN,USA,None,0,NULL,1343.87,1391.88,1449.33,13,29,2,44,0.3182
4627,Manning Robotics,AB,Canada,None,1,1621.34,1612.61,1544.41,1636.51,115,99,2,216,0.537
4628,Sintian Robotics,CT,USA,ne,1,1458.02,1473.17,1458.28,1498.42,38,80,0,118,0.322
4629,Dorado Bots,AZ,USA,None,0,NULL,NULL,1430.02,1469.3,16,25,0,41,0.3902
4630,Robodragons,TN,USA,None,1,1470.592,1467.69,1476.14,1489.97,34,37,1,72,0.4792
4632,Monti-Pythons,MN,USA,None,1,1468.4536,1452.06,1443.44,1493.2,24,37,1,62,0.3952
4633,Bobcats,AB,Canada,None,0,NULL,NULL,1455.95,1531.16,23,30,0,53,0.434
4634,The Wolfbotz,AB,Canada,None,0,NULL,1488.66,1452.14,1488.66,24,36,3,63,0.4048
4635,PrepaTec - Botbusters,All,Mexico,None,1,1778.51,1703.27,1577.15,1795.93,151,105,1,257,0.5895
4637,BambieBotz,PA,USA,fma,1,1518.4192,1561.03,1532.74,1637.53,97,126,3,226,0.4358
4638,Jagbots,MD,USA,chs,1,1600.1208000000001,1616.31,1528.52,1657.91,106,93,5,204,0.5319
4639,The RoboSpartans,TX,USA,fit,1,1573,1552.26,1495.3,1616.42,74,95,0,169,0.4379
4640,Metallic Panthers 4640,NY,USA,None,1,1433.7240000000002,1421.33,1439.42,1490.82,26,35,1,62,0.4274
4641,United,TX,USA,fit,1,1492.16,1463.01,1484.73,1551.7,63,99,6,168,0.3929
4642,Rebels,TN,USA,None,0,NULL,NULL,1482.23,1482.23,8,7,0,15,0.5333
4643,Butte Built Bots,CA,USA,None,1,1447.59,1499.77,1480.21,1524.35,53,66,1,120,0.4458
4645,The Chicago Style BotDogs,IL,USA,None,1,1545.87,1497.63,1478.48,1545.87,74,95,2,171,0.4386
4646,Team ASAP ,IA,USA,None,1,1529.4056,1590.17,1572.22,1637.05,89,88,1,178,0.5028
4648,Techno-Tech,MN,USA,None,1,1445.4,1440.07,1424.51,1452.62,29,41,2,72,0.4167
4649,HeavyMech,All,Israel,isr,1,1420.672,1399.21,1412.1,1437.99,38,67,2,107,0.3645
4650,The Vo,NJ,USA,fma,0,NULL,NULL,1459.18,1506.45,15,34,0,49,0.3061
4651,FrostBots,MN,USA,None,0,NULL,NULL,1429.01,1451.3,8,10,0,18,0.4444
4652,Ironmen 2,NJ,USA,fma,1,1482.252,1497.66,1449.75,1516.04,38,65,0,103,0.3689
4653,Ironmen Robotics,NJ,USA,fma,1,1592.688,1610.23,1575.42,1671.06,143,159,2,304,0.4737
4654,Mountaineers,WA,USA,pnw,0,NULL,NULL,1470.75,1491.95,42,49,0,91,0.4615
4655,Stateline Robotics,IL,USA,None,1,1558.59,1653.12,1605.06,1717.58,100,97,1,198,0.5076
4656,Rock Solid Robotics,MN,USA,None,1,1573,1538.9,1534.5,1577.52,48,48,2,98,0.5
4657,Saints Robotics,WI,USA,None,0,NULL,1365.27,1424.28,1455.26,16,30,1,47,0.3511
4659,Warriors,ON,Canada,None,0,NULL,NULL,1394.98,1394.98,5,6,0,11,0.4545
4661,The Red Pirates,All,Israel,isr,1,1479.83,1426.9,1454.98,1527,56,82,1,139,0.4065
4662,Byte Sized Robotics,OR,USA,pnw,1,1565.2400000000002,1609.9,1524.67,1624.43,107,123,1,231,0.4654
4663,Cyber Tigers,MN,USA,None,1,1500.28,1482.97,1468.92,1500.28,33,44,3,80,0.4313
4664,Butler Bots,MN,USA,None,1,1430.8584,1438.22,1442.77,1469.97,22,39,0,61,0.3607
4665,Predators,MN,USA,None,1,1470.9632000000001,1471.09,1446.81,1480.59,33,51,0,84,0.3929
4666,Robowolves,CA,USA,None,0,NULL,NULL,1509.2,1509.2,7,12,0,19,0.3684
4667,Synergy ,All,Mexico,None,0,NULL,NULL,1384.82,1389.54,10,19,0,29,0.3448
4668,Spartans,LA,USA,None,0,NULL,NULL,1503.93,1503.93,5,5,0,10,0.5
4669,Galileo Robotics,CA,USA,None,1,1494.1640000000002,1514.04,1507.73,1528.7,45,55,1,101,0.4505
4670,The Pirates,TX,USA,None,0,NULL,NULL,1410.57,1448.81,8,20,0,28,0.2857
4671,Mechaneers,MN,USA,None,0,NULL,NULL,1413.34,1432.9,12,24,1,37,0.3378
4672,Youth in Black,TX,USA,None,0,NULL,NULL,1424.44,1424.44,2,8,0,10,0.2
4673,Solar Engineering,All,Mexico,None,0,NULL,NULL,1429.39,1430.17,13,17,1,31,0.4355
4674,RoboJacks,MN,USA,None,1,1464.66,1446.78,1435.33,1464.66,33,42,2,77,0.4416
4675,Eagles,OH,USA,None,0,NULL,NULL,1395.63,1395.66,6,15,0,21,0.2857
4676,Battery Chargers,IL,USA,None,0,NULL,NULL,1442.97,1478.12,18,23,1,42,0.4405
4678,CyberCavs,ON,Canada,ont,1,1666.3808000000001,1726.29,1697.58,1788.32,205,132,2,339,0.6077
4680,AzTech Eagles ,MI,USA,fim,1,1644.61,1667.96,1588.55,1747.57,147,150,4,301,0.495
4681,Murphy's law,WA,USA,pnw,1,1558.55,1508.01,1516.93,1563,88,117,3,208,0.4303
4682,Blanchet Robotics,WA,USA,pnw,1,1491.82,1505.28,1488.92,1528.69,79,102,4,185,0.4378
4683,Full Metal Robotics,WA,USA,pnw,1,1498.79,1484.78,1463.79,1516.63,61,110,0,171,0.3567
4684,eSharks,NY,USA,None,0,NULL,NULL,1391.51,1418.43,5,20,0,25,0.2
4685,Aztlavolt,All,Mexico,None,0,NULL,1391.28,1392.27,1401.88,17,37,1,55,0.3182
4687,Spartans,MN,USA,None,0,NULL,1445.97,1479.63,1513.63,22,23,1,46,0.4891
4688,Saints Bot,ON,Canada,ont,1,1600.932,1625.11,1553.34,1639.85,75,67,2,144,0.5278
4689,ROyal BOTS,TX,USA,None,0,NULL,NULL,1501.78,1501.78,6,4,0,10,0.6
4690,WD-40,IN,USA,None,0,NULL,NULL,1475.47,1511.42,13,9,0,22,0.5909
4692,Metal Mallards,WA,USA,pnw,1,1558.9304000000002,1563.36,1513.53,1607.28,80,122,2,204,0.3971
4693,Axiomatic Aftermath,MN,USA,None,1,1452.5023999999999,1430.09,1443.07,1486.75,27,41,1,69,0.3986
4694,Atomic Armadillos,TX,USA,fit,1,1457.4064000000003,1456.9,1484.93,1555.18,58,83,0,141,0.4113
4695,Chowchilla Robotics,CA,USA,None,0,NULL,NULL,1453.56,1462.01,10,13,0,23,0.4348
4696,RoboAzTechs,TX,USA,None,0,NULL,1553.6,1467.01,1553.6,31,31,0,62,0.5
4698,Raider Robotics,CA,USA,None,1,1648.38,1580.55,1520,1648.38,63,61,0,124,0.5081
4701,Warriors (Team W.I.R.E.),GA,USA,pch,1,1567.76,1508.32,1489.76,1590.78,81,96,2,179,0.4581
4702,Cyberdogz ,IL,USA,None,1,1461.41,1442.51,1404.45,1461.41,25,46,0,71,0.3521
4703,Menahga Gigabot$,MN,USA,None,1,1475.18,1489.22,1466.45,1503.26,16,27,1,44,0.375
4704,Northern Lights Robotics,ON,Canada,ont,1,1507.5912,1532.7,1491.25,1552.67,60,72,3,135,0.4556
4705,Full Metal Kats,CA,USA,None,0,NULL,NULL,1438.27,1481.75,12,15,0,27,0.4444
4706,Bulls,FL,USA,None,0,NULL,NULL,1408.88,1408.88,6,4,0,10,0.6
4707,FORCE,All,Dominican Republic,None,1,1437.0632,1436.01,1475.42,1534.05,33,70,1,104,0.3221
4708,G-Force,All,Israel,None,0,NULL,NULL,1460.64,1469.94,10,11,0,21,0.4762
4711,The Flying Aces,CA,USA,None,1,1472.14,1512.59,1488.87,1577.89,66,84,4,154,0.4416
4712,TracBots,All,Israel,None,0,NULL,NULL,1426.59,1426.59,4,5,1,10,0.45
4713,Adom Robotics,All,Turkey,None,0,NULL,NULL,1394.68,1394.68,4,12,0,16,0.25
4714,The Millennium Falcons,VA,USA,chs,0,NULL,NULL,1402.56,1414.26,11,26,0,37,0.2973
4715,Big Bay de Noc Bear Bots,MI,USA,fim,1,1521.83,1488.16,1485.27,1521.83,65,103,2,170,0.3882
4716,Purple Raiders,ON,Canada,ont,0,NULL,NULL,1487.83,1527.1,37,46,0,83,0.4458
4717,Westerner Robotics,TX,USA,fit,1,1481.13,1463.64,1440.89,1481.64,50,65,2,117,0.4359
4718,RoboPanthers,ON,Canada,None,0,NULL,NULL,1471.18,1499.05,27,24,0,51,0.5294
4719,Bulldogs,AB,Canada,None,0,NULL,NULL,1557.69,1672.38,46,28,0,74,0.6216
4720,R2JAG2,AB,Canada,None,0,NULL,NULL,1408.98,1408.98,3,8,1,12,0.2917
4721,Tiger Bots,TN,USA,None,0,NULL,NULL,1416.91,1448.15,22,35,3,60,0.3917
4722,Cyberian Soldiers,SC,USA,None,0,NULL,NULL,1446.87,1446.87,3,5,0,8,0.375
4723,Tecmilenio - EARTH - 4723,All,Mexico,None,1,1441.7,1448.58,1438.31,1480.89,39,51,1,91,0.4341
4724,ShakedTech,All,Israel,None,0,NULL,NULL,1476.51,1481.12,10,9,0,19,0.5263
4725,GeDarcaNator,All,Israel,None,0,NULL,NULL,1378.14,1378.14,2,7,0,9,0.2222
4726,Robo Dynasty,WA,USA,pnw,0,NULL,1484.22,1505.72,1565.2,62,87,3,152,0.4178
4727,RoboFX,ON,Canada,None,0,NULL,NULL,1405.26,1417,10,13,0,23,0.4348
4728,Rocori Rench Reckers,MN,USA,None,1,1585.11,1537.17,1493.68,1609.08,54,49,0,103,0.5243
4729,EMU Robotics,All,Australia,None,1,1429.7648000000002,1436.37,1443.79,1455.64,22,37,1,60,0.375
4730,Terminators,GA,USA,pch,1,1448.6376,1432.61,1438.04,1455.14,52,98,3,153,0.3497
4731,PrepaTec - MONARCH-E,All,Mexico,None,1,1466.61,1461.27,1458.38,1507.49,53,73,0,126,0.4206
4732,SWC Robotics,ON,Canada,ont,0,NULL,1480.35,1466.21,1490.63,21,34,3,58,0.3879
4733,Scarlett Robotics,AB,Canada,None,1,1419.8600000000001,1419.02,1430.34,1476.24,43,58,1,102,0.4265
4734,The Iron Plainsmen,TX,USA,fit,1,1418.62,1447.2,1446.23,1501.38,70,88,2,160,0.4437
4735,Tecmilenio - Peñoles - DEROF - 4735,All,Mexico,None,1,1499.3,1512.94,1486.85,1532.75,75,100,2,177,0.4294
4736,Temp,CA,USA,None,0,NULL,NULL,1453.29,1453.29,6,5,0,11,0.5455
4737,Atomigators,MI,USA,fim,1,1576.0224,1603.55,1569.23,1620.52,94,112,4,210,0.4571
