team,name,state,country,district,active,elo,elo_recent,elo_mean,elo_max,wins,losses,ties,count,winrate
2067,Apple Pi,CT,USA,ne,1,1659.1,1691.01,1630.29,1745.72,344,267,4,615,0.5626
2068,Metal Jackets,VA,USA,chs,1,1473.4224,1465.08,1500.16,1577.71,132,168,2,302,0.4404
2069,Black Widow,NV,USA,None,0,NULL,NULL,1451.64,1479.7,12,19,0,31,0.3871
2070,Royals,NJ,USA,fma,1,1459.0024000000003,1473.83,1476.27,1524.9,76,120,5,201,0.3905
2071,Autonomous Eagles,ID,USA,None,0,NULL,NULL,1432.06,1441.57,5,7,3,15,0.4333
2072,Carver RoboTechs,TX,USA,None,0,NULL,NULL,1418.12,1438.3,19,32,4,55,0.3818
2073,EagleForce,CA,USA,None,1,1646.3664,1683.68,1557.98,1719.65,174,148,6,328,0.5396
2074,Robohoundz,VA,USA,None,0,NULL,NULL,1359.53,1401.82,4,19,0,23,0.1739
2075,Enigma Robotics,MI,USA,fim,1,1728.1504000000002,1748.03,1605.72,1832.89,256,217,12,485,0.5402
2076," Scots",ON,Canada,None,0,NULL,NULL,1459.13,1529.34,29,45,1,75,0.3933
2077,Laser Robotics,WI,USA,None,1,1541.6432,1551.75,1531.91,1647.16,130,147,3,280,0.4696
2078,Robotic Wolves,LA,USA,None,1,1441.8136,1459.61,1477.11,1543.85,67,68,4,139,0.4964
2079,4H ALARM Robotics,MA,USA,ne,1,1521.98,1510.55,1484.99,1575.34,118,171,5,294,0.4099
2080,Torbotics,LA,USA,None,1,1509.29,1556.25,1497.64,1577.99,154,198,9,361,0.4391
2081,Icarus,IL,USA,None,1,1618.96,1633.66,1615.13,1699.18,184,151,6,341,0.5484
2083,Team Blitz,CO,USA,None,1,1352.71,1403.48,1437.73,1524.11,62,106,5,173,0.3728
2084,Robots by the C,MA,USA,ne,1,1550.4104000000002,1622.71,1530.45,1689.62,160,164,6,330,0.4939
2085,RoboDogs,CA,USA,None,1,1549.0904,1549.32,1549.88,1758.42,157,163,9,329,0.4909
2087,BFG (Building Future Generations),OR,USA,None,0,NULL,NULL,1452.84,1452.84,7,10,0,17,0.4118
2089,IO,All,Brazil,None,0,NULL,NULL,1428.21,1428.21,5,7,0,12,0.4167
2090,Buff 'n Blue,HI,USA,None,1,1518.1440000000002,1559.08,1559.72,1614.59,124,105,7,236,0.5403
2091,Olympians,LA,USA,None,0,NULL,NULL,1461.5,1520.41,27,41,9,77,0.4091
2092,Beaufort Robotics ,SC,USA,None,0,NULL,NULL,1370.47,1414.21,7,21,1,29,0.2586
2093,Bowtie Brigade,OR,USA,pnw,0,NULL,NULL,1501.34,1510.69,46,35,1,82,0.5671
2095,Direct Current,PA,USA,fma,1,1525.99,1492.96,1507.36,1588.57,70,94,5,169,0.429
2096,RoboActive,All,Israel,isr,1,1675.66,1590.23,1561.8,1675.66,102,84,4,190,0.5474
2097,Phoenix Force Robotics,WA,USA,pnw,1,1531.1552000000001,1594.92,1594.92,1594.92,25,21,0,46,0.5435
2099,Blue on Blue,MA,USA,None,0,NULL,NULL,1411.54,1411.54,3,6,0,9,0.3333
2100,M Squared,FL,USA,None,0,NULL,NULL,1492.69,1552.11,8,14,1,23,0.3696
2102,Team Paradox,CA,USA,None,1,1712.62,1682.71,1588.64,1735.65,218,198,11,427,0.5234
2103,Fisherman,MA,USA,None,0,NULL,NULL,1468.89,1493.8,13,14,0,27,0.4815
2104,The Colonels,MA,USA,None,0,NULL,NULL,1452,1506.15,30,36,3,69,0.4565
2105,University Park,MA,USA,None,0,NULL,NULL,1483.09,1483.09,3,5,1,9,0.3889
2106,The Junkyard Dogs,VA,USA,chs,1,1685.44,1598.66,1500.43,1685.44,128,105,5,238,0.5483
2107,Angry Bots,VA,USA,chs,0,NULL,NULL,1424.9,1478.06,41,59,3,103,0.4126
2108,Team Awkward Turtle,NC,USA,None,0,NULL,NULL,1467.14,1482.12,33,35,6,74,0.4865
2109,Knight Vision,MO,USA,None,0,NULL,NULL,1423.08,1423.08,3,4,3,10,0.45
2110,CHS,MA,USA,None,0,NULL,NULL,1437.95,1451.09,7,11,0,18,0.3889
2111,Eagles,AZ,USA,None,0,NULL,NULL,1479.87,1479.87,8,3,2,13,0.6923
2112,PHP Robo Warriors,IL,USA,None,0,NULL,NULL,1412.81,1419.59,11,23,4,38,0.3421
2115,Nightmares,IL,USA,None,0,NULL,NULL,1432.97,1465.91,34,55,6,95,0.3895
2116,Rock County Robotics,WI,USA,None,0,NULL,NULL,1441.55,1458.36,9,16,2,27,0.3704
2119,SCAR (Sequoyah Computer Animation and Robotics),GA,USA,None,0,NULL,NULL,1489.48,1544.94,21,18,4,43,0.5349
2120,doncaster ,All,Kingdom,None,0,NULL,NULL,1374.71,1376.58,5,10,0,15,0.3333
2121,Mecha Clerks,DC,USA,None,0,NULL,NULL,1427.76,1527.16,22,36,3,61,0.3852
2122,Team Tators,ID,USA,None,1,1676.1,1771.51,1735.9,1946.49,436,177,11,624,0.7075
2124,X-Factor,MA,USA,None,0,NULL,NULL,1405.5,1442.31,13,19,3,35,0.4143
2125,Urban Science,MA,USA,None,0,NULL,NULL,1426.12,1445.49,6,12,0,18,0.3333
2126,BCLA,MA,USA,None,0,NULL,NULL,1434.15,1446.01,9,9,0,18,0.5
2127,JQUS,MA,USA,None,0,NULL,NULL,1437.38,1453.27,8,16,1,25,0.34
2128,SciTech,AZ,USA,None,0,NULL,NULL,1450.01,1478.63,23,32,7,62,0.4274
2129,Ultraviolet,MN,USA,None,1,1437.19,1446.83,1445.57,1484.09,61,71,4,136,0.4632
2130,Alpha+,ID,USA,None,1,1624.1296,1663.97,1591.68,1756.17,158,106,5,269,0.5967
2132,Mustangs,MD,USA,None,0,NULL,NULL,1394.63,1424.7,3,8,4,15,0.3333
2133,H.E.A.T.,TN,USA,None,0,NULL,NULL,1494.59,1494.59,8,6,0,14,0.5714
2134,Aztecs,AZ,USA,None,0,NULL,NULL,1509.72,1566.03,39,36,5,80,0.5188
2135,Presentation Invasion,CA,USA,None,1,1490.0512,1513.14,1478.84,1533.81,114,150,7,271,0.4336
2136,Impossible Mission Force,IL,USA,None,1,1411.9,1383.47,1401.57,1463.08,48,75,4,127,0.3937
2137,The Oxford RoboCats,MI,USA,fim,1,1642.3696,1699.56,1694.34,1864.44,420,252,12,684,0.6228
2139,Road Runners,NV,USA,None,0,NULL,NULL,1432.62,1487.53,16,25,2,43,0.3953
2140,Team Synergy,NJ,USA,None,0,NULL,NULL,1429.71,1446.75,5,9,1,15,0.3667
2141,Spartonics,CA,USA,None,1,1495.4664,1519.56,1499.27,1563.17,79,92,7,178,0.4635
2142,Lakeview,OR,USA,None,0,NULL,NULL,1459.01,1459.01,3,5,0,8,0.375
2143,Team Tobor,WI,USA,None,1,1488.7592,1490.65,1440.92,1515.55,63,61,5,129,0.5078
2144,Gators,CA,USA,None,1,1544.9048,1601.45,1534.18,1645.75,142,146,11,299,0.4933
2145,HAZMATs,MI,USA,fim,1,1608.7,1623.42,1567.25,1742.81,218,212,10,440,0.5068
2147,CHUCK,WA,USA,pnw,1,1677.7552,1692.88,1534.16,1769.74,223,223,7,453,0.5
2148,Mechaknights,WA,USA,pnw,1,1526.4608,1546.47,1480.91,1548.29,99,128,8,235,0.4383
2149,CV Bearbots,WA,USA,pnw,0,NULL,1520.02,1465.84,1542.78,99,121,6,226,0.4513
2150,W-Squared,CA,USA,None,0,NULL,NULL,1466.6,1513.37,16,15,2,33,0.5152
2151,Monty Pythons,IL,USA,None,1,1373.13,1353.02,1422.32,1494.93,64,82,2,148,0.4392
2152,S*M*A*S*H,FL,USA,None,1,1634.0448000000001,1640.15,1541.91,1698.35,128,126,4,258,0.5039
2153,Chassell Robotics,MI,USA,fim,0,NULL,NULL,1458.06,1507.9,34,50,4,88,0.4091
2154,AzTechs,CA,USA,None,0,NULL,NULL,1425.49,1426.44,8,11,1,20,0.425
2156,Wire Freaks,CA,USA,None,0,NULL,NULL,1426.44,1472.8,32,50,5,87,0.3966
2157,Apollo ,TX,USA,None,0,NULL,NULL,1439.55,1481.19,13,13,0,26,0.5
2158,ausTIN CANs,TX,USA,fit,1,1636.86,1595.78,1526.87,1636.86,167,172,4,343,0.4927
2159,RoboPirates,CA,USA,None,0,NULL,NULL,1491.75,1520.9,32,32,5,69,0.5
2161,Robocats,NY,USA,None,1,1449.304,1416.67,1425.75,1571.9,63,96,0,159,0.3962
2162,MacAttacks,MA,USA,None,0,NULL,NULL,1479.7,1479.7,4,7,0,11,0.3636
2163,ChromePanthers,MI,USA,fim,0,NULL,NULL,1473.93,1495.94,25,42,1,68,0.375
2164,The Core,MO,USA,None,1,1556.9664,1618.02,1548.4,1665.59,158,158,9,325,0.5
2165,BisonBots,OK,USA,None,1,1488.8968,1507.21,1556.11,1691.13,111,72,6,189,0.6032
2166,Bluebotics,ON,Canada,None,0,NULL,NULL,1512.57,1522.34,50,51,0,101,0.495
2167,Radical Tech,MO,USA,None,0,NULL,1443.16,1433.24,1463.02,50,62,3,115,0.4478
2168,Aluminum Falcons,CT,USA,ne,1,1863.7,1831.25,1644.59,1863.7,383,193,2,578,0.6644
2169,KING TeC,MN,USA,None,1,1513.83,1601.98,1643.84,1939.37,269,180,8,457,0.5974
2170,Titanium Guardians,CT,USA,ne,1,1631.28,1625.6,1565.05,1830.14,145,157,4,306,0.4804
2171,RoboDogs,IN,USA,fin,1,1555.6336000000001,1562.74,1538.59,1658.4,150,183,6,339,0.4513
2172,Steel Unit-E,OH,USA,None,1,1474.4336,1495.38,1474.76,1537.48,102,128,3,233,0.4442
2173,Robo Rocks,MS,USA,None,0,NULL,NULL,1438.88,1458.14,22,29,4,55,0.4364
2174,Iron Eagles,CA,USA,None,0,NULL,NULL,1482.81,1511.75,18,23,4,45,0.4444
2175,The Fighting Calculators,MN,USA,None,1,1636.32,1645.15,1572.3,1726.96,199,143,3,345,0.5812
2176,MAD SCIENTIST ASSOCIATION,MS,USA,None,0,NULL,NULL,1441.2,1442.45,10,12,0,22,0.4545
2177,The Robettes,MN,USA,None,1,1471.11,1512.06,1523.62,1585.6,168,177,7,352,0.4872
2178,RioBotics,CA,USA,None,0,NULL,NULL,1495.34,1495.34,3,5,0,8,0.375
2180,Zero Gravity,NJ,USA,fma,1,1555.58,1606.73,1573.3,1670.8,218,213,2,433,0.5058
2181,G.E.A.R.s (Great Engineers Awesome Robots),MN,USA,None,1,1502.55,1544.12,1479.92,1599.18,85,81,8,174,0.5115
2182,Tyborgs,LA,USA,None,0,NULL,NULL,1579.4,1580.24,22,11,1,34,0.6618
2183,Tigerbots,LA,USA,None,1,1513.32,1520.46,1463.06,1539.56,87,133,3,223,0.3969
2184,Team Injun Ingenuity,AZ,USA,None,0,NULL,NULL,1403.06,1403.06,2,5,1,8,0.3125
2185,RAMAZOIDZ,ON,Canada,None,0,NULL,NULL,1468.59,1523.54,87,101,4,192,0.4635
2186,Dogs of Steel,VA,USA,chs,1,1567.52,1517.91,1447.06,1567.52,95,123,8,226,0.4381
2187,Team Volt,SC,USA,None,1,1488.97,1454.32,1452.66,1521.14,62,96,1,159,0.3931
2188,Critical Mass,MI,USA,fim,0,NULL,NULL,1482.32,1530.01,47,44,4,95,0.5158
2189,woodland Robotics,CA,USA,None,0,NULL,NULL,1454.09,1465.33,8,12,1,21,0.4048
2190,Team Hero,MS,USA,None,1,1467.7296000000001,1476.27,1493.04,1588.77,69,77,6,152,0.4737
2191,Flux Core,NJ,USA,fma,1,1563.0152,1576.92,1502.42,1614.04,145,186,4,335,0.4388
2192,YAK Attack,OR,USA,pnw,0,NULL,NULL,1471.91,1535.87,61,60,3,124,0.504
2193,EPIC Robotics,CA,USA,None,0,NULL,NULL,1454.3,1513.86,35,40,5,80,0.4688
2194,Fondy Fire,WI,USA,None,1,1630.644,1674.73,1583.52,1735.55,210,166,15,391,0.5563
2196,Béésh Bá'áh Alchini,NM,USA,None,0,NULL,NULL,1399.36,1455.43,16,32,3,51,0.3431
2197,Las Pumas,IN,USA,fin,1,1517.1056,1541.79,1495.53,1580.94,159,221,11,391,0.4207
2198,Paradigm Shift Robotics,ON,Canada,ont,1,1529.56,1496.61,1451.77,1529.56,72,111,7,190,0.3974
2199,Robo-Lions,MD,USA,chs,1,1609.77,1642.68,1569.22,1688.22,181,172,12,365,0.5123
2200,MMRambotics,ON,Canada,ont,1,1771.79,1726.07,1595.27,1771.79,262,196,8,466,0.5708
2201,TGM,MO,USA,None,0,NULL,NULL,1420.99,1466.02,9,21,9,39,0.3462
2202,BEAST Robotics,WI,USA,None,1,1561.92,1600.55,1538.21,1686.46,152,138,5,295,0.5237
2203,Cyber-Eagles,NY,USA,None,0,NULL,NULL,1433.23,1450.38,7,11,8,26,0.4231
2204,Rambots,CA,USA,None,1,1480.0104000000001,1464.68,1450.11,1504.28,53,70,6,129,0.4341
2205,Juggernauts,NY,USA,None,0,NULL,NULL,1439.52,1500.96,22,35,7,64,0.3984
2206,Ehret Patriots,LA,USA,None,0,NULL,NULL,1441.72,1477.31,19,26,2,47,0.4255
2207,Bright Bears,MN,USA,None,1,1428.9112,1435.5,1431.14,1481.71,49,68,4,121,0.4215
2208,Makif Dalet,All,Israel,None,0,NULL,NULL,1484.59,1484.59,8,8,0,16,0.5
2209,Rabin HS,All,Israel,None,0,NULL,NULL,1504.44,1504.44,9,5,0,14,0.6429
2210,Yarka High School,All,Israel,None,0,NULL,NULL,1485.83,1507.19,12,15,4,31,0.4516
2211,Ort IAI,All,Israel,None,0,NULL,NULL,1475.95,1501.87,19,21,4,44,0.4773
2212,The Spikes,All,Israel,isr,1,1581.13,1578.61,1508.62,1590.47,121,128,10,259,0.4865
2213,AXIOM,All,Israel,None,0,NULL,NULL,1462.67,1526.16,40,53,7,100,0.435
2214,ASSIT,All,Israel,None,0,NULL,NULL,1497.1,1539.29,49,38,3,90,0.5611
2215," Akkoleon",All,Israel,None,0,NULL,NULL,1472.82,1497.92,20,16,6,42,0.5476
2216,robodim,All,Israel,None,0,NULL,NULL,1447.57,1500.13,38,52,4,94,0.4255
2217,Kiryat Motzkin,All,Israel,None,0,NULL,NULL,1462.96,1494.63,30,33,3,66,0.4773
2219,Megahurts,IL,USA,None,0,NULL,NULL,1437.64,1475.16,21,30,5,56,0.4196
2220,Blue Twilight ,MN,USA,None,1,1613.4904000000001,1619.72,1534.83,1670.95,182,173,11,366,0.5123
2221,FHS Robodawgs,LA,USA,None,1,1473.37,1467.92,1452.25,1514.22,68,91,4,163,0.4294
2222,Abes,WA,USA,None,0,NULL,NULL,1478.22,1478.22,3,5,0,8,0.375
2223,B-ROC,PA,USA,None,0,NULL,NULL,1384.57,1384.57,3,8,0,11,0.2727
2224,RoboPhoenix,MI,USA,fim,1,1457.336,1461.45,1462.78,1541.88,137,190,9,336,0.4211
2225,R.U.S.T,MN,USA,None,1,1511.636,1526.74,1476.85,1598.83,72,70,11,153,0.5065
2226,Bronco's,UT,USA,None,0,NULL,NULL,1463.11,1550.62,23,26,3,52,0.4712
2227,Tigers,MN,USA,None,1,1544.48,1571.39,1472.22,1641.74,93,107,6,206,0.466
2228,CougarTech,NY,USA,None,1,1549.1336000000001,1549.93,1557.99,1694.32,152,154,6,312,0.4968
2229,ROBOSHOP,PA,USA,fma,0,NULL,NULL,1452.43,1551.42,36,66,2,104,0.3558
2230,General Angels,All,Israel,isr,1,1617.55,1616.04,1515.74,1636.75,150,137,7,294,0.5221
2231,OnyxTronix,All,Israel,isr,1,1668.78,1682.28,1562.67,1745.16,190,126,10,326,0.5982
2232,Deus ex Machina,MN,USA,None,1,1450.4376000000002,1461.56,1492.14,1560.84,64,57,3,124,0.5282
2234,Alternating Current,PA,USA,fma,1,1598.47,1567.75,1552.14,1654.43,171,230,6,407,0.4275
2235,Abraxas Metal Heads,CA,USA,None,0,NULL,NULL,1388.78,1388.78,2,8,0,10,0.2
2236,Genese Team,All,Brazil,None,0,NULL,NULL,1474.7,1474.7,6,5,1,12,0.5417
2237,The Junkyard Robo's,WV,USA,None,0,NULL,NULL,1541.33,1563.75,29,35,0,64,0.4531
2239,Technocrats,MN,USA,None,1,1471.05,1438.83,1465.05,1545.08,57,88,6,151,0.3974
2240,Brute Force,CO,USA,None,1,1576.83,1554.41,1474.54,1590.45,100,108,6,214,0.4813
2241,SWAT team,MN,USA,None,0,NULL,NULL,1471.04,1473.97,13,10,1,24,0.5625
2242,Cyber Claw,LA,USA,None,0,NULL,NULL,1486.55,1549.06,47,48,3,98,0.4949
2243,BRATECC,All,Brazil,None,0,NULL,NULL,1461.97,1476.25,14,12,0,26,0.5385
2244,The Chips,All,Brazil,None,0,NULL,NULL,1428.72,1439.27,10,15,0,25,0.4
2245,PANTHERS,MI,USA,fim,0,NULL,NULL,1475.35,1522.3,41,72,5,118,0.3686
2246,The Army of Sum,MI,USA,fim,1,1463.2176,1479.16,1532.08,1641.99,155,192,11,358,0.4483
2247,FB HT,All,Brazil,None,0,NULL,NULL,1482.1,1485.18,15,10,1,26,0.5962
2249,KISS,MT,USA,None,0,NULL,NULL,1430.26,1478.52,4,10,1,15,0.3
2250,Lancerbotics,CO,USA,None,0,NULL,NULL,1419.83,1461.26,18,20,1,39,0.4744
2251,Hawks,MT,USA,None,0,NULL,NULL,1500.81,1500.81,7,4,0,11,0.6364
2252,The Mavericks,OH,USA,None,1,1600.09,1588.4,1572.08,1756,206,177,9,392,0.537
2254,Twisted Transistors,ON,Canada,None,0,NULL,NULL,1435.63,1466.9,4,10,2,16,0.3125
2257,Afula High School,All,Israel,None,0,NULL,NULL,1472.04,1487.01,19,13,5,37,0.5811
2259,1/4 Twenties,CO,USA,None,1,1402.328,1414.99,1432.13,1506.39,53,88,3,144,0.3785
2260,Transformers,CO,USA,None,0,NULL,NULL,1454.3,1454.3,1,7,1,9,0.1667
2261,Casa Robotics,CO,USA,None,1,1452.3784,1441.49,1431.1,1484.82,53,70,5,128,0.4336
2262,Robo-Panthers,MA,USA,ne,1,1574.34,1547.62,1473.1,1574.34,107,145,5,257,0.4261
2264,Trojan Robotics,MN,USA,None,1,1499.57,1512.67,1489.48,1537.17,72,73,6,151,0.4967
2265,Fe Maidens,NY,USA,None,1,1523.6112,1553.07,1538.34,1597.51,135,154,6,295,0.4678
2266,Colegio Sacramentinas,All,Brazil,None,0,NULL,NULL,1455.48,1455.48,6,6,2,14,0.5
2272,Metalheads,CA,USA,None,0,NULL,NULL,1476.18,1531.26,29,26,4,59,0.5254
2273,The Mechanix Coalition,BC,Canada,None,0,NULL,NULL,1414.3,1421.48,6,8,1,15,0.4333
2274,Fuego,NY,USA,None,0,NULL,NULL,1526.73,1586.95,17,14,0,31,0.5484
2275,Bello Bots,CO,USA,None,0,NULL,NULL,1435.19,1481.17,26,48,6,80,0.3625
2276,STARS of Cypress ,TX,USA,None,0,NULL,NULL,1457.5,1494.67,26,23,4,53,0.5283
2278,AVENGING PLUTO,FL,USA,None,0,NULL,NULL,1453.82,1453.82,3,5,0,8,0.375
2279,The Butlers,PA,USA,None,0,NULL,NULL,1487.19,1523.94,28,21,6,55,0.5636
2280,YWCA DELTA F.O.R.C.E.,PA,USA,None,0,NULL,NULL,1444.58,1470.12,8,14,1,23,0.3696
2283,Panteras,All,Mexico,None,1,1606.28,1590.72,1538.55,1713.08,177,155,7,339,0.5324
2285,Irvington Blue Knights 4-H,NJ,USA,None,0,NULL,NULL,1454.83,1484.13,17,15,7,39,0.5256
2287,RoboTech Pirates,TX,USA,None,0,NULL,NULL,1424.1,1444.15,8,11,0,19,0.4211
2330,F-Tech,OK,USA,None,0,NULL,NULL,1401.53,1407.61,4,13,0,17,0.2353
2332,Team Lucky,OK,USA,None,0,NULL,NULL,1437.22,1440.41,7,10,0,17,0.4118
2333,S.C.R.E.E.C.H.,OK,USA,None,1,1527.02,1564.43,1504.63,1613.46,124,131,11,266,0.4868
2334,Blue Valley CAPS Robotics,KS,USA,None,0,NULL,NULL,1453.22,1489.3,14,10,2,26,0.5769
2335,Sargon,KS,USA,None,1,1468.7703999999999,1457.04,1469.66,1514.86,58,75,2,135,0.437
2336,Titan Crusaders,VA,USA,None,0,NULL,NULL,1394.08,1394.08,3,5,0,8,0.375
2337,EngiNERDs,MI,USA,fim,1,1833.09,1798.22,1746.95,1917.86,570,295,13,878,0.6566
2338,Gear It Forward,IL,USA,None,1,1806.76,1727.75,1666.12,1899.16,235,170,6,411,0.5791
2339,Robolopes,CA,USA,None,1,1414.7304000000001,1401.97,1495.53,1555.43,106,147,4,257,0.4202
2340,Xcentrics,NY,USA,None,1,1467.7864,1513.33,1493.78,1564.23,98,125,4,227,0.4405
2341,Sprockets,OK,USA,None,1,1611.74,1631.57,1555.87,1676.82,133,121,14,268,0.5224
2342,Team Phoenix,NH,USA,ne,1,1537.28,1609.05,1537.38,1721.82,145,162,4,311,0.4727
2343,Technohorns,OK,USA,None,0,NULL,NULL,1421.57,1459.03,17,26,6,49,0.4082
2344,The Saunders Droid Factory ,NY,USA,None,1,1477.4720000000002,1500.02,1536.87,1626.93,110,87,6,203,0.5567
2345,Animal Control,MO,USA,None,1,1476.8872000000001,1491.6,1510.26,1647.59,83,82,1,166,0.503
2346,Cel-Techs,MO,USA,None,0,NULL,1449.49,1438.88,1486.33,31,69,5,105,0.319
2347,Metal Mercs,NY,USA,None,1,1472.64,1455.06,1419.87,1488.83,51,77,3,131,0.4008
2348,Cool Geeks,HI,USA,None,0,NULL,NULL,1493.33,1558.41,69,78,4,151,0.4702
2349,Hurriquake,MA,USA,None,0,NULL,NULL,1485.45,1529.83,28,30,2,60,0.4833
2350,Region 1 Robotics,OH,USA,None,0,NULL,NULL,1464.49,1470.6,7,10,1,18,0.4167
2352,Metal Mayhem,OK,USA,None,1,1571.9112,1636.52,1557.28,1719.38,159,156,9,324,0.5046
2353,The Legion,MO,USA,None,1,1483.92,1447.37,1410.65,1483.92,53,75,4,132,0.4167
2354,Red River Robotics,OK,USA,None,1,1492.3616,1502.6,1516.52,1570.91,93,83,3,179,0.5279
2357,System Meltdown,MO,USA,None,1,1414.91,1415.83,1430.28,1486.26,65,95,5,165,0.4091
2358,Bearbotics,IL,USA,None,1,1571.96,1546.17,1557.04,1613.84,120,140,3,263,0.462
2359,RoboLobos,OK,USA,None,1,1544.1608,1589.6,1517.42,1632.64,123,124,11,258,0.4981
2360,Tech Titan's POWER-Storm,IN,USA,fin,0,NULL,NULL,1436.03,1483.96,39,61,2,102,0.3922
2361,PACE Invaders,ON,Canada,None,0,NULL,NULL,1465.8,1516.94,21,37,0,58,0.3621
2362,Olympic Robotics,NC,USA,None,0,NULL,NULL,1447.65,1449.69,13,22,3,38,0.3816
2363,Triple Helix,VA,USA,chs,1,1709.05,1724.7,1649.81,1771.9,310,160,4,474,0.6582
2364,Oregon RoboHawks,IL,USA,None,0,NULL,NULL,1424.83,1477.89,10,13,5,28,0.4464
2365,Lions,AZ,USA,None,0,NULL,NULL,1488.88,1488.88,8,5,0,13,0.6154
2366,Tesla Robotics,MO,USA,None,0,NULL,NULL,1423.37,1434.02,6,9,0,15,0.4
2367,Lancer Robotics,CA,USA,None,1,1511.9176,1509.43,1483.53,1535.29,99,124,8,231,0.4459
2368,South Robotics,IN,USA,None,0,NULL,NULL,1459.16,1491.13,10,19,4,33,0.3636
2369,Maximus Roboticus,OK,USA,None,0,NULL,NULL,1506.15,1544.74,32,30,2,64,0.5156
2370,IBOTS,VT,USA,ne,1,1677.2,1699.08,1577.64,1766.29,204,170,7,381,0.5446
2371,Eagle Pride,OK,USA,None,0,NULL,NULL,1406.33,1406.33,2,7,0,9,0.2222
2372,Robo-Hooters,OK,USA,None,0,NULL,NULL,1452.66,1465.19,24,32,3,59,0.4322
2373,The Crickets,OK,USA,None,1,1485.5992,1500.66,1484.16,1543.07,76,73,2,151,0.5099
2374,Crusader Bots,OR,USA,pnw,1,1507.0984,1548.22,1543.69,1609,157,162,7,326,0.4923
2375,Dragon Robotics,AZ,USA,None,1,1567.4448000000002,1565.18,1504.12,1631.78,120,135,4,259,0.471
2376,RoboCOMETS,OK,USA,None,0,NULL,NULL,1477.94,1484.83,13,13,3,29,0.5
2377,C Company,MD,USA,chs,1,1581.5048000000002,1622.79,1629.05,1687.16,242,186,9,437,0.5641
2378,Team Mako 2378,OK,USA,None,0,NULL,NULL,1386.04,1386.04,3,6,0,9,0.3333
2380,Jag Robotics,AZ,USA,None,0,NULL,NULL,1449.41,1449.41,2,6,0,8,0.25
2381,The Ark,IL,USA,None,0,NULL,NULL,1364.69,1376.85,5,13,0,18,0.2778
2382,Colbert Roboleopards,OK,USA,None,0,NULL,NULL,1386.51,1474.34,28,55,3,86,0.343
2383,Ninjineers,FL,USA,None,1,1683.6864,1698.58,1591.31,1742.96,235,178,3,416,0.5685
2385,Obelisk Trio,OK,USA,None,0,NULL,NULL,1456.36,1456.36,3,3,1,7,0.5
2386,Trojans,ON,Canada,ont,1,1557.46,1641.1,1601.07,1693.37,240,208,8,456,0.5351
2387,Alternative Robotics,OH,USA,None,0,NULL,NULL,1499.13,1524.94,9,9,1,19,0.5
2388,Pirate Robotics,OK,USA,None,0,NULL,1517.06,1475.4,1572.92,60,62,6,128,0.4922
2389,Oklahoma STORM,OK,USA,None,0,NULL,NULL,1447.49,1499.27,44,50,2,96,0.4688
2390,Wildcats,CA,USA,None,0,NULL,NULL,1433.22,1452.52,16,25,3,44,0.3977
2391,Tiger Drive,OK,USA,None,0,NULL,NULL,1495.88,1564.29,24,21,4,49,0.5306
2392,Pagwire,OH,USA,None,0,NULL,NULL,1406.88,1406.88,0,7,2,9,0.1111
2393,Robotichauns,TN,USA,None,1,1575.4,1578.39,1518.18,1606.81,117,114,6,237,0.5063
2394,Eagles,OK,USA,None,0,NULL,NULL,1499.37,1499.37,10,3,0,13,0.7692
2395,OKC 4-H Robotics - Ninja Munkees,OK,USA,None,1,1513.1856000000002,1531.47,1480.13,1568.28,99,120,11,230,0.4543
2396,SeeHawks,OK,USA,None,0,NULL,NULL,1456.51,1476.52,14,20,3,37,0.4189
2397,Cyborgs,AZ,USA,None,0,NULL,NULL,1448.98,1448.98,4,4,0,8,0.5
2398,Tech Walkers,OK,USA,None,1,1467.5144,1469.56,1435.43,1484.73,41,69,4,114,0.3772
2399,The Fighting Unicorns,OH,USA,None,1,1554.6384000000003,1565.79,1487.53,1612.43,115,127,2,244,0.4754
2400,Wyoming!?,WY,USA,None,0,NULL,NULL,1479.22,1479.32,8,10,0,18,0.4444
2401,PATRIOTS,ND,USA,None,0,NULL,NULL,1415.93,1429.31,7,11,1,19,0.3947
2402,RoboJackets,VA,USA,None,0,NULL,NULL,1422.36,1476.13,28,38,4,70,0.4286
2403,Plasma Robotics,AZ,USA,None,1,1686.8808000000001,1709.91,1563.53,1776.18,227,159,10,396,0.5859
2404,TNT,CA,USA,None,1,1441.596,1419,1427.85,1467.47,39,87,6,132,0.3182
2405,Techno Trojans,MI,USA,fim,1,1529.31,1564.4,1516.9,1600.79,154,214,11,379,0.4208
2406,CowDogs,AZ,USA,None,0,NULL,NULL,1405.08,1491.45,8,12,0,20,0.4
2407,Roaring Bears,OH,USA,None,0,NULL,NULL,1490.46,1498.12,17,15,0,32,0.5312
2408,Shrapnel Sergeants,MO,USA,None,1,1404.2136,1409.53,1447.78,1512.52,59,102,2,163,0.3681
2409,Da Bears,MA,USA,None,0,NULL,NULL,1414.34,1414.34,3,5,1,9,0.3889
2410,Blue Valley CAPS Metal Mustang Robotics,KS,USA,None,1,1643.5872,1677.58,1612,1700.44,188,153,9,350,0.55
2411,Rebel Alliance,OR,USA,pnw,1,1560.63,1529.66,1481.47,1560.63,117,156,5,278,0.4299
2412,Robototes,WA,USA,pnw,1,1558.44,1594.14,1512.99,1630.94,153,171,7,331,0.4728
